,commence_time,DraftKings,BetMGM spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,AWAY,HOME,date_x,match,teams,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,date_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
0,2024-01-24 18:30:00-06:00,-3.5,-3.5,-3.5,-3.5,-3.5,Auburn,Alabama,01/24/2024,True,Auburn vs Alabama,AuburnAlabama1-24,2024-01-24,SEC at SEC,3 Auburn at 6 Alabama,"Alabama -1.7, 86-85 (56%)",98.83030597882724,1,H,Auburn,01/24/2024,122.10351215316405,96.06131103540972,0.9403999450335316,0.4416334792709631,84.66604663307879,Alabama,129.31837597202295,99.6835352736436,0.9522652533831112,0.5583665207290369,86.41048546422897,74.44850243496316,Auburn,0,,,,,,,,,,,,,,,,,0.2507013567458256,0.4348492264900201,738909,,,,3,6,,,,-1.7444388311501768,171.07653209730776,-1.5,12.3,1.8,3.3,71.2,101.4,20240124,26.900000000000006,121.4,94.5,70.1,24.799999999999997,126.0,101.2,72.1,,,,,,Auburn,28.883499999999998,123.712,94.8285,70.2254,26.66300000000001,127.659,100.996,72.0681,Auburn,71.1945812527334,29.807423039484092,26.220621498081453,118.47474703540348,92.25412553732207,72.89070674261757,31.174785454212174,26.79337343756649,124.56073957789559,97.76736614032907,83.61580267900698,85.70646793339886,169.32227061240582,-2.0906652543918796,70.98609550561797,85.1508871427793,87.25404600333528,172.40493314611456,-2.103158860555979,71.0816172716292,80.94214102109882,84.92665858752709,165.86879960862592,-3.9845175664282664,72.88515932242203,-3.65964645298277,72.88515932242203,-3.186101854620361,72.88515932242203,Auburn Tigers,Alabama Crimson Tide,01/24/2024,63.055865981823636,63.62818185306291,0.572315871239276,-0.15964645298276992,Auburn,Alabama,0
1,2024-01-24 22:00:00-06:00,2.5,3.5,2.5,2.5,3.0,Colorado,Washington,01/24/2024,True,Colorado vs Washington,ColoradoWashington1-24,2024-01-24,P12 at P12,31 Colorado at 70 Washington,"Colorado -0.5, 80-79 (52%)",81.83117277753799,1,H,Colorado,01/24/2024,115.17605696202702,100.44133341103424,0.8283833607655289,0.5196917572633438,79.4621196426104,Washington,116.5509536935002,102.33925479191493,0.8168881635701278,0.4803082427366562,78.91943912262393,72.15292831404138,Colorado,0,,,,,,,,,,,,,,,,,0.5993851135062467,0.7155192023450587,738909,,,,31,70,,,,0.5426805199864759,158.38155876523433,4.7,14.2,-3.2,-7.9,71.2,101.4,20240124,18.10000000000001,117.2,99.1,69.1,12.299999999999997,115.0,102.7,70.9,,,,,,Colorado,17.540599999999998,116.693,99.1524,69.2117,11.36800000000001,115.055,103.687,70.869,Colorado,70.37115166254279,18.961076484648117,17.87762203348156,114.23765795002775,96.36003591654622,71.54465768737367,13.902120144847224,12.134642521914051,113.62264044539984,101.48799792348579,79.4068958570601,79.51585603748593,158.92275189454602,-0.10896018042582511,68.80884831460673,79.91730255229982,79.68975842377678,159.60706097607658,0.22754412852303574,68.88994336095504,78.60166141310287,78.50397738347553,157.1056387965784,0.09768402962734513,70.71179714554607,1.2720144274997836,70.71179714554607,1.453410278529546,70.71179714554607,Colorado Buffaloes,Washington Huskies,01/24/2024,40.590361400171645,45.1788397859058,4.588478385734156,-1.2279855725002164,Washington,Washington,1
2,2024-01-24 21:00:00-06:00,-1.0,-1.5,-1.5,-1.0,-1.5,Utah,Washington St.,01/24/2024,True,Utah vs Washington St.,UtahWashington St.1-24,2024-01-24,P12 at P12,21 Utah at 61 Washington St.,"Utah -0.6, 74-73 (52%)",80.98066387400351,1,H,Utah,01/24/2024,116.95846490500392,100.44596748348732,0.8519890778165039,0.5237531910128186,74.01944573180481,Washington St.,114.3481037307663,99.01948169422776,0.839593051818126,0.4762468089871814,73.40996105166046,68.40562150628074,Utah,0,,,,,,,,,,,,,,,,,0.5604788183880682,0.6783649583630701,738909,,,,21,61,,,,0.6094846801443481,147.42940678346525,-2.3,-2.2,1.4,3.7,71.2,101.4,20240124,19.0,118.4,99.4,70.3,13.0,113.2,100.2,66.2,,,,,,Utah,19.342100000000002,118.499,99.1569,70.3563,12.557000000000002,112.881,100.324,66.0952,Utah,71.38367892062206,23.273517210277472,19.81739564375451,115.23913739928541,95.42174175553093,67.57338584121999,13.160373109776195,11.675163727992913,108.85482229927099,97.17965857127805,74.34788519131504,74.57685884719551,148.92474403851054,-0.22897365588046625,65.36320224719101,74.44376325201443,74.12669946585721,148.57046271787164,0.3170637861572203,65.31199044606743,72.74210354647033,71.35552091342153,144.09762445989185,1.3865826330488034,67.74770896726062,4.608923817851249,67.74770896726062,-3.5035050215329164,67.74770896726062,Utah Utes,Washington St Cougars,01/24/2024,55.67984968164682,33.03506491062074,-22.64478477102608,6.108923817851249,Utah,Utah,1
3,2024-01-24 19:30:00-06:00,-3.5,-3.5,-3.5,-3.5,-3.5,Mississippi St.,Florida,01/24/2024,True,Mississippi St. vs Florida,Mississippi St.Florida1-24,2024-01-24,SEC at SEC,28 Mississippi St. at 36 Florida,"Florida -2.9, 80-77 (61%)",80.27858910366908,1,H,Mississippi St.,01/24/2024,112.3183824001939,97.47915462028996,0.8361063798660698,0.3946213869143154,76.85771678832637,Florida,120.26087420796782,100.55987137217764,0.8866998024494936,0.6053786130856846,79.77155172586782,72.82998189583337,Mississippi St.,0,,,,,,,,,,,,,,,,,0.4602945961166876,0.7041246775900731,738909,,,,28,36,,,,-2.913834937541452,156.6292685141942,3.4,-3.7,2.6,-0.9,71.2,101.4,20240124,17.0,112.7,95.7,68.1,16.299999999999997,118.2,101.9,72.7,,,,,,Mississippi St.,17.5698,113.798,96.2282,68.1345,16.834000000000003,118.718,101.884,72.6649,Mississippi St.,69.28407405734289,16.35863228559816,16.608386084743557,109.25181943406928,92.64343334932573,73.48624318364556,14.72884845519175,15.957197103739658,115.543095464754,99.58589836101436,76.56239387741985,79.75701625392303,156.31941013134286,-3.194622376503176,69.53469101123595,77.2979989490866,80.55057567495199,157.84857462403858,-3.2525767258653815,69.53632905969101,74.59365161200434,77.61685907555753,152.21051068756185,-3.0232074635531916,71.50879655802821,-1.1480314670151017,71.50879655802821,0.4835424823253902,71.50879655802821,Mississippi State Bulldogs,Florida Gators,01/24/2024,63.055865981823636,54.35321340067679,-8.702652581146843,2.3519685329848983,Mississippi St.,Mississippi St.,1
4,2024-01-24 20:00:00-06:00,3.0,3.5,3.5,2.5,3.5,Illinois,Northwestern,01/24/2024,True,Illinois vs Northwestern,IllinoisNorthwestern1-24,2024-01-24,B10 at B10,11 Illinois at 62 Northwestern,"Illinois -3.6, 76-72 (64%)",75.37479584330404,1,H,Illinois,01/24/2024,120.65854944070786,99.61886314184218,0.9005679234889121,0.6352755061819895,75.7155600985083,Northwestern,116.57615579016706,101.00653844596606,0.8387063883255896,0.3647244938180105,72.14875856596063,66.49298415275106,Illinois,0,,,,,,,,,,,,,,,,,0.5620963896781649,0.5727315854163317,738909,,,,11,62,,,,3.5668015325476716,147.86431866446895,-2.5,2.6,-3.8,-1.4,71.2,101.4,20240124,24.200000000000003,121.3,97.1,70.4,12.900000000000006,114.9,102.0,64.2,,,,,,Illinois,23.907600000000002,122.248,98.3404,70.5571,12.742999999999995,115.08,102.337,64.0644,Illinois,71.30654604244633,28.474448672216592,23.272899114642364,117.25919238735439,93.98629327271206,65.48051143797018,10.402350085060707,12.03129766513177,111.83874635842345,99.80744869329169,75.30165842291976,71.81330381457978,147.11496223749953,3.488354608339975,63.47865168539327,76.14963235218566,72.8529715263985,149.00260387858418,3.296660825787157,63.48593086011237,73.58464473788192,69.89662993905912,143.48127467694104,3.688014798822792,65.57849864795722,9.658285472228982,65.57849864795722,-3.3623407826780394,65.57849864795722,Illinois Fighting Illini,Northwestern Wildcats,01/24/2024,36.944134018176364,17.882904783042243,-19.06122923513412,6.158285472228982,Northwestern,Illinois,0
5,2024-01-24 21:30:00-06:00,-3.0,-3.5,-2.5,-3.0,-3.0,Colorado St.,Nevada,01/24/2024,True,Colorado St. vs Nevada,Colorado St.Nevada1-24,2024-01-24,MWC at MWC,40 Colorado St. at 53 Nevada,"Nevada -2.1, 74-72 (58%)",74.3641548129122,1,H,Colorado St.,01/24/2024,117.10979823654348,103.6587298537694,0.8026738680379814,0.4191980154931672,71.79179543576008,Nevada,114.22182559717442,98.27610426092876,0.8493045747556288,0.5808019845068328,73.85648416164476,66.76239718430237,Colorado St.,0,,,,,,,,,,,,,,,,,0.5421873884815385,0.7490336303967363,738909,,,,40,53,,,,-2.064688725884679,145.64827959740484,-1.4,1.4,-10.1,-8.7,71.2,101.4,20240124,17.39999999999999,119.1,101.7,66.6,13.899999999999991,113.6,99.7,67.9,,,,,,Colorado St.,16.323999999999998,118.652,102.328,66.839,13.185500000000005,112.756,99.5705,67.9021,Colorado St.,67.73064992101577,19.816373291476054,16.462899854599957,116.81872716276939,100.35582730816945,68.91637191622488,17.6343084578361,15.170046018548252,110.01683674553195,94.84679072698368,72.30807577920878,74.40485062061123,146.71292639982,-2.09677484140245,63.51320224719101,72.20292338192615,74.5770598758034,146.77998325772955,-2.374136493877245,63.743096375,69.64318759602726,73.39514953668889,143.03833713271615,-3.75196194066163,65.55829578770154,-0.7488361661586964,65.55829578770154,-2.580898988570226,65.55829578770154,Colorado St Rams,Nevada Wolf Pack,01/24/2024,59.409638599828355,52.842755771425985,-6.56688282840237,1.7511638338413036,Colorado St.,Colorado St.,1
6,2024-01-24 19:30:00-06:00,-3.5,,-3.5,-4.0,-4.0,Villanova,St. John's,01/24/2024,True,Villanova vs St. John's,VillanovaSt. John's1-24,2024-01-24,BE at BE,35 Villanova at 27 St. John's,"St. John's -4.9, 74-69 (69%)",70.92802467297018,1,H,Villanova,01/24/2024,113.56228833965976,99.85249056066506,0.8145062657987909,0.3127315513964988,68.99660655471484,St. John's,118.55836708720072,97.34682325814968,0.906101832645252,0.6872684486035012,73.88613062370678,66.79901909782905,Villanova,0,,,,,,,,,,,,,,,,,0.4088716227381884,0.7343867626338176,738909,,,,35,27,,,,-4.889524068991932,142.88273717842162,-4.5,-2.1,-4.7,-0.2,71.2,101.4,20240124,17.900000000000006,116.4,98.5,65.1,16.099999999999994,116.3,100.2,69.9,,,,,,Villanova,16.486900000000006,115.058,98.5711,65.0149,18.408,117.037,98.629,69.8455,Villanova,65.8022077731084,12.596070476536859,14.046233346851206,110.43721399703375,96.39098065018254,70.87583494805865,19.253126550008965,17.64087165546091,113.37703204503259,95.73616038957167,71.46851321421975,74.23899275220926,145.707505966429,-2.7704795379895018,63.911376404494376,69.39188119427382,74.60742912302153,143.99931031729534,-5.215547928747711,63.77806457794943,66.39967937169467,72.58687460275192,138.9865539744466,-6.187195231057245,65.50261822113333,-6.486688145852057,65.50261822113333,-4.736756334043044,65.50261822113333,Villanova Wildcats,St Johns Red Storm,01/24/2024,63.055865981823636,73.16397573705558,10.108109755231943,-2.9866881458520567,Villanova,St. John's,0
7,2024-01-24 17:30:00-06:00,,-4.5,-4.5,-4.0,-4.5,Providence,Seton Hall,01/24/2024,True,Providence vs Seton Hall,ProvidenceSeton Hall1-24,2024-01-24,BE at BE,47 Providence at 55 Seton Hall,"Seton Hall -2.7, 70-67 (61%)",70.72181255760215,1,H,Providence,01/24/2024,106.79893108602906,95.84724621205636,0.7762959856592068,0.3898134739446999,67.3956318782099,Seton Hall,117.3086234206691,101.25592177281412,0.8445272327437398,0.6101865260553001,70.073529057158,66.70258799848233,Providence,0,,,,,,,,,,,,,,,,,0.5513192528560501,0.7777056173119933,738909,,,,47,55,,,,-2.6778971789481005,137.46916093536788,-16.7,-9.6,-3.9,12.8,71.2,101.4,20240124,14.399999999999991,109.3,94.9,68.6,13.5,115.3,101.8,66.0,,,,,,Providence,13.588800000000006,108.206,94.6172,68.7977,13.212999999999994,115.803,102.59,65.9099,Providence,69.91513005500201,14.586399786390507,13.307967619569164,105.62271014053307,92.3147425209639,67.16682459064029,14.317901912657234,12.603449736673888,111.66549008744413,99.06204035077022,67.83781831773803,70.55398238652808,138.3918007042661,-2.71616406879005,63.589887640449426,67.78238192116953,70.75749278595549,138.53987470712502,-2.975110864785961,63.686088865589895,66.16471459396513,68.94042988259878,135.1051444765639,-2.7757152886336485,65.95473703140621,-1.9365381567928779,65.95473703140621,-12.943353323465345,65.95473703140621,Providence Friars,Seton Hall Pirates,01/24/2024,66.58824291023754,57.31627965596289,-9.271963254274652,2.563461843207122,Providence,Providence,1
8,2024-01-24 18:00:00-06:00,-2.5,-2.5,-2.5,-2.5,-3.0,Samford,Furman,01/24/2024,True,Samford vs Furman,SamfordFurman1-24,2024-01-24,SC at SC,68 Samford at 154 Furman,"Samford -4.2, 90-86 (63%)",67.34643017966283,1,H,Samford,01/24/2024,115.2504039761582,106.23150290830267,0.7185124015214577,0.6336883759723585,90.26412353156834,Furman,110.65109155754536,106.97059254066696,0.5960471626656922,0.3663116240276415,86.06317025557502,78.36219350793174,,0,,,,,,,,,,,,,,,,,0.8189555424037482,0.8262759966168275,738909,,,,68,154,,,,4.200953275993328,176.32729378714336,-4.4,-3.1,-0.4,4.0,71.2,101.4,20240124,9.5,115.1,105.6,74.7,2.1999999999999886,110.1,107.9,71.3,,,,,,Samford,11.900000000000006,116.768,104.868,74.7921,0.8509999999999991,109.231,108.38,71.225,Samford,75.6563069113005,14.45947583035657,9.993320985807756,112.45852658961606,102.46520560380833,72.72308832210702,3.629522411054181,3.0689587575925863,104.98038335149603,101.91142459390345,89.07232349118038,88.18999748081795,177.26232097199835,0.8823260103624335,74.80491573033707,90.78143740874268,86.90305455027482,177.6844919590175,3.878382858467859,74.81836127106742,84.91190697316469,84.28688096422347,169.19878793738815,0.6250260089412194,77.27472316903008,6.0094291489565705,77.27472316903008,-5.602726528647366,77.27472316903008,Samford Bulldogs,Furman Paladins,01/24/2024,59.409638599828355,28.355037094630255,-31.0546015051981,8.50942914895657,Samford,Samford,1
9,2024-01-24 17:30:00-06:00,-3.5,-4.5,-3.5,-3.5,-4.0,LSU,Georgia,01/24/2024,True,LSU vs Georgia,LSUGeorgia1-24,2024-01-24,SEC at SEC,86 LSU at 69 Georgia,"Georgia -5.8, 79-73 (70%)",64.20208963902796,1,H,LSU,01/24/2024,108.12178327657868,102.09877484886972,0.6590696748375128,0.2956656812931529,73.38379283364641,Georgia,113.0325586720537,98.97606866871284,0.8215925912151052,0.704334318706847,79.13722989285313,73.39306543492508,LSU,0,,,,,,,,,,,,,,,,,0.5917329517429227,0.8626414470385586,738909,,,,86,69,,,,-5.753437059206718,152.52102272649955,-0.5,1.2,3.0,3.5,71.2,101.4,20240124,9.5,110.0,100.5,71.2,11.699999999999989,111.6,99.9,70.1,,,,,,LSU,8.757000000000005,109.546,100.789,71.2502,11.301999999999992,111.582,100.28,70.0245,LSU,71.6471335876102,5.9246301020741505,7.444179944791138,105.4764369071775,98.03225696238637,71.15566868555001,11.230933213339279,9.45416953367573,106.85413000068687,97.39996046701114,73.85706856650886,79.723476612,153.58054517850886,-5.866408045491141,70.1,73.80449874191748,79.91003913024443,153.7145378721619,-6.1055403883269435,70.07387120646068,70.52749141542743,76.05479495154601,146.58228636697345,-5.5273035361185805,71.60252387400749,-5.97629104900399,71.60252387400749,-2.428041584567609,71.60252387400749,Louisiana State Tigers,Georgia Bulldogs,01/24/2024,63.055865981823636,71.53798066734456,8.48211468552092,-2.47629104900399,Georgia,Georgia,1
