,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,8,100.0,86.88,66.99,53.76,38.39,27.35,18.54,4.393743257820929
1,Duke,FinalFour,1,100.0,74.85,51.44,39.48,23.84,15.76,8.51,10.750881316098708
2,Vanderbilt,FinalFour,9,100.0,79.81,51.07,34.23,21.21,11.84,7.07,13.144271570014144
3,Alabama,SweetSixteen,2,100.0,66.9,45.37,28.72,15.3,8.82,5.16,18.37984496124031
4,Iowa St.,EliteEight,9,100.0,66.82,41.94,27.35,15.92,9.22,4.77,19.964360587002098
5,Gonzaga,EliteEight,16,100.0,69.8,38.24,26.45,15.42,9.17,4.77,19.964360587002098
6,Connecticut,EliteEight,13,100.0,76.66,54.73,31.69,16.87,8.13,4.6,20.739130434782613
7,Arizona,FinalFour,16,100.0,69.23,48.34,32.05,17.24,9.35,4.43,21.57336343115124
8,Michigan St.,SweetSixteen,8,100.0,73.02,47.84,25.47,14.83,8.19,4.05,23.69135802469136
9,Purdue,EliteEight,12,100.0,68.15,39.3,24.88,12.81,6.5,3.72,25.881720430107524
10,Louisville,SweetSixteen,15,100.0,72.14,45.86,26.1,14.46,7.19,3.64,26.47252747252747
11,Houston,SweetSixteen,13,100.0,62.71,36.93,22.52,13.81,7.45,3.48,27.735632183908045
12,Illinois,SweetSixteen,14,100.0,68.94,41.27,18.05,11.97,6.15,3.13,30.94888178913738
13,BYU,SweetSixteen,4,100.0,76.14,42.79,28.71,15.55,7.19,3.05,31.786885245901644
14,St. John's,west,10,100.0,53.56,30.44,17.6,8.64,4.8,2.37,41.19409282700421
15,Tennessee,west,8,100.0,56.6,30.26,19.25,11.12,5.68,2.27,43.05286343612335
16,Florida,south,8,100.0,61.99,32.45,16.78,8.97,3.92,2.0,49.0
17,Kansas,east,5,100.0,61.12,32.73,16.29,8.07,3.77,1.63,60.34969325153375
18,North Carolina,SweetSixteen,3,100.0,65.11,36.32,18.87,6.86,2.4,1.09,90.74311926605503
19,Arkansas,south,5,100.0,67.1,34.18,15.3,7.08,2.38,1.06,93.33962264150942
20,UCLA,midwest,10,100.0,56.94,28.98,17.01,6.74,2.3,0.91,108.89010989010988
21,Georgia,midwest,7,100.0,43.06,20.03,10.0,4.52,1.96,0.85,116.64705882352942
22,Auburn,west,7,100.0,46.44,23.35,12.02,5.62,2.42,0.81,122.45679012345678
23,Virginia,midwest,5,100.0,60.12,31.07,10.22,5.04,1.99,0.81,122.45679012345678
24,USC,south,6,100.0,56.47,25.9,12.81,6.04,2.43,0.76,130.57894736842104
25,Ohio St.,east,8,100.0,58.25,27.4,13.67,6.25,2.57,0.69,143.92753623188406
26,Wisconsin,east,11,100.0,52.87,26.65,11.49,5.22,1.77,0.67,148.25373134328356
27,Saint Mary's,west,5,100.0,58.95,37.22,13.17,5.44,1.94,0.65,152.84615384615384
28,Texas Tech,SweetSixteen,9,100.0,60.26,33.0,13.1,4.58,2.0,0.54,184.18518518518516
29,Clemson,midwest,6,100.0,54.89,28.04,14.13,4.36,1.53,0.5,199.0
30,Nebraska,east,6,100.0,47.13,22.09,10.46,4.74,1.65,0.46,216.3913043478261
31,SMU,east,7,100.0,53.89,23.83,9.49,3.72,1.57,0.44,226.27272727272728
32,Boise St.,west,11,100.0,57.09,24.54,9.71,3.57,1.05,0.31,321.5806451612903
33,Oklahoma St.,midwest,8,100.0,48.65,12.07,5.19,1.83,0.79,0.29,343.82758620689657
34,Miami FL,midwest,9,100.0,51.35,16.87,6.71,2.82,1.26,0.28,356.1428571428571
35,Saint Louis,south,11,100.0,43.53,15.36,6.52,2.73,0.71,0.25,399.0
36,Virginia Tech,west,9,100.0,43.4,12.94,6.03,1.9,0.61,0.19,525.3157894736842
37,Yale,east,10,100.0,46.11,18.84,8.05,2.62,0.71,0.17,587.235294117647
38,Akron,east,12,100.0,38.88,15.81,4.95,1.94,0.58,0.17,587.235294117647
39,UCF,east,9,100.0,41.75,17.23,5.5,2.28,0.69,0.16,624.0
40,Seton Hall,west,6,100.0,42.91,20.42,6.25,1.88,0.74,0.13,768.2307692307693
41,Colorado,midwest,11,100.0,45.11,22.09,8.14,1.5,0.31,0.1,999.0
42,High Point,midwest,13,100.0,31.06,13.18,2.26,0.49,0.22,0.09,1110.111111111111
43,McNeese St.,midwest,12,100.0,39.88,14.48,2.99,1.18,0.34,0.06,1665.6666666666667
44,Liberty,south,14,100.0,33.1,13.37,4.68,1.15,0.31,0.05,1999.0
45,Utah St.,south,7,100.0,51.06,17.86,6.59,1.84,0.19,0.05,1999.0
46,Utah Valley,east,13,100.0,37.29,14.53,3.77,1.5,0.42,0.04,2499.0
47,California,south,10,100.0,48.94,18.59,6.95,1.89,0.34,0.04,2499.0
48,Tulsa,south,12,100.0,32.9,9.84,2.22,0.51,0.16,0.04,2499.0
49,Arkansas St.,midwest,15,100.0,31.85,11.69,2.83,0.54,0.08,0.04,2499.0
50,Belmont,west,12,100.0,41.05,14.94,3.97,1.12,0.39,0.03,3332.3333333333335
51,Butler,south,9,100.0,38.01,11.57,2.85,0.85,0.19,0.03,3332.3333333333335
52,UC San Diego,west,13,100.0,39.74,14.84,4.03,1.41,0.18,0.01,9999.0
53,Northern Colorado,midwest,14,100.0,34.89,13.55,4.14,0.85,0.15,0.01,9999.0
54,Southern,east,16,100.0,30.77,7.03,1.25,0.13,0.03,0.01,9999.0
55,Colgate,south,15,100.0,23.34,8.82,2.04,0.14,0.02,0.01,9999.0
56,Norfolk St.,west,16,100.0,25.15,5.36,0.97,0.19,0.01,0.01,9999.0
57,UNC Wilmington,south,13,100.0,27.86,10.12,2.05,0.83,0.04,0.0,0.0
58,St. Thomas,east,15,100.0,33.18,15.39,1.91,0.43,0.04,0.0,0.0
59,Lipscomb,west,14,100.0,26.98,7.2,1.09,0.16,0.04,0.0,0.0
60,Siena,east,14,100.0,23.86,8.47,2.54,0.58,0.01,0.0,0.0
61,East Tennessee St.,west,15,100.0,30.2,7.97,1.41,0.28,0.0,0.0,0.0
62,LIU,south,16,100.0,20.19,4.91,0.47,0.13,0.0,0.0,0.0
63,Youngstown St.,midwest,16,100.0,13.12,4.07,0.82,0.1,0.0,0.0,0.0
