,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,81.96,70.59,54.67,38.62,29.41,19.92,4.02008032128514
1,Arizona,FinalFour,9,100.0,82.76,61.38,38.0,21.75,14.52,8.29,11.062726176115804
2,Purdue,EliteEight,12,100.0,76.59,58.5,38.67,23.58,13.68,7.09,13.104372355430183
3,Illinois,SweetSixteen,2,100.0,72.72,48.07,33.14,20.2,12.06,6.85,13.598540145985403
4,Houston,EliteEight,9,100.0,74.38,46.67,30.0,14.66,9.65,5.73,16.45200698080279
5,Vanderbilt,SweetSixteen,4,100.0,74.73,48.74,29.53,16.54,10.67,5.6,16.857142857142858
6,Connecticut,EliteEight,13,100.0,71.68,47.7,24.43,14.96,8.73,4.45,21.47191011235955
7,Virginia,SweetSixteen,3,100.0,73.03,47.74,30.25,17.85,8.96,4.42,21.624434389140273
8,Duke,FinalFour,1,100.0,75.29,49.93,29.22,15.78,7.02,3.37,28.673590504451035
9,Florida,SweetSixteen,14,100.0,65.69,43.56,26.41,14.69,7.03,3.29,29.3951367781155
10,Gonzaga,EliteEight,16,100.0,68.11,40.2,25.65,15.72,5.76,2.87,33.843205574912886
11,Nebraska,FinalFour,8,100.0,77.95,49.61,30.34,16.29,7.24,2.75,35.36363636363637
12,Louisville,south,6,100.0,59.6,32.06,18.98,10.16,5.58,2.72,35.76470588235294
13,Alabama,SweetSixteen,9,100.0,64.31,36.45,20.76,11.1,5.0,2.3,42.47826086956522
14,Iowa St.,SweetSixteen,8,100.0,72.17,39.47,21.4,11.07,4.58,2.29,42.66812227074235
15,Iowa,east,7,100.0,64.23,35.67,19.51,8.63,4.79,2.23,43.84304932735426
16,Texas Tech,west,5,100.0,63.29,36.09,19.22,10.89,3.98,1.82,53.94505494505495
17,Michigan St.,SweetSixteen,15,100.0,64.7,32.78,17.73,8.27,4.18,1.73,56.80346820809248
18,Kansas,south,5,100.0,55.9,35.72,17.61,8.88,4.18,1.62,60.728395061728385
19,Tennessee,west,7,100.0,60.21,31.07,16.74,8.73,3.51,1.47,67.02721088435375
20,Clemson,midwest,5,100.0,60.72,31.4,14.97,6.53,2.97,1.02,97.03921568627452
21,St. John's,east,5,100.0,58.5,34.09,12.57,5.64,2.65,1.0,99.0
22,BYU,SweetSixteen,13,100.0,59.21,35.65,13.1,5.23,2.53,1.0,99.0
23,Arkansas,west,6,100.0,62.89,31.07,16.66,7.36,2.48,0.81,122.45679012345678
24,Saint Louis,west,8,100.0,53.9,25.71,13.99,7.63,1.98,0.8,124.0
25,Auburn,midwest,9,100.0,47.0,21.51,9.31,3.78,1.28,0.43,231.5581395348837
26,Villanova,south,7,100.0,49.6,23.23,9.62,4.33,1.41,0.35,284.7142857142857
27,Miami FL,midwest,8,100.0,53.0,23.7,10.56,3.8,1.13,0.34,293.1176470588235
28,Utah St.,south,8,100.0,51.42,15.12,6.45,2.35,0.99,0.33,302.030303030303
29,New Mexico,west,11,100.0,37.11,22.52,8.5,3.79,0.91,0.33,302.030303030303
30,Georgia,midwest,7,100.0,52.2,18.92,7.27,2.79,0.96,0.3,332.33333333333337
31,Kentucky,east,6,100.0,49.41,20.53,6.84,2.13,1.04,0.28,356.1428571428571
32,Texas A&M,west,9,100.0,46.1,19.81,7.62,3.42,0.87,0.28,356.1428571428571
33,SMU,south,9,100.0,48.58,18.85,7.49,2.77,0.69,0.25,399.0
34,Wisconsin,east,9,100.0,46.48,12.36,4.75,1.31,0.67,0.25,399.0
35,Ohio St.,midwest,11,100.0,52.5,23.84,9.07,4.19,1.34,0.21,475.19047619047626
36,North Carolina,midwest,6,100.0,47.5,19.1,7.58,2.45,0.75,0.17,587.235294117647
37,Texas,south,11,100.0,40.4,13.94,4.86,1.17,0.37,0.13,768.2307692307693
38,UCF,east,8,100.0,53.52,11.1,6.12,1.84,0.51,0.12,832.3333333333334
39,Virginia Tech,west,10,100.0,39.79,18.37,6.51,1.95,0.4,0.12,832.3333333333334
40,USC,south,10,100.0,50.4,18.57,5.82,1.23,0.33,0.11,908.0909090909091
41,Tulsa,south,12,100.0,44.1,21.02,8.01,2.61,0.66,0.1,999.0
42,Saint Mary's,east,10,100.0,35.77,11.9,5.14,1.52,0.47,0.09,1110.111111111111
43,San Diego St.,east,11,100.0,50.59,19.47,6.33,1.52,0.51,0.08,1249.0
44,Liberty,east,12,100.0,41.5,14.54,3.56,1.49,0.27,0.07,1427.5714285714284
45,Utah Valley,midwest,13,100.0,34.31,14.89,4.03,1.06,0.2,0.04,2499.0
46,Austin Peay,midwest,15,100.0,23.41,9.24,1.31,0.39,0.11,0.04,2499.0
47,Stephen F. Austin,south,13,100.0,35.3,10.48,4.02,0.68,0.19,0.03,3332.3333333333335
48,High Point,midwest,14,100.0,26.97,9.32,2.33,0.33,0.14,0.02,4999.0
49,Tennessee Martin,east,15,100.0,25.62,5.76,1.31,0.19,0.07,0.02,4999.0
50,UNC Wilmington,east,14,100.0,25.27,11.26,1.34,0.15,0.03,0.02,4999.0
51,Yale,midwest,12,100.0,39.28,10.15,3.38,0.94,0.1,0.01,9999.0
52,St. Thomas,south,14,100.0,27.28,5.93,1.67,0.29,0.06,0.01,9999.0
53,Belmont,west,12,100.0,36.71,16.03,5.11,0.84,0.04,0.01,9999.0
54,Mercer,west,15,100.0,31.89,10.36,2.9,0.64,0.04,0.01,9999.0
55,Montana St.,south,15,100.0,28.32,10.5,1.48,0.32,0.02,0.01,9999.0
56,Seton Hall,midwest,10,100.0,47.8,13.34,3.52,1.3,0.14,0.0,0.0
57,Hawaii,east,13,100.0,40.79,15.72,3.85,0.43,0.09,0.0,0.0
58,Troy,west,13,100.0,35.69,11.43,3.37,0.58,0.03,0.0,0.0
59,Oakland,west,14,100.0,27.83,6.94,1.64,0.49,0.03,0.0,0.0
60,Bethune Cookman,west,16,100.0,24.71,4.55,0.71,0.01,0.01,0.0,0.0
61,Merrimack,east,16,100.0,18.04,5.95,1.38,0.1,0.0,0.0,0.0
62,Vermont,midwest,16,100.0,22.05,5.18,1.0,0.03,0.0,0.0,0.0
63,Howard,south,16,100.0,17.24,4.65,0.69,0.03,0.0,0.0,0.0
