,away_team_x,home_team_x,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,teams,date,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas
0,Nebraska Cornhuskers,Kansas St Wildcats,2023-12-17 14:00:00-06:00,-5.0,-5.5,-5.0,-5.5,-5.0,-5.5,Nebraska Cornhuskers vs Kansas St Wildcats,12/17/2023,NebraskaKansas St.12-17,2023-12-17 00:00:00,B10 at B12,41 Nebraska at 53 Kansas St.,"Kansas St. -2.4, 76-73 (59%)",74.42193559012779,0,H,Nebraska,12/17/2023,112.88588682951354,100.396991445456,0.793854830940116,0.409797851548515,73.38406058066752,Kansas St.,112.45454884419048,96.8905584217815,0.8472406667441217,0.590202148451485,75.74925348476695,70.04683758108965,Nebraska,0,,,,,,,,,,,,,,,,,0.5461650772459237,0.759188492455961,738871,,,,41,53,,,,Nebraska,Kansas St.,-2.3651929040994304,149.1333140654345,11.5,4.7,-0.4,-11.9,71.2,101.4,20231217,12.0,114.3,102.3,68.7,14.0,111.2,97.2,69.8,,,,,,Nebraska,15.264400000000009,114.373,99.1086,69.0159,12.84429999999999,111.011,98.1667,69.9242,Nebraska,68.73043285159648,13.93943067517363,14.213688763792637,114.02029338699519,99.80660462320257,69.63418586611414,3.3023600023870707,6.993932565650205,106.15690033952674,99.16296777387652,71.73986188897841,77.68739195809887,149.42725384707728,-5.947530069120461,67.34915730337079,72.96259100333738,75.61570047796043,148.5782914812978,-2.653109474623051,67.77923588174157,72.86838307172103,72.21660257608507,145.0849856478061,0.6517804956359612,67.21892887424924,5.105738503194274,67.21892887424924,5.963797807581145,67.21892887424924,Nebraska Cornhuskers,Kansas State Wildcats,69.97944856925476,31.339113078583214,-38.640335490671546
1,Washington Huskies,Seattle Redhawks,2023-12-17 19:00:00-06:00,4.0,4.5,4.0,4.5,4.0,3.5,Washington Huskies vs Seattle Redhawks,12/17/2023,WashingtonSeattle12-17,2023-12-17 00:00:00,P12 at WAC,52 Washington at 109 Seattle,"Washington -1.2, 74-73 (55%)",72.67922986051683,0,H,Washington,12/17/2023,110.78828773597716,100.52077760357082,0.7537012909723045,0.5454598468573153,74.39981522458598,Seattle,104.77929849218108,96.58809686214748,0.7183128460466238,0.4545401531426847,73.22944180434591,72.58757698587507,,0,,,,,,,,,,,,,,,,,0.7235622094155937,0.7986864046425923,738871,,,,52,109,,,,Washington,Seattle,1.1703734202400682,147.62925702893187,1.9,-0.2,6.6,4.7,71.2,101.4,20231217,13.400000000000006,112.5,99.1,72.7,3.700000000000003,103.7,100.0,69.3,,,,,,Washington,13.017200000000003,112.248,99.2308,72.4933,5.574700000000007,103.435,97.8603,68.9846,Washington,71.67869525918363,20.22906337306521,15.226109294469504,115.85972640213643,100.63361710766691,69.36188660919191,11.267001765607363,9.383297371379898,103.47862096125648,94.09532358987656,76.32310834074363,73.73573568569073,150.05884402643437,2.587372655052903,70.75997191011236,73.97262936277728,73.1007769960282,147.07340635880547,0.8718523667490814,70.23765875252809,72.98731855434981,73.733129157131,146.7204477114808,-0.7458106027811908,69.82822377615614,3.994954168640234,69.82822377615614,-0.7389222639992994,69.82822377615614,Washington Huskies,Seattle Redhawks,33.41175708976246,35.1797603384171,1.7680032486546366
2,USC Trojans,Auburn Tigers,2023-12-17 12:00:00-06:00,-8.5,-8.5,-9.0,-8.5,-8.5,-9.0,USC Trojans vs Auburn Tigers,12/17/2023,USCAuburn12-17,2023-12-17 00:00:00,P12 at SEC,30 USC at 12 Auburn,"Auburn -7.4, 79-72 (76%)",71.33071747701887,0,H,USC,12/17/2023,112.65487809725067,98.60885729861538,0.8222155360525987,0.2449313402882464,72.00535941854751,Auburn,117.0818525895582,92.92633452126178,0.9344571342265596,0.7550686597117535,79.41115736580022,71.80983283925009,USC,0,,,,,,,,,,,,,,,,,0.3188737227322663,0.7241467304038547,738871,,,,30,12,,,,USC,Auburn,-7.405797947252708,151.41651678434772,-16.5,-16.4,-13.2,3.2,71.2,101.4,20231217,14.799999999999997,112.5,97.7,70.3,23.299999999999997,117.2,93.9,70.6,,,,,,USC,16.795599999999993,114.139,97.3434,70.2538,21.428699999999992,115.579,94.1503,70.421,USC,69.75943541855031,2.3399278351667365,8.770870479437402,112.50990581516636,103.73903533572896,70.69800062854007,22.869170596820346,21.634853140522594,116.38098296007135,94.74612981954876,70.60151525839663,80.9357066381865,151.53722189658313,-10.334191379789871,69.70758426966292,71.59186244431433,79.27119643801473,150.86305888232906,-7.679333993700396,69.48515238483147,70.79428670973529,84.79930180465718,155.59358851439248,-14.005015094921887,69.26759282397852,-16.40406918425022,69.26759282397852,-13.202403192250301,69.26759282397852,Southern California Trojans,Auburn Tigers,79.08930434072549,94.08904278151995,14.99973844079446
3,Nevada Wolf Pack,Hawai'i Rainbow Warriors,2023-12-17 21:00:00-06:00,1.5,1.5,1.5,1.5,1.5,2.0,Nevada Wolf Pack vs Hawai'i Rainbow Warriors,12/17/2023,NevadaHawaii12-17,2023-12-17 00:00:00,MWC at BW,46 Nevada at 114 Hawaii,"Nevada -2.2, 71-69 (59%)",67.79843957901033,0,H,Nevada,12/17/2023,108.67671799380147,97.33383532436387,0.7803411464347009,0.5906959802649807,70.87231833637696,Hawaii,106.7771544264105,98.73233422387013,0.7111163914956217,0.4093040197350193,68.6472113744317,68.95862960047391,,0,,,,,,,,,,,,,,,,,0.730566093971952,0.77362600136648,738871,,,,46,114,,,,Nevada,Hawaii,2.225106961945258,139.51952971080868,-4.2,0.6,-5.0,-0.8,71.2,101.4,20231217,12.900000000000006,109.5,96.6,70.3,5.1000000000000085,106.7,101.6,69.3,,,,,,Nevada,14.023300000000006,110.108,96.0847,70.0144,5.373999999999995,105.407,100.033,67.8562,Nevada,69.66274365130677,20.546090899536825,17.390687742247955,109.39911163931288,92.0084238970649,69.40190207501603,8.058463367276396,6.686833760340178,107.07579720521825,100.38896344487807,72.98477407592188,71.51350545271517,144.49827952863706,1.4712686232067114,68.42401685393259,70.46524326076684,68.5265013730878,138.99174463385464,1.9387418876790434,66.72627990561797,71.50025568771997,67.83421716206777,139.33447284978774,3.6660385256521977,67.90346788153,6.306306269381622,67.90346788153,-4.6981051357873085,67.90346788153,Nevada Wolf Pack,Hawaii Rainbow Warriors,44.32015031835318,27.405302009288878,-16.9148483090643
4,Seton Hall Pirates,Missouri Tigers,2023-12-17 16:00:00-06:00,-1.5,-1.5,-1.5,-1.5,-1.5,-2.0,Seton Hall Pirates vs Missouri Tigers,12/17/2023,MissouriSeton Hall12-17,2023-12-17 00:00:00,SEC vs. BE,73 Missouri vs. 94 Seton Hall,"Missouri -2.0, 69-67 (58%)",64.83634398160925,0,N,Missouri,12/17/2023,110.43175951792576,99.67472822499698,0.7646931850657998,0.5842202095043513,68.82535615842552,Seton Hall,107.6996473375048,100.12671678107208,0.6981412424345856,0.4157797904956487,66.81959536358934,64.98489206287388,,0,,,,,,,,,,,,,,,,,0.7955584751217154,0.7347076320200018,738871,,,,73,94,,,,Missouri,Seton Hall,2.0057607948361778,135.64495152201488,14.5,9.3,4.2,-10.4,71.2,101.4,20231217,9.800000000000011,109.4,99.6,67.1,8.300000000000011,109.4,101.1,67.2,,,,,,Missouri,10.7573,110.432,99.6747,66.9184,7.5730000000000075,107.7,100.127,66.9044,Missouri,67.33323801818294,4.155040364619711,7.862233723107257,106.14944761731203,98.28721389420478,67.44668123191954,1.8144768135908627,4.536256198890413,106.54332820978304,102.00707201089261,69.07840832391462,68.05350612326306,137.13191444717768,1.0249022006515531,63.330337078651674,68.56909568705193,66.57066889422009,135.139764581272,1.998426792831836,62.88111518202247,68.11145478173131,65.87117641424167,133.982631195973,2.240278367489637,63.783756192771776,1.4928993489251354,63.783756192771776,9.312428404144683,63.783756192771776,Missouri Tigers,Seton Hall Pirates,55.67984968164682,44.346856285322424,-11.332993396324397
5,Oregon Ducks,Syracuse Orange,2023-12-17 12:00:00-06:00,4.5,4.5,4.5,4.5,4.5,4.5,Oregon Ducks vs Syracuse Orange,12/17/2023,OregonSyracuse12-17,2023-12-17 00:00:00,P12 vs. ACC,39 Oregon vs. 102 Syracuse,"Oregon -5.9, 78-72 (71%)",63.49718279824322,0,N,Oregon,12/17/2023,113.42586653570774,98.04667723828877,0.8423232396336049,0.7112034464829531,78.0686333523492,Syracuse,107.24858491070052,100.26452210358129,0.6844677560640996,0.2887965535170469,72.18411456227093,71.66796695417561,,0,,,,,,,,,,,,,,,,,0.8057838655722517,0.6275236605311063,738871,,,,39,102,,,,Oregon,Syracuse,5.8845187900782605,150.25274791462013,7.4,1.6,4.2,-3.2,71.2,101.4,20231217,15.599999999999994,114.3,98.7,69.4,7.099999999999994,107.5,100.4,71.5,,,,,,Oregon,15.3793,113.426,98.0467,69.2088,6.983999999999995,107.249,100.265,71.3431,Oregon,67.87447595910216,13.062621072036276,12.556067585235287,113.39137519972026,100.83530761448496,71.48752183760423,4.913469388465483,6.6572539843571334,109.18192426292617,102.52467027856903,78.87284507346585,72.92445305747623,151.79729813094207,5.948392015989626,69.69241573033707,77.77809858115964,71.9153468434705,149.69344542463014,5.862751737689138,69.3478980235955,78.13168433816449,73.99155505705879,152.12323939522327,4.1401292811057,68.14856857222274,5.553530223132682,68.14856857222274,5.042994074344492,68.14856857222274,Oregon Ducks,Syracuse Orange,33.41175708976246,29.84347608095479,-3.56828100880767
6,North Texas Mean Green,Mississippi St Bulldogs,2023-12-17 15:00:00-06:00,-6.5,-6.5,-6.5,-5.5,-6.5,-6.5,North Texas Mean Green vs Mississippi St Bulldogs,12/17/2023,Mississippi St.North Texas12-17,2023-12-17 00:00:00,SEC vs. Amer,34 Mississippi St. vs. 98 North Texas,"Mississippi St. -5.3, 65-60 (73%)",57.93871717646584,0,N,Mississippi St.,12/17/2023,108.01090265941345,92.49510336681372,0.8561136469523273,0.7256373939170695,64.75764939129789,North Texas,103.87408673859524,96.80289420774648,0.692275594273241,0.2743626060829305,59.50604674869546,64.66109285844647,,0,,,,,,,,,,,,,,,,,0.8000241074019827,0.6020095305838463,738871,,,,34,98,,,,Mississippi St.,North Texas,5.251602642602428,124.26369613999336,-2.6,-0.7,-3.8,-1.2,71.2,101.4,20231217,16.0,108.9,92.9,69.6,8.900000000000006,105.5,96.6,63.1,,,,,,Mississippi St.,15.515900000000002,108.011,92.4951,69.5919,7.071100000000001,103.874,96.8029,64.0136,Mississippi St.,69.86087979677832,16.442843421781745,15.99250929402842,106.76620806345511,90.77369876942669,64.09100397448316,5.865004250022263,6.21612543510842,107.0779630967315,100.86183766162306,63.99199596436406,59.61956786450368,123.61156382886773,4.372428099860379,61.6820224719101,64.51628501458372,59.284147481019296,123.80043249560302,5.232137533564419,62.56780968876404,66.78422212309279,60.28000921612401,127.0642313392168,6.504212906968782,62.88558883028384,6.651936448681369,62.88558883028384,-1.6350253095873697,62.88558883028384,Mississippi State Bulldogs,North Texas Mean Green,69.97944856925476,26.319779438367284,-43.65966913088747
7,UTEP Miners,Abilene Christian Wildcats,2023-12-17 15:00:00-06:00,-1.0,-1.5,-1.0,-1.5,-1.0,-1.5,UTEP Miners vs Abilene Christian Wildcats,12/17/2023,UTEPAbilene Christian12-17,2023-12-17 00:00:00,CUSA at WAC,163 UTEP at 160 Abilene Christian,"Abilene Christian -3.6, 70-66 (65%)",52.80358767656698,0,H,UTEP,12/17/2023,95.93616685999632,98.06750556015744,0.4371615419797831,0.3503326888984372,65.99009798150101,Abilene Christian,104.52693312963362,101.2624277605152,0.5902229926386897,0.6496673111015627,69.63080443851256,70.91791807153663,,0,,,,,,,,,,,,,,,,,0.8225063761693527,0.9398707211895054,738871,,,,163,160,,,,UTEP,Abilene Christian,-3.6407064570115466,135.62090242001358,-8.6,-2.8,-8.5,0.1,71.2,101.4,20231217,-1.7999999999999972,97.5,99.3,71.3,-2.6999999999999886,102.9,105.6,69.0,,,,,,UTEP,0.3907999999999987,97.1998,96.809,70.5852,0.5900000000000034,103.186,102.596,69.2198,UTEP,71.21591351423686,-9.356478618214856,-3.3263970179875497,92.8101318385136,96.13652885650114,70.42514401796167,-3.7332416486360276,-0.7708631535545187,101.18856451109616,101.95942766465066,68.2092125408816,71.59145767854775,139.80067021942935,-3.3822451376661604,69.09691011235955,65.61085106262662,69.5085873918156,135.11943845444222,-3.897736329188973,68.62209869325844,63.90921058244197,69.48365045646095,133.39286103890294,-5.574439874018978,70.44088434846677,-5.804315406132389,70.44088434846677,-7.947422335731424,70.44088434846677,Texas El Paso Miners,Abilene Christian Wildcats,55.67984968164682,70.97970570538902,15.299856023742201
8,Colgate Raiders,Illinois Fighting Illini,2023-12-17 12:00:00-06:00,-17.0,-17.5,-17.0,-15.5,-17.0,-16.0,Colgate Raiders vs Illinois Fighting Illini,12/17/2023,ColgateIllinois12-17,2023-12-17 00:00:00,Pat at B10,116 Colgate at 26 Illinois,"Illinois -11.9, 77-65 (87%)",51.15953814221563,0,H,Colgate,12/17/2023,105.06440585030802,102.4530853885379,0.5718586506915879,0.1274082270964215,65.38516350911262,Illinois,113.4279558830238,93.56802932464863,0.9014561669785,0.8725917729035785,77.2931968131701,69.43909058971026,Colgate,0,,,,,,,,,,,,,,,,,0.421845713782605,0.900886812975142,738871,,,,116,26,,,,Colgate,Illinois,-11.908033304057483,142.6783603222827,-13.9,-2.2,0.2,14.0,71.2,101.4,20231217,2.5,105.7,103.2,66.4,22.0,115.7,93.7,71.7,,,,,,Colgate,5.309999999999988,106.448,101.138,66.6895,17.171599999999998,111.972,94.8004,71.7356,Colgate,67.1897313070426,5.318026475772696,3.730548511678728,100.66288885436778,96.93234034268905,71.43398166996575,26.20595289667473,20.894084395139917,112.91212512723843,92.01804073209846,63.49473200375398,80.9577170064,144.452449010154,-17.462985002646022,66.86629213483147,65.00933950148901,77.15675506872046,142.16609457020945,-12.147415567231448,67.19116989044943,59.86679592388876,74.81264398273322,134.67943990662198,-14.945848058844462,67.41053419378098,-16.26566450027731,67.41053419378098,-11.324160818144875,67.41053419378098,Colgate Raiders,Illinois Fighting Illini,93.00536172447475,93.9322469029238,0.9268851784490408
9,Pepperdine Waves,Louisville Cardinals,2023-12-17 13:00:00-06:00,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,Pepperdine Waves vs Louisville Cardinals,12/17/2023,PepperdineLouisville12-17,2023-12-17 00:00:00,WCC at ACC,190 Pepperdine at 206 Louisville,"Louisville -3.1, 74-71 (62%)",50.228740689662885,0,H,Pepperdine,12/17/2023,102.5273615944764,106.88768021351396,0.3824972893259753,0.3816220996068318,71.41897993400048,Louisville,104.7671279838445,104.73336181342688,0.5009267532473586,0.6183779003931682,74.48031549297927,69.43792257765637,,0,,,,,,,,,,,,,,,,,0.8692793376972331,0.9514557518718848,738871,,,,190,206,,,,Pepperdine,Louisville,-3.061335558978797,145.89929542697973,1.8,4.2,-5.3,-7.1,71.2,101.4,20231217,-2.0,104.6,106.6,68.7,-2.5999999999999943,103.2,105.8,70.2,,,,,,Pepperdine,-1.6380000000000052,103.878,105.516,68.4606,-2.6899999999999977,103.423,106.113,69.8785,Pepperdine,68.96366763330063,0.32198105145264627,-0.7749495076774409,102.9792183755856,103.75416788326305,70.10554466637959,-10.461361830311036,-6.040301691847775,99.83739394304008,105.87769563488786,71.86990696525307,75.55943686708315,147.4293438323362,-3.6895299018300847,67.73511235955057,71.0088253703814,74.3494374329694,145.35826280335078,-3.3406120625879936,67.18994434129213,70.98435997354781,71.32297779453785,142.30733776808566,-0.3386178209900379,67.90358822505216,5.517366324243866,67.90358822505216,-0.5611552530918402,67.90358822505216,Pepperdine Waves,Louisville Cardinals,59.409638599828355,29.963052432174507,-29.446586167653848
