,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,88.61,67.69,54.46,42.12,31.38,22.61,3.422821760283061
1,Connecticut,EliteEight,12,100.0,79.06,54.71,40.79,27.46,16.63,8.84,10.312217194570136
2,Duke,FinalFour,1,100.0,75.09,56.2,35.85,23.78,12.56,7.66,12.054830287206267
3,Vanderbilt,EliteEight,13,100.0,73.01,53.46,35.24,21.32,11.91,5.95,15.80672268907563
4,Arizona,FinalFour,9,100.0,71.41,40.6,27.89,17.72,9.9,4.53,21.075055187637968
5,Purdue,FinalFour,8,100.0,77.33,48.24,30.29,15.4,8.5,3.92,24.510204081632654
6,Iowa St.,EliteEight,16,100.0,68.6,49.43,27.61,15.76,6.92,3.69,26.100271002710027
7,Louisville,SweetSixteen,13,100.0,59.83,42.81,17.98,11.26,6.61,3.64,26.47252747252747
8,Gonzaga,SweetSixteen,8,100.0,70.17,43.16,27.11,15.15,6.86,3.6,26.77777777777778
9,Michigan St.,EliteEight,9,100.0,66.0,37.96,24.34,9.93,6.28,3.53,27.328611898016998
10,Alabama,SweetSixteen,4,100.0,69.22,48.33,29.07,11.78,6.64,3.49,27.653295128939828
11,Illinois,midwest,8,100.0,54.6,30.79,19.42,10.77,5.68,2.62,37.167938931297705
12,BYU,SweetSixteen,2,100.0,71.27,39.65,22.42,12.92,6.33,2.57,37.91050583657588
13,Houston,SweetSixteen,14,100.0,62.3,35.84,19.13,10.12,5.22,2.22,44.04504504504504
14,Santa Clara,south,9,100.0,56.67,30.75,18.75,9.21,4.7,2.16,45.2962962962963
15,Tennessee,west,5,100.0,57.04,32.96,18.63,10.38,4.34,2.15,45.51162790697674
16,Kansas,south,6,100.0,64.3,38.07,19.98,11.6,5.64,2.08,47.07692307692307
17,St. John's,west,11,100.0,57.12,31.39,18.47,9.09,3.63,1.75,56.142857142857146
18,Arkansas,south,5,100.0,56.05,39.79,19.08,8.32,3.92,1.33,74.18796992481202
19,North Carolina,SweetSixteen,3,100.0,59.55,31.97,13.81,6.52,3.46,1.29,76.51937984496124
20,Georgia,midwest,7,100.0,60.66,32.17,19.14,8.5,3.7,1.28,77.125
21,Florida,east,9,100.0,58.04,19.01,10.35,6.51,2.82,1.24,79.64516129032259
22,Virginia,midwest,5,100.0,63.73,36.72,16.43,7.35,2.8,1.08,91.5925925925926
23,Clemson,midwest,6,100.0,58.23,34.01,13.23,5.62,2.81,1.05,94.23809523809524
24,LSU,south,8,100.0,43.33,22.94,13.43,6.36,2.75,0.92,107.69565217391303
25,Miami FL,east,10,100.0,59.59,32.37,14.0,5.01,2.16,0.92,107.69565217391303
26,Auburn,SweetSixteen,9,100.0,61.75,31.92,14.71,6.65,1.68,0.63,157.73015873015873
27,USC,SweetSixteen,15,100.0,68.2,27.19,10.25,4.09,1.19,0.29,343.82758620689657
28,Saint Mary's,east,8,100.0,41.96,11.83,5.35,2.52,0.87,0.27,369.3703703703704
29,Oklahoma St.,west,8,100.0,42.33,16.72,7.47,2.74,0.85,0.23,433.78260869565213
30,Akron,south,12,100.0,43.95,23.38,7.63,2.54,0.95,0.19,525.3157894736842
31,Nebraska,west,6,100.0,42.88,16.23,8.05,3.14,0.65,0.19,525.3157894736842
32,Saint Louis,midwest,9,100.0,45.4,18.76,6.84,2.2,0.67,0.18,554.5555555555555
33,Yale,midwest,10,100.0,39.34,10.0,4.89,1.64,0.85,0.17,587.235294117647
34,TCU,east,11,100.0,50.57,21.88,10.14,2.03,0.65,0.17,587.235294117647
35,Seton Hall,west,7,100.0,50.52,21.82,8.12,2.66,0.72,0.16,624.0
36,Butler,east,5,100.0,50.12,20.97,3.73,1.65,0.48,0.16,624.0
37,George Mason,midwest,11,100.0,41.77,18.17,4.75,1.88,0.6,0.14,713.2857142857142
38,Texas Tech,west,9,100.0,57.67,22.0,7.86,3.17,0.57,0.13,768.2307692307693
39,UCF,east,7,100.0,40.41,18.47,7.54,1.24,0.4,0.13,768.2307692307693
40,SMU,south,7,100.0,48.65,19.19,6.81,2.02,0.43,0.11,908.0909090909091
41,California,south,10,100.0,51.35,16.46,6.48,1.4,0.44,0.1,999.0
42,Cal Baptist,west,13,100.0,38.25,15.78,6.59,1.4,0.37,0.09,1110.111111111111
43,Utah St.,east,6,100.0,49.43,17.41,7.33,2.24,0.58,0.08,1249.0
44,Northern Iowa,east,13,100.0,40.17,18.46,4.26,1.25,0.36,0.08,1249.0
45,Tulsa,south,11,100.0,35.7,15.17,4.98,1.31,0.29,0.08,1249.0
46,High Point,east,14,100.0,30.78,12.38,5.23,0.99,0.27,0.07,1427.5714285714284
47,William & Mary,west,12,100.0,42.96,19.34,7.78,2.52,0.55,0.05,1999.0
48,UC San Diego,midwest,12,100.0,36.27,15.79,5.79,1.66,0.41,0.05,1999.0
49,Robert Morris,west,15,100.0,31.4,9.88,1.74,0.5,0.14,0.05,1999.0
50,Oklahoma,east,12,100.0,49.88,17.76,3.56,1.02,0.22,0.04,2499.0
51,North Dakota St.,south,15,100.0,26.99,10.89,2.38,0.56,0.11,0.02,4999.0
52,Colorado,west,10,100.0,49.48,18.87,5.82,2.23,0.26,0.01,9999.0
53,South Alabama,south,13,100.0,31.8,9.64,1.46,0.16,0.03,0.01,9999.0
54,New Mexico St.,west,14,100.0,29.83,9.22,3.08,0.75,0.16,0.0,0.0
55,East Tennessee St.,midwest,14,100.0,40.45,15.85,2.67,0.47,0.03,0.0,0.0
