,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,87.39,69.08,53.63,37.56,27.39,19.27,4.1894135962636225
1,Houston,EliteEight,9,100.0,83.98,56.07,36.36,19.77,11.81,7.15,12.986013986013985
2,Illinois,SweetSixteen,2,100.0,67.56,41.12,27.22,18.22,11.54,6.46,14.479876160990713
3,Purdue,EliteEight,12,100.0,71.0,51.75,33.15,22.17,12.53,6.15,15.260162601626014
4,Arizona,FinalFour,9,100.0,74.8,44.82,26.23,15.58,9.29,4.5,21.22222222222222
5,Gonzaga,EliteEight,16,100.0,69.65,46.42,27.59,16.6,8.14,4.44,21.52252252252252
6,Connecticut,EliteEight,13,100.0,78.71,58.57,28.63,17.07,9.62,4.29,22.310023310023308
7,Duke,FinalFour,1,100.0,76.2,43.84,27.25,15.89,7.44,4.2,22.809523809523807
8,Florida,SweetSixteen,14,100.0,70.98,46.02,29.49,16.89,8.72,4.13,23.213075060532688
9,Vanderbilt,SweetSixteen,4,100.0,77.56,51.11,26.97,12.21,7.25,4.12,23.271844660194173
10,Alabama,SweetSixteen,9,100.0,72.55,40.54,25.38,13.88,6.21,3.52,27.40909090909091
11,Louisville,south,6,100.0,67.16,35.68,21.11,11.94,6.94,3.51,27.49002849002849
12,Iowa St.,SweetSixteen,8,100.0,73.41,41.77,22.89,13.27,5.44,2.92,33.24657534246575
13,Virginia,SweetSixteen,3,100.0,69.64,37.75,22.0,12.19,6.48,2.62,37.167938931297705
14,Kansas,south,5,100.0,60.22,35.36,19.08,9.44,5.27,2.56,38.0625
15,Michigan St.,SweetSixteen,15,100.0,56.86,34.34,20.93,10.24,5.69,2.42,40.32231404958678
16,Nebraska,FinalFour,8,100.0,68.73,38.63,20.06,10.81,4.96,2.0,49.0
17,Tennessee,west,7,100.0,61.03,29.66,16.14,8.6,3.87,1.68,58.52380952380952
18,BYU,SweetSixteen,13,100.0,62.37,37.63,13.52,6.56,3.17,1.46,67.4931506849315
19,Iowa,east,7,100.0,58.54,26.48,14.46,5.14,2.64,1.29,76.51937984496124
20,Texas Tech,west,5,100.0,50.15,30.12,15.18,7.44,3.13,1.23,80.30081300813008
21,Clemson,midwest,5,100.0,65.59,32.51,19.4,9.58,3.48,1.09,90.74311926605503
22,St. John's,east,5,100.0,58.77,32.18,11.78,5.27,2.41,1.04,95.15384615384615
23,Arkansas,west,6,100.0,61.59,35.86,19.27,8.01,2.56,1.02,97.03921568627452
24,Saint Louis,west,8,100.0,54.18,26.84,11.69,5.26,1.82,0.79,125.58227848101265
25,SMU,south,9,100.0,54.43,25.39,11.75,4.91,2.17,0.72,137.88888888888889
26,Georgia,midwest,7,100.0,57.96,26.62,12.04,6.1,2.38,0.68,146.05882352941174
27,Auburn,midwest,9,100.0,46.6,21.64,9.36,4.47,1.41,0.64,155.25
28,North Carolina,midwest,6,100.0,55.19,30.44,12.62,5.92,2.13,0.61,162.9344262295082
29,Utah St.,south,8,100.0,45.57,24.22,10.16,4.21,1.59,0.48,207.33333333333334
30,Miami FL,midwest,8,100.0,53.4,28.33,11.67,4.41,1.31,0.37,269.27027027027026
31,Ohio St.,midwest,11,100.0,44.81,21.76,10.09,3.7,1.2,0.32,311.5
32,Texas A&M,west,9,100.0,45.82,22.09,10.58,3.63,1.05,0.31,321.5806451612903
33,Villanova,south,7,100.0,49.49,19.12,7.94,2.3,0.84,0.24,415.6666666666667
34,UCF,east,8,100.0,50.16,12.68,5.96,2.11,1.06,0.23,433.78260869565213
35,Saint Mary's,east,10,100.0,41.46,13.95,6.84,1.55,0.72,0.21,475.19047619047626
36,Wisconsin,east,9,100.0,49.84,12.9,6.61,2.65,0.8,0.18,554.5555555555555
37,Baylor,east,11,100.0,41.4,17.04,5.02,1.86,0.43,0.16,624.0
38,Tulsa,south,12,100.0,39.78,16.96,5.99,1.92,0.6,0.14,713.2857142857142
39,New Mexico,west,11,100.0,38.41,16.62,5.92,2.49,0.37,0.14,713.2857142857142
40,Kentucky,east,6,100.0,58.6,26.1,8.06,2.73,0.76,0.12,832.3333333333334
41,Seton Hall,midwest,10,100.0,42.04,11.16,4.34,1.22,0.33,0.1,999.0
42,Belmont,west,12,100.0,49.85,20.96,5.76,1.59,0.57,0.09,1110.111111111111
43,Liberty,east,12,100.0,41.23,14.23,4.5,1.01,0.18,0.08,1249.0
44,Texas,south,11,100.0,32.84,11.32,5.16,1.55,0.35,0.07,1427.5714285714284
45,High Point,east,13,100.0,37.63,15.96,3.21,0.71,0.14,0.04,2499.0
46,St. Thomas,south,14,100.0,32.44,11.88,3.75,0.41,0.1,0.04,2499.0
47,USC,south,10,100.0,50.51,14.89,4.4,0.88,0.31,0.03,3332.3333333333335
48,Virginia Tech,west,10,100.0,38.97,12.96,3.78,1.38,0.21,0.03,3332.3333333333335
49,Stephen F. Austin,south,13,100.0,43.14,13.34,4.53,1.0,0.1,0.03,3332.3333333333335
50,Marist,midwest,15,100.0,29.0,10.47,3.11,0.53,0.13,0.02,4999.0
51,Tennessee Martin,east,15,100.0,16.02,3.5,0.47,0.21,0.13,0.02,4999.0
52,Yale,midwest,12,100.0,34.41,13.21,4.47,0.82,0.19,0.01,9999.0
53,Utah Valley,midwest,13,100.0,29.02,8.26,3.55,0.67,0.16,0.01,9999.0
54,Hawaii,midwest,14,100.0,30.36,10.05,2.65,0.35,0.08,0.01,9999.0
55,Portland St.,south,15,100.0,21.29,7.42,1.79,0.32,0.07,0.01,9999.0
56,UNC Wilmington,east,14,100.0,22.44,5.75,1.82,0.55,0.14,0.0,0.0
57,Troy,west,13,100.0,27.45,8.38,2.5,0.67,0.11,0.0,0.0
58,Mercer,west,15,100.0,30.35,10.96,3.36,0.8,0.03,0.0,0.0
59,Vermont,midwest,16,100.0,31.27,11.4,2.0,0.17,0.03,0.0,0.0
60,Austin Peay,west,16,100.0,23.8,7.23,1.66,0.4,0.01,0.0,0.0
61,Oakland,west,14,100.0,26.59,5.75,1.05,0.09,0.01,0.0,0.0
62,Southern,east,16,100.0,12.61,5.34,0.79,0.11,0.0,0.0,0.0
63,Howard,south,16,100.0,25.2,5.57,1.33,0.01,0.0,0.0,0.0
