,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,89.84,67.71,55.72,38.26,24.42,16.62,5.016847172081828
1,Duke,FinalFour,1,100.0,87.37,57.0,43.51,31.55,19.83,13.01,6.686395080707148
2,Arizona,FinalFour,9,100.0,74.31,56.23,42.55,30.16,18.96,10.33,8.68054211035818
3,Florida,FinalFour,8,100.0,86.12,66.26,49.86,31.41,18.82,9.99,9.01001001001001
4,Houston,EliteEight,9,100.0,83.08,52.48,38.31,20.83,11.33,6.34,14.772870662460567
5,Illinois,SweetSixteen,3,100.0,73.34,48.69,28.87,18.61,11.66,5.98,15.72240802675585
6,Purdue,EliteEight,16,100.0,77.45,49.2,33.64,18.17,9.74,5.07,18.723865877712033
7,Iowa St.,EliteEight,12,100.0,76.3,49.28,31.7,19.52,10.64,4.83,19.70393374741201
8,Vanderbilt,SweetSixteen,2,100.0,70.96,42.43,24.77,14.08,6.98,3.43,28.154518950437314
9,Connecticut,EliteEight,13,100.0,63.98,44.55,24.67,12.41,6.31,2.63,37.02281368821293
10,Texas Tech,west,5,100.0,68.77,44.09,20.29,11.5,5.02,2.23,43.84304932735426
11,Michigan St.,SweetSixteen,4,100.0,64.71,40.31,21.23,8.77,4.13,1.67,58.880239520958085
12,Gonzaga,SweetSixteen,8,100.0,71.94,39.07,17.99,7.61,3.26,1.6,61.5
13,St. John's,midwest,5,100.0,64.12,39.44,17.3,6.83,3.47,1.4,70.42857142857143
14,Alabama,SweetSixteen,9,100.0,70.68,38.19,14.82,7.46,3.5,1.28,77.125
15,Arkansas,SweetSixteen,15,100.0,61.3,34.78,16.67,9.11,3.66,1.26,78.36507936507937
16,Tennessee,west,6,100.0,57.47,33.09,16.31,6.18,2.69,1.26,78.36507936507937
17,Louisville,south,6,100.0,59.57,33.23,19.23,8.35,3.07,1.16,85.20689655172414
18,Virginia,SweetSixteen,13,100.0,63.69,33.46,12.76,6.76,2.39,1.12,88.28571428571428
19,Wisconsin,east,5,100.0,58.92,34.33,13.67,6.66,2.53,0.91,108.89010989010988
20,Nebraska,SweetSixteen,14,100.0,60.06,31.45,12.97,5.32,2.22,0.77,128.87012987012986
21,Ohio St.,west,8,100.0,55.33,21.04,9.75,4.26,2.03,0.77,128.87012987012986
22,Kansas,south,5,100.0,62.53,38.02,14.12,6.71,2.52,0.72,137.88888888888889
23,North Carolina,midwest,6,100.0,54.27,25.76,14.03,6.44,2.28,0.69,143.92753623188406
24,Utah St.,south,9,100.0,46.75,20.6,12.31,4.63,1.91,0.46,216.3913043478261
25,Miami FL,south,7,100.0,56.7,30.09,13.36,4.54,1.41,0.44,226.27272727272728
