,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,85.32,70.53,55.51,41.75,31.88,21.87,3.572473708276177
1,Arizona,FinalFour,9,100.0,75.57,52.57,36.59,23.26,14.64,8.25,11.121212121212121
2,Houston,EliteEight,9,100.0,71.66,45.83,32.36,18.79,11.83,6.8,13.705882352941178
3,Illinois,SweetSixteen,2,100.0,63.7,46.67,27.13,17.11,10.48,5.15,18.41747572815534
4,Purdue,EliteEight,12,100.0,69.64,43.28,29.17,17.43,9.46,4.89,19.449897750511248
5,Duke,FinalFour,1,100.0,77.52,50.59,32.38,19.57,9.11,4.57,20.88183807439825
6,Connecticut,EliteEight,13,100.0,72.41,44.67,24.39,13.16,7.92,4.28,22.36448598130841
7,Virginia,SweetSixteen,3,100.0,71.21,48.32,26.23,13.92,8.0,4.09,23.449877750611247
8,Iowa St.,SweetSixteen,8,100.0,79.01,51.57,29.76,17.11,7.85,3.89,24.70694087403599
9,Florida,SweetSixteen,14,100.0,68.39,43.52,26.25,16.1,8.14,3.47,27.81844380403458
10,Gonzaga,EliteEight,16,100.0,67.38,37.5,23.05,13.74,6.65,3.45,27.98550724637681
11,Vanderbilt,SweetSixteen,15,100.0,73.35,43.85,22.31,11.02,6.36,2.71,35.90036900369004
12,Alabama,midwest,5,100.0,70.66,37.19,20.13,11.07,5.18,2.54,38.370078740157474
13,Michigan St.,SweetSixteen,4,100.0,69.9,38.64,20.01,9.66,4.72,2.39,40.84100418410041
14,Louisville,south,6,100.0,65.73,29.43,18.12,8.79,4.92,2.36,41.37288135593221
15,Texas Tech,SweetSixteen,9,100.0,69.7,43.76,24.12,13.74,5.0,2.3,42.47826086956522
16,Nebraska,FinalFour,8,100.0,78.72,42.43,22.59,12.74,5.47,2.25,43.44444444444444
17,Kansas,south,5,100.0,64.43,36.79,16.98,9.42,4.15,1.62,60.728395061728385
18,Tennessee,west,7,100.0,57.17,31.46,17.47,8.78,3.18,1.33,74.18796992481202
19,Arkansas,east,5,100.0,62.16,39.59,14.44,6.01,2.93,1.29,76.51937984496124
20,Saint Louis,midwest,8,100.0,54.79,32.37,14.68,7.74,3.2,1.18,83.7457627118644
21,BYU,SweetSixteen,13,100.0,52.31,27.46,10.51,4.82,2.54,1.05,94.23809523809524
22,St. John's,west,5,100.0,58.94,30.01,14.96,6.82,2.25,0.85,116.64705882352942
23,Iowa,east,7,100.0,51.78,23.31,12.83,4.14,1.8,0.72,137.88888888888889
24,Clemson,east,6,100.0,53.85,30.57,13.14,4.52,1.91,0.71,139.84507042253523
25,N.C. State,south,9,100.0,50.72,22.65,10.58,4.79,1.86,0.63,157.73015873015873
26,Auburn,west,8,100.0,48.4,22.41,10.71,5.29,1.55,0.59,168.4915254237288
27,North Carolina,midwest,7,100.0,58.92,30.73,14.69,5.54,1.78,0.56,177.57142857142856
28,Kentucky,west,6,100.0,47.0,19.69,9.26,3.66,0.97,0.46,216.3913043478261
29,Utah St.,south,10,100.0,54.76,27.91,11.84,3.82,1.1,0.44,226.27272727272728
30,Villanova,south,7,100.0,45.24,20.4,8.99,2.92,1.16,0.37,269.27027027027026
31,Texas A&M,west,9,100.0,51.6,21.52,9.06,3.43,0.93,0.37,269.27027027027026
32,Ohio St.,east,11,100.0,46.15,20.66,7.58,2.72,1.21,0.36,276.77777777777777
33,Seton Hall,midwest,11,100.0,47.25,17.49,6.49,2.85,1.1,0.36,276.77777777777777
34,Georgia,midwest,6,100.0,52.75,18.61,8.27,3.25,1.27,0.31,321.5806451612903
35,SMU,south,8,100.0,49.28,19.05,8.71,2.42,0.98,0.24,415.6666666666667
36,New Mexico,west,11,100.0,53.0,24.56,12.28,4.37,0.84,0.21,475.19047619047626
37,Wisconsin,east,9,100.0,57.43,16.6,6.98,1.89,0.79,0.19,525.3157894736842
38,Saint Mary's,midwest,10,100.0,41.08,17.87,7.89,2.39,0.6,0.17,587.235294117647
39,UCLA,midwest,9,100.0,45.21,18.67,6.9,2.86,0.75,0.14,713.2857142857142
40,Miami FL,east,10,100.0,48.22,20.02,9.48,2.01,0.71,0.12,832.3333333333334
41,Virginia Tech,west,10,100.0,42.83,20.18,5.79,1.43,0.24,0.11,908.0909090909091
42,Yale,midwest,12,100.0,29.34,7.99,3.69,1.22,0.4,0.09,1110.111111111111
43,UCF,east,8,100.0,42.57,9.35,4.29,1.0,0.39,0.07,1427.5714285714284
44,Stanford,south,11,100.0,34.27,12.02,5.26,1.58,0.26,0.06,1665.6666666666667
45,Tulsa,south,12,100.0,35.57,12.38,2.88,0.86,0.27,0.04,2499.0
46,High Point,east,13,100.0,47.69,18.24,3.55,1.23,0.41,0.03,3332.3333333333335
47,St. Thomas,south,14,100.0,36.3,11.88,3.26,0.47,0.13,0.03,3332.3333333333335
48,Utah Valley,midwest,13,100.0,31.61,11.3,4.56,0.94,0.14,0.01,9999.0
49,Hawaii,midwest,14,100.0,28.79,15.58,4.33,0.96,0.1,0.01,9999.0
50,Belmont,west,12,100.0,41.06,15.05,5.03,1.21,0.06,0.01,9999.0
51,Liberty,east,12,100.0,37.84,14.71,4.01,0.77,0.06,0.01,9999.0
52,Montana St.,midwest,15,100.0,30.36,8.12,2.93,0.87,0.15,0.0,0.0
53,Tennessee Martin,west,15,100.0,32.62,10.86,1.37,0.18,0.08,0.0,0.0
54,UNC Wilmington,east,14,100.0,30.1,10.13,1.99,0.21,0.05,0.0,0.0
55,Troy,west,13,100.0,30.3,11.18,2.6,0.43,0.03,0.0,0.0
56,Wright St.,east,15,100.0,28.34,10.84,2.61,0.26,0.03,0.0,0.0
57,Stephen F. Austin,south,13,100.0,26.65,6.98,1.06,0.25,0.02,0.0,0.0
58,Austin Peay,south,15,100.0,27.59,7.02,1.01,0.09,0.01,0.0,0.0
59,Vermont,east,16,100.0,14.68,3.52,0.71,0.22,0.0,0.0,0.0
60,Bethune Cookman,west,16,100.0,22.48,5.48,1.14,0.13,0.0,0.0,0.0
61,Navy,midwest,16,100.0,21.28,6.53,1.2,0.12,0.0,0.0,0.0
62,Mercer,west,14,100.0,20.99,4.18,1.02,0.11,0.0,0.0,0.0
63,Merrimack,south,16,100.0,24.43,5.73,0.89,0.04,0.0,0.0,0.0
