,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,87.31,66.11,50.25,35.43,21.9,13.24,6.552870090634442
1,Arizona,FinalFour,9,100.0,86.51,59.83,46.82,31.55,19.51,12.28,7.143322475570033
2,Illinois,SweetSixteen,3,100.0,76.75,57.34,40.82,28.91,18.96,11.25,7.888888888888889
3,Duke,FinalFour,1,100.0,74.66,58.05,42.34,28.14,17.52,10.7,8.345794392523365
4,Florida,FinalFour,8,100.0,86.36,65.05,44.46,26.84,16.27,9.34,9.70663811563169
5,Purdue,EliteEight,16,100.0,79.64,57.43,40.1,22.51,13.84,7.44,12.440860215053764
6,Houston,EliteEight,9,100.0,79.72,51.92,35.32,17.88,8.76,4.77,19.964360587002098
7,Iowa St.,EliteEight,12,100.0,77.13,49.7,29.6,15.4,8.21,3.49,27.653295128939828
8,Connecticut,EliteEight,13,100.0,66.83,46.24,27.94,14.5,7.12,3.49,27.653295128939828
9,Michigan St.,SweetSixteen,4,100.0,72.42,48.99,26.56,13.85,6.18,2.58,37.75968992248062
10,Vanderbilt,SweetSixteen,2,100.0,67.45,41.16,24.16,13.56,5.75,2.49,39.16064257028113
11,Alabama,SweetSixteen,9,100.0,68.72,41.2,20.77,10.89,5.33,2.27,43.05286343612335
12,Tennessee,west,6,100.0,64.26,41.34,19.96,9.4,4.56,1.99,49.25125628140704
13,St. John's,midwest,5,100.0,65.04,39.59,18.37,8.59,4.52,1.66,59.24096385542169
14,Louisville,south,6,100.0,62.56,31.9,18.17,8.59,3.22,1.33,74.18796992481202
15,Texas Tech,west,5,100.0,65.76,37.29,13.97,6.6,2.86,1.19,83.03361344537815
16,Arkansas,SweetSixteen,15,100.0,58.97,34.68,14.79,7.71,2.91,1.02,97.03921568627452
17,Wisconsin,east,5,100.0,60.75,31.84,13.53,6.65,2.75,0.95,104.26315789473685
18,Nebraska,SweetSixteen,14,100.0,57.26,31.09,15.6,6.02,2.54,0.86,115.27906976744187
19,Virginia,SweetSixteen,13,100.0,54.38,34.2,12.24,6.54,2.21,0.86,115.27906976744187
20,Gonzaga,SweetSixteen,8,100.0,70.94,36.22,16.17,6.33,2.88,0.84,118.04761904761905
21,Kansas,south,5,100.0,64.19,32.99,12.85,6.52,2.12,0.67,148.25373134328356
22,Ohio St.,west,8,100.0,55.1,19.2,9.49,4.35,1.78,0.62,160.29032258064515
23,UCLA,west,7,100.0,58.8,21.45,10.35,4.17,1.92,0.58,171.41379310344828
24,Iowa,west,9,100.0,44.9,18.13,9.08,3.94,1.36,0.44,226.27272727272728
25,Utah St.,south,9,100.0,54.27,18.72,9.75,3.75,1.45,0.4,248.99999999999997
26,North Carolina,midwest,6,100.0,58.23,21.11,9.47,3.43,1.23,0.37,269.27027027027026
27,Kentucky,east,7,100.0,57.32,26.79,12.85,5.1,1.41,0.31,321.5806451612903
28,Miami FL,south,7,100.0,51.79,22.27,11.12,3.36,0.86,0.29,343.82758620689657
29,N.C. State,east,9,100.0,54.13,17.21,8.51,3.54,0.91,0.26,383.6153846153846
30,BYU,east,6,100.0,47.56,21.58,8.4,2.76,1.06,0.24,415.6666666666667
31,Saint Mary's,midwest,7,100.0,52.4,22.06,6.9,2.24,0.87,0.2,498.99999999999994
32,Villanova,south,8,100.0,45.73,16.41,7.23,2.85,1.07,0.19,525.3157894736842
33,Georgia,midwest,8,100.0,49.49,16.11,8.4,2.01,0.96,0.19,525.3157894736842
34,SMU,south,11,100.0,37.44,17.4,9.18,2.81,0.54,0.19,525.3157894736842
35,TCU,midwest,9,100.0,50.51,15.68,5.33,1.61,0.42,0.15,665.6666666666666
36,Clemson,east,8,100.0,45.87,13.47,5.06,1.75,0.52,0.14,713.2857142857142
37,Texas,east,11,100.0,52.44,22.28,8.78,2.37,0.55,0.12,832.3333333333334
38,Missouri,west,11,100.0,35.74,16.11,5.76,1.23,0.52,0.11,908.0909090909091
39,Saint Louis,east,10,100.0,42.68,15.8,5.25,1.56,0.44,0.11,908.0909090909091
40,Texas A&M,west,10,100.0,41.2,15.16,6.06,2.02,0.37,0.1,999.0
41,VCU,midwest,10,100.0,47.6,21.67,7.13,2.28,0.52,0.08,1249.0
42,Wright St.,midwest,14,100.0,23.25,8.02,1.36,0.46,0.17,0.04,2499.0
43,UCF,midwest,11,100.0,41.77,13.53,3.6,0.77,0.14,0.03,3332.3333333333335
44,Kennesaw St.,south,14,100.0,32.55,9.54,1.95,0.23,0.05,0.03,3332.3333333333335
45,Miami OH,south,10,100.0,48.21,17.85,5.32,1.32,0.24,0.02,4999.0
46,McNeese St.,midwest,12,100.0,34.96,14.7,4.74,1.15,0.14,0.02,4999.0
47,Northern Iowa,south,12,100.0,35.81,18.05,4.94,1.65,0.14,0.01,9999.0
48,Hofstra,east,13,100.0,45.62,16.93,4.71,1.0,0.14,0.01,9999.0
49,Akron,east,12,100.0,39.25,17.03,4.51,1.08,0.09,0.01,9999.0
50,High Point,west,12,100.0,34.24,13.95,2.82,0.19,0.09,0.01,9999.0
51,Penn,east,14,100.0,27.58,7.15,2.18,0.34,0.03,0.01,9999.0
52,Prairie View A&M,east,16,100.0,12.69,3.21,1.19,0.14,0.01,0.01,9999.0
53,Cal Baptist,south,13,100.0,41.03,14.28,2.02,0.8,0.06,0.0,0.0
54,Siena,south,15,100.0,33.17,13.64,2.16,0.35,0.01,0.0,0.0
55,Lehigh,west,16,100.0,25.34,4.62,0.37,0.09,0.01,0.0,0.0
56,Furman,south,16,100.0,13.49,5.04,1.6,0.45,0.0,0.0,0.0
57,North Dakota St.,midwest,13,100.0,42.74,14.62,2.43,0.17,0.0,0.0,0.0
58,Queens,midwest,16,100.0,13.64,3.16,0.67,0.12,0.0,0.0,0.0
59,Hawaii,west,13,100.0,31.28,7.56,1.16,0.09,0.0,0.0,0.0
60,Troy,west,14,100.0,29.06,6.33,0.69,0.03,0.0,0.0,0.0
61,Idaho,west,15,100.0,20.36,5.96,0.91,0.02,0.0,0.0,0.0
62,Tennessee St.,east,15,100.0,20.28,5.49,0.66,0.01,0.0,0.0,0.0
63,UMBC,midwest,15,100.0,22.87,6.57,1.12,0.0,0.0,0.0,0.0
