,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,77.35,56.58,40.87,28.66,20.58,13.97,6.158196134574087
1,Houston,EliteEight,13,100.0,84.04,61.47,39.29,25.95,16.61,9.02,10.086474501108649
2,Arizona,FinalFour,9,100.0,80.83,56.89,40.14,23.61,15.11,8.29,11.062726176115804
3,Duke,FinalFour,1,100.0,68.54,53.57,37.14,21.53,12.2,6.97,13.347202295552368
4,Illinois,EliteEight,16,100.0,75.71,45.97,29.62,19.68,10.79,6.41,14.600624024960998
5,Iowa St.,EliteEight,9,100.0,73.63,47.18,31.86,18.0,10.66,5.94,15.835016835016834
6,Purdue,SweetSixteen,3,100.0,71.21,39.21,26.37,16.9,9.87,5.23,18.12045889101338
7,Connecticut,FinalFour,8,100.0,78.55,56.05,35.21,21.2,10.09,4.79,19.876826722338205
8,Vanderbilt,SweetSixteen,2,100.0,72.1,47.89,26.11,15.1,8.7,4.53,21.075055187637968
9,Florida,SweetSixteen,13,100.0,69.75,40.22,20.75,10.98,5.63,3.12,31.051282051282048
10,Louisville,east,7,100.0,64.13,33.88,23.06,10.08,5.13,2.61,37.31417624521073
11,Gonzaga,SweetSixteen,8,100.0,75.31,44.98,22.42,12.74,4.88,2.3,42.47826086956522
12,Kansas,SweetSixteen,15,100.0,58.19,36.31,19.43,8.55,4.98,2.03,48.26108374384237
13,Alabama,east,5,100.0,58.27,33.79,13.64,7.35,4.28,1.83,53.6448087431694
14,Nebraska,EliteEight,12,100.0,66.99,34.91,18.85,9.14,4.52,1.67,58.880239520958085
15,Saint Louis,midwest,6,100.0,52.24,30.98,16.47,8.93,4.07,1.63,60.34969325153375
16,Tennessee,SweetSixteen,14,100.0,66.21,36.13,16.56,9.1,3.62,1.52,64.78947368421053
17,Michigan St.,SweetSixteen,9,100.0,62.04,38.41,17.21,8.09,3.36,1.51,65.2251655629139
18,Virginia,SweetSixteen,4,100.0,66.52,40.65,17.63,6.91,3.37,1.36,72.52941176470588
19,Iowa,west,7,100.0,56.13,26.35,14.38,7.4,2.89,1.34,73.62686567164178
20,North Carolina,midwest,5,100.0,63.36,33.72,17.68,8.16,3.29,1.29,76.51937984496124
21,St. John's,south,5,100.0,57.99,32.57,15.08,6.33,2.96,1.23,80.30081300813008
22,BYU,south,6,100.0,56.38,25.38,11.47,5.02,2.56,1.13,87.49557522123895
23,Indiana,east,9,100.0,50.94,22.07,12.17,5.91,2.73,1.03,96.08737864077669
24,Arkansas,west,6,100.0,51.74,27.52,13.01,6.1,2.37,0.94,105.38297872340426
25,Texas Tech,west,5,100.0,59.67,29.62,15.3,6.18,1.95,0.94,105.38297872340426
26,Auburn,midwest,8,100.0,58.21,26.44,16.29,6.93,2.36,0.87,113.94252873563218
27,Clemson,midwest,7,100.0,56.75,31.67,12.61,5.93,2.17,0.74,134.13513513513513
28,Utah St.,south,7,100.0,54.83,22.36,10.39,4.1,1.75,0.72,137.88888888888889
29,Texas A&M,west,8,100.0,58.33,21.94,13.01,5.44,1.59,0.58,171.41379310344828
30,SMU,south,9,100.0,44.32,17.4,8.39,3.19,1.27,0.53,187.67924528301884
31,N.C. State,east,8,100.0,49.06,16.63,7.46,3.2,1.19,0.46,216.3913043478261
32,Villanova,south,8,100.0,55.68,21.14,8.08,2.81,1.22,0.42,237.0952380952381
33,UCLA,west,10,100.0,43.87,20.1,9.34,4.04,1.21,0.38,262.15789473684214
34,Saint Mary's,midwest,11,100.0,47.76,21.45,11.15,4.81,1.31,0.37,269.27027027027026
35,Ohio St.,west,11,100.0,48.26,21.16,7.98,3.78,0.92,0.36,276.77777777777777
36,Kentucky,east,6,100.0,50.28,23.85,9.23,2.84,0.99,0.33,302.030303030303
37,Wisconsin,west,9,100.0,41.67,17.39,7.16,2.33,0.85,0.33,302.030303030303
38,Georgia,midwest,10,100.0,43.25,22.99,10.47,4.27,1.1,0.32,311.5
39,Texas,east,10,100.0,35.87,13.33,6.28,1.66,0.76,0.27,369.3703703703704
40,Miami FL,east,11,100.0,49.72,21.87,7.99,2.74,0.74,0.23,433.78260869565213
41,California,south,10,100.0,45.17,10.16,4.16,1.51,0.65,0.11,908.0909090909091
