,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,91.56,69.39,53.07,36.22,24.05,15.83,5.317119393556538
1,Duke,FinalFour,1,100.0,77.29,55.12,40.98,27.83,17.05,10.57,8.46073793755913
2,Arizona,FinalFour,9,100.0,75.09,54.01,37.34,26.83,17.24,9.71,9.298661174047373
3,Illinois,SweetSixteen,3,100.0,78.0,58.33,35.91,23.7,15.29,8.18,11.224938875305623
4,Houston,EliteEight,9,100.0,80.69,56.59,39.1,23.29,13.12,7.57,12.21003963011889
5,Florida,FinalFour,8,100.0,81.46,60.23,41.74,22.83,13.81,7.53,12.280212483399733
6,Purdue,EliteEight,16,100.0,74.7,49.2,33.2,17.54,9.84,5.44,17.38235294117647
7,Iowa St.,EliteEight,12,100.0,77.88,56.24,31.94,18.25,10.44,5.4,17.518518518518515
8,Connecticut,EliteEight,13,100.0,77.01,50.61,30.88,16.41,7.59,3.49,27.653295128939828
9,Vanderbilt,SweetSixteen,2,100.0,64.42,42.03,25.17,11.62,5.23,2.4,40.666666666666664
10,Alabama,SweetSixteen,9,100.0,70.39,39.3,16.31,9.72,4.78,2.4,40.666666666666664
11,Michigan St.,SweetSixteen,4,100.0,63.57,39.85,20.81,9.17,4.51,2.06,47.543689320388346
12,St. John's,midwest,5,100.0,69.75,42.48,20.38,9.22,4.46,1.87,52.475935828877
13,Tennessee,west,6,100.0,59.23,35.62,20.32,9.0,4.37,1.83,53.6448087431694
14,Louisville,south,6,100.0,52.71,29.15,18.88,9.3,4.04,1.81,54.248618784530386
15,Kansas,south,5,100.0,56.11,30.29,16.88,9.41,3.89,1.34,73.62686567164178
16,Gonzaga,SweetSixteen,8,100.0,65.52,34.83,18.63,8.62,3.14,1.31,75.33587786259541
17,Virginia,SweetSixteen,13,100.0,67.22,41.59,16.56,8.05,2.93,1.21,81.64462809917356
18,Texas Tech,west,5,100.0,56.99,30.84,14.72,7.23,2.47,1.15,85.95652173913044
19,Arkansas,SweetSixteen,15,100.0,60.46,35.96,17.15,7.48,3.33,1.09,90.74311926605503
20,Nebraska,SweetSixteen,14,100.0,61.65,34.69,14.55,6.36,2.66,0.83,119.48192771084338
21,Wisconsin,east,5,100.0,54.06,28.16,9.93,3.9,1.79,0.6,165.66666666666669
22,Utah St.,south,9,100.0,48.3,16.64,8.68,4.6,1.62,0.55,180.8181818181818
23,Ohio St.,west,8,100.0,47.67,19.47,10.91,4.78,1.4,0.5,199.0
24,UCLA,west,7,100.0,54.25,24.39,10.49,3.99,1.55,0.45,221.2222222222222
25,Iowa,west,9,100.0,52.33,18.43,8.71,3.82,1.28,0.45,221.2222222222222
26,North Carolina,midwest,6,100.0,54.28,19.33,8.79,3.43,1.34,0.44,226.27272727272728
27,Kentucky,east,7,100.0,51.15,23.25,11.78,3.52,1.41,0.42,237.0952380952381
28,Saint Mary's,midwest,7,100.0,53.8,20.27,7.73,3.09,1.34,0.36,276.77777777777777
29,Clemson,east,8,100.0,48.26,13.6,6.85,2.63,0.86,0.33,302.030303030303
30,Villanova,south,8,100.0,51.7,23.01,11.14,4.28,1.55,0.31,321.5806451612903
31,N.C. State,east,9,100.0,51.74,15.08,6.38,3.24,0.97,0.31,321.5806451612903
32,Texas,east,11,100.0,52.6,25.36,8.5,2.62,0.93,0.3,332.33333333333337
33,Miami FL,south,7,100.0,41.8,18.04,9.6,3.38,1.28,0.29,343.82758620689657
34,BYU,east,6,100.0,47.4,23.75,8.56,2.5,0.77,0.23,433.78260869565213
35,Georgia,midwest,8,100.0,53.2,18.94,9.24,3.58,0.98,0.21,475.19047619047626
36,Saint Louis,east,10,100.0,48.85,15.09,7.53,2.27,0.81,0.21,475.19047619047626
37,SMU,south,11,100.0,47.29,21.21,7.9,2.55,0.75,0.18,554.5555555555555
38,VCU,midwest,10,100.0,46.2,18.14,7.42,2.81,0.95,0.17,587.235294117647
39,UCF,midwest,11,100.0,45.72,13.34,5.04,2.08,0.67,0.14,713.2857142857142
40,Missouri,west,11,100.0,40.77,21.55,6.7,2.67,0.39,0.11,908.0909090909091
41,Texas A&M,west,10,100.0,45.75,18.8,7.34,2.83,0.55,0.09,1110.111111111111
42,TCU,midwest,9,100.0,46.8,15.33,6.74,2.3,0.65,0.08,1249.0
43,North Dakota St.,midwest,13,100.0,38.35,12.01,3.24,0.72,0.15,0.04,2499.0
44,Akron,east,12,100.0,45.94,14.95,3.47,1.25,0.31,0.03,3332.3333333333335
45,Northern Iowa,south,12,100.0,43.89,19.2,4.44,1.24,0.25,0.03,3332.3333333333335
46,Cal Baptist,south,13,100.0,39.54,14.55,3.14,0.74,0.11,0.03,3332.3333333333335
47,Penn,east,14,100.0,36.43,11.04,2.22,0.72,0.23,0.02,4999.0
48,Idaho,west,15,100.0,25.3,7.61,2.38,0.46,0.12,0.02,4999.0
49,Miami OH,south,10,100.0,58.2,21.59,4.25,1.15,0.09,0.02,4999.0
50,High Point,west,12,100.0,43.01,19.63,5.39,1.1,0.19,0.01,9999.0
51,Wright St.,midwest,14,100.0,22.0,9.0,2.89,0.93,0.13,0.01,9999.0
52,McNeese St.,midwest,12,100.0,30.25,10.82,2.26,0.49,0.09,0.01,9999.0
53,Hawaii,west,13,100.0,29.61,10.23,1.28,0.11,0.04,0.01,9999.0
54,Furman,south,16,100.0,24.91,6.34,1.23,0.49,0.02,0.01,9999.0
55,UMBC,midwest,15,100.0,22.12,5.35,0.28,0.11,0.01,0.01,9999.0
56,Hofstra,east,13,100.0,32.78,15.3,3.06,0.59,0.08,0.0,0.0
57,Troy,west,14,100.0,34.48,8.0,0.94,0.15,0.03,0.0,0.0
