muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Tm_TeamID,Opp_TeamID,TeamID,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,Team_Opp,TeamID_Opp,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,TeamID_y,Team_Standardized_Tm,Tm_y,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Team_Standardized_Opp,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team,home_team,date,teams,commence_time,DraftKings,BetMGM spreads,FanDuel,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Total_Diff,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
Wright St.Robert Morris2-4,2026-02-04,Horz at Horz,108 Wright St. at 214 Robert Morris,"Wright St. -3.2, 74-71 (63%)",51.90878172905683,1,H,Wright St.,02/04/2026,113.25273196899867,109.1960776658262,0.6033594222329814,0.6254262724889469,73.962998983621,Robert Morris,111.09401854869878,111.99765369489305,0.4767262683188787,0.3745737275110531,70.73829956574222,63.5862517794362,,0,,,,,,,,,,,,,,,,,0.8798986847905651,0.888654745740495,739651,,,,108,214,,,,Wright St.,Robert Morris,3.2246994178787816,144.70129854936323,11.4,11.3,4.9,-6.6,71.2,101.4,20260204,2.8999999999999915,113.1,110.2,66.3,-3.700000000000003,109.7,113.4,64.8,,,,,,998,684,998,6.948999999999998,114.744,107.795,66.1722,Robert Morris,684,-3.8049999999999926,109.668,113.473,64.7004,Wright St.,67.77610691102385,10.083082652524455,6.552306757356911,112.43070051956495,105.87839376220806,998,Wright St.,Wright St.,66.31769871502709,-3.0444981212185285,-3.138912102820269,108.13708497694009,111.27599707976033,Robert Morris,74.19934559378424,73.9664401851101,148.16578577889436,0.23290540867414222,60.340449438202235,75.06559699430167,72.08070752614891,147.1463045204506,2.9848894681527582,60.1315703494382,75.72309542615336,73.2902208382166,149.01331626436996,2.432874587936766,63.12858761520709,6.457448851245601,63.12858761520709,5.507211726375438,63.12858761520709,Wright St.,Robert Morris,02/04/2026,Wright St. vs Robert Morris,2026-02-04 18:00:00-06:00,2.5,2.5,2.5,40.590361400171645,26.927896873099797,-13.662464527071847,3.9574488512456014,15.257448851245602,Robert Morris,Wright St.,0
Arkansas St.Coastal Carolina2-4,2026-02-04,SB at SB,172 Arkansas St. at 237 Coastal Carolina,"Coastal Carolina -0.2, 78-77 (51%)",58.76553211807477,1,H,Arkansas St.,02/04/2026,108.83867272038404,112.32565752575933,0.4103159817601836,0.493605883285472,76.81017622037501,Coastal Carolina,104.40956304925224,107.51525012673058,0.4165186088329207,0.506394116714528,76.9812046107154,71.57671781757273,,0,,,,,,,,,,,,,,,,,0.9033828572226256,0.9457930604561386,739651,,,,172,237,,,,Arkansas St.,Coastal Carolina,-0.17102839034038197,153.7913808310904,-17.7,-11.6,-10.8,6.9,71.2,101.4,20260204,-0.9000000000000057,110.6,111.5,71.5,-6.0,103.6,109.6,67.1,,,,,,38,154,38,-0.6119999999999948,110.272,110.884,71.6759,Coastal Carolina,154,-5.861000000000004,103.07,108.931,67.2385,Arkansas St.,72.91609417428143,-2.4115331514150355,0.001323441157482036,109.01905996471031,109.01773652355283,38,Arkansas St.,Arkansas St.,68.80853889132429,-4.912513704795814,-5.439480465422343,101.32075420619753,106.76023467161988,Coastal Carolina,78.31232617004261,78.92619136087076,157.23851753091338,-0.6138651908281503,67.3827247191011,77.95496743245486,78.4422952534105,156.39726268586537,-0.48732782095564176,67.68792137851123,78.63457919705269,78.92585025387842,157.5604294509311,-0.2912710568257353,70.46699300273185,-0.13845551432640946,70.46699300273185,-14.40725858738054,70.46699300273185,Arkansas St.,Coastal Carolina,02/04/2026,Arkansas St. vs Coastal Carolina,2026-02-04 18:00:00-06:00,2.5,2.5,3.5,40.590361400171645,50.526039599594576,9.93567819942293,-3.6384555143264095,-15.238455514326409,Coastal Carolina,Coastal Carolina,1
LipscombAustin Peay2-4,2026-02-04,ASun at ASun,197 Lipscomb at 150 Austin Peay,"Austin Peay -6.4, 79-73 (73%)",47.60227586517654,1,H,Lipscomb,02/04/2026,106.62864110911336,111.8279293825406,0.3664432994676398,0.274836773305176,72.5314095561705,Austin Peay,107.38062100093232,103.50521676737291,0.6041324321717177,0.725163226694824,78.91620612965802,71.66322171832714,,0,,,,,,,,,,,,,,,,,0.8139063303142977,0.9545254411784944,739651,,,,197,150,,,,Lipscomb,Austin Peay,-6.38479657348752,151.4476156858285,-15.7,-11.1,-11.6,4.1,71.2,101.4,20260204,0.20000000000000284,109.7,109.5,69.8,-0.19999999999998863,105.9,106.1,69.3,,,,,,392,51,392,-2.3599999999999994,108.033,110.393,69.6899,Austin Peay,51,1.1340000000000003,106.003,104.869,69.2381,Lipscomb,71.20940633738417,-0.4545027254071923,-1.5255236095351763,106.6343859741701,108.15990958370529,392,Lipscomb,Lipscomb,70.66079053464463,4.194302505746836,1.8245180517049802,104.47783831922223,102.65332026751726,Austin Peay,75.81350056776652,79.88342884713202,155.69692941489853,-4.069928279365499,67.9373595505618,73.61298475969856,80.41417978167115,154.0271645413697,-6.801195021972589,67.76961046615168,74.16892966998493,80.97749021251377,155.14641988249872,-6.808560542528838,70.67012563626824,-5.301080912103842,70.67012563626824,-12.999769610791539,70.67012563626824,Lipscomb,Austin Peay,02/04/2026,Lipscomb vs Austin Peay,2026-02-04 19:00:00-06:00,-3.5,-4.5,-3.5,63.055865981823636,69.31731177301036,6.261445791186723,-1.801080912103842,-12.901080912103842,Austin Peay,Austin Peay,1
Youngstown St.Purdue Fort Wayne2-4,2026-02-04,Horz at Horz,198 Youngstown St. at 223 Purdue Fort Wayne,"Purdue Fort Wayne -2.2, 74-72 (59%)",50.45048550150187,1,H,Youngstown St.,02/04/2026,105.62722481277495,110.78733310430856,0.3662107697007121,0.4146158200306152,71.65962986858212,Fort Wayne,107.42670806396184,109.34548221864172,0.449277226564228,0.5853841799693847,73.8414510887963,67.65566571389034,,0,,,,,,,,,,,,,,,,,0.8910877369803651,0.9545689024764936,739651,,,,198,223,,,,Youngstown St.,Purdue Fort Wayne,-2.1818212202141893,145.5010809573784,-8.9,-8.7,-3.7,5.2,71.2,101.4,20260204,-4.700000000000003,106.3,111.0,66.8,-4.6000000000000085,107.1,111.7,68.1,,,,,,1009,663,1009,-2.347999999999999,107.018,109.366,66.9128,Purdue Fort Wayne,663,-4.7379999999999995,106.048,110.786,68.0791,Youngstown St.,68.47888988279215,-2.492432953442837,-1.1471029282771674,105.96392487207419,107.11102780035135,1009,Youngstown St.,Youngstown St.,69.0,0.0,0.0,100.0,100.0,Fort Wayne,72.73541034101262,77.01831011133704,149.75372045234968,-4.28289977032442,63.89157303370786,72.72782557107314,75.2429442993955,147.97076987046864,-2.5151187283223635,63.97982025955056,67.42170319407317,72.07720712818193,139.49891032225509,-4.655503934108751,66.36296912798677,-3.4890589118526663,66.36296912798677,-7.778403611491335,66.36296912798677,Youngstown St.,Fort Wayne,02/04/2026,Youngstown St. vs Purdue Fort Wayne,2026-02-04 18:00:00-06:00,-3.5,-3.5,-3.5,63.055865981823636,63.01653550975057,-0.03933047207306828,0.010941088147333744,-8.689058911852666,Purdue Fort Wayne,Youngstown St.,0
CharlotteWichita St.2-4,2026-02-04,Amer at Amer,151 Charlotte at 95 Wichita St.,"Wichita St. -7.9, 74-66 (79%)",43.33038936678411,1,H,Charlotte,02/04/2026,112.89492418031038,114.6457769209989,0.4558698484558705,0.2128003903886998,65.90657471477017,Wichita St.,114.72555435408913,103.9783036322135,0.7560503529854651,0.7871996096113002,73.84812460638177,61.224185971299015,,0,,,,,,,,,,,,,,,,,0.6829068097123331,0.9354469273188442,739651,,,,151,95,,,,Charlotte,Wichita St.,-7.941549891611601,139.75469932115195,1.2,0.7,6.7,5.5,71.2,101.4,20260204,-0.10000000000000853,114.3,114.4,62.9,7.699999999999989,114.1,106.4,65.4,,,,,,138,985,138,1.2070000000000078,114.382,113.175,62.926,Wichita St.,985,7.905000000000001,113.253,105.348,65.5107,Charlotte,64.7418996637065,2.7323488558391076,1.1185608331190027,112.41755520107873,111.29899436795972,138,Charlotte,Charlotte,67.12937925090847,10.460821450260609,8.255374372818848,112.05800011521376,103.80262574239491,Wichita St.,67.36776406609378,76.4712209069798,143.8389849730736,-9.103456840886011,57.776123595505624,66.89015900417621,75.24896753604284,142.13912654021905,-8.358808531866629,57.89784140730337,68.29303703214714,77.19517191273641,145.48820894488355,-8.902134880589273,61.04049910041036,-6.539376697312967,61.04049910041036,-1.080905158070081,61.04049910041036,Charlotte,Wichita St.,02/04/2026,Charlotte vs Wichita St.,2026-02-04 18:30:00-06:00,-9.5,-9.5,-8.5,81.7204231217584,73.32912915428118,-8.391293967477225,1.9606233026870328,2.660623302687033,Wichita St.,Charlotte,0
Loyola MarymountSan Francisco2-4,2026-02-04,WCC at WCC,180 Loyola Marymount at 93 San Francisco,"San Francisco -10.1, 74-64 (83%)",41.98342240576052,1,H,Loyola Marymount,02/04/2026,102.10772522653004,106.04816581544854,0.3928262725801861,0.1695346882276766,63.90886036920264,San Francisco,115.81834209204578,104.76505191895592,0.7601461808302934,0.8304653117723233,73.99789030946496,65.4407934821022,,0,,,,,,,,,,,,,,,,,0.6780506452701389,0.9494059778667752,739651,,,,180,93,,,,Loyola Marymount,San Francisco,-10.089029940262321,137.9067506786676,-12.4,-15.8,-12.9,-0.5,71.2,101.4,20260204,-0.5,104.6,105.1,67.6,7.5,114.6,107.1,65.2,,,,,,422,728,422,-1.2339999999999947,103.453,104.687,67.6518,San Francisco,728,8.186999999999998,114.332,106.145,65.1311,Loyola Marymount,69.1971821864568,-2.4987391251127598,-0.2196942741378563,102.48066948973465,102.7003637638725,422,Loyola Marymount,Loyola Marymount,66.77701028141425,7.472311814099286,8.304851622312242,113.22394821792606,104.91909659561382,San Francisco,66.48923379556852,75.60309707296179,142.09233086853033,-9.113863277393264,61.90337078651685,65.15477976138081,75.10801525224174,140.26279501362256,-9.953235490860934,61.8853391991573,66.90333366532353,76.5215254424666,143.42485910779013,-9.618191777143068,64.89860879648765,-8.33342330099628,64.89860879648765,-9.742838746963919,64.89860879648765,Loyola Marymount,San Francisco,02/04/2026,Loyola Marymount vs San Francisco,2026-02-04 21:00:00-06:00,-7.5,-7.5,-7.5,76.24747379730235,78.63031179486842,2.382837997566071,-0.8334233009962801,-16.63342330099628,San Francisco,San Francisco,1
OklahomaKentucky2-4,2026-02-04,SEC at SEC,71 Oklahoma at 43 Kentucky,"Kentucky -8.4, 80-72 (78%)",60.94305786706902,1,H,Oklahoma,02/04/2026,117.30622419561762,108.81674949353337,0.7034767679311306,0.2181680544681256,71.57957013785423,Kentucky,119.7642646034175,99.42600962441044,0.894757303961985,0.7818319455318744,79.98177186626887,66.92283724387387,Oklahoma,0,,,,,,,,,,,,,,,,,0.4397997995157421,0.8365318319776569,739651,,,,71,43,,,,Oklahoma,Kentucky,-8.402201728414639,151.5613420041231,0.1,0.0,-3.0,-3.1,71.2,101.4,20260204,12.200000000000003,119.5,107.3,66.9,21.299999999999997,120.6,99.3,67.4,,,,,,610,369,610,11.430999999999997,118.851,107.42,66.6863,Kentucky,369,17.491,118.227,100.736,67.5704,Oklahoma,68.26000825909935,7.379731758559653,10.566544914230736,118.08129777711214,107.5147528628814,610,Oklahoma,Oklahoma,69.06325555184587,16.725850633818975,18.706994436428193,117.53802805848396,98.8310336220558,Kentucky,72.05084015887364,83.09808306263935,155.14892322151297,-11.047242903765707,63.32949438202248,72.64680772824342,81.4991146006056,154.145922328849,-8.852306872362178,63.28679726853934,74.08387996409375,84.8433495222255,158.92722948631925,-10.759469558131741,66.21149430293944,-8.26557613549447,66.21149430293944,-1.7311657300446583,66.21149430293944,Oklahoma,Kentucky,02/04/2026,Oklahoma vs Kentucky,2026-02-04 20:00:56-06:00,-9.5,-9.5,-9.5,81.7204231217584,78.44169362425978,-3.2787294974986168,1.2344238645055299,1.2344238645055299,Kentucky,Oklahoma,0
North TexasRice2-4,2026-02-04,Amer at Amer,167 North Texas at 228 Rice,"Rice -0.5, 65-64 (52%)",52.69523323906073,1,H,North Texas,02/04/2026,98.74693629407648,101.53360594656785,0.4206662991617044,0.47847681616756,63.956173518644384,Rice,110.5992036251396,112.8716568234801,0.4417919185786054,0.5215231838324399,64.4370651916001,62.57203315640134,,0,,,,,,,,,,,,,,,,,0.8939938363216363,0.9435659917783172,739651,,,,167,228,,,,North Texas,Rice,-0.480891672955714,128.39323871024447,-4.6,-5.0,0.6,5.2,71.2,101.4,20260204,0.8999999999999915,102.1,101.2,64.5,-6.199999999999989,108.9,115.1,65.2,,,,,,579,678,579,-0.18299999999999272,100.048,100.231,64.5425,Rice,678,-5.177999999999997,109.18,114.358,65.276,North Texas,66.23510982482335,-1.6657258672520885,-0.054839150863909614,99.42888231539848,99.48372146626241,579,North Texas,North Texas,66.90673805581461,-6.885093535667425,-4.5190185912524505,107.40370276919218,111.92272136044463,Rice,66.54941732200022,66.00451800478652,132.55393532678676,0.5448993172137051,59.06460674157304,64.90978358628936,65.66023485999753,130.5700184462869,-0.7504512737081654,59.17241896067416,66.40867540297234,67.43530964719909,133.84398505017143,-1.0266342442267558,62.24122392061193,1.58035393308392,62.24122392061193,-4.656390443948823,62.24122392061193,North Texas,Rice,02/04/2026,North Texas vs Rice,2026-02-04 19:00:00-06:00,2.5,2.5,2.5,40.590361400171645,44.01811709552146,3.4277556953498163,-0.91964606691608,-5.91964606691608,Rice,Rice,1
Arizona St.Utah2-4,2026-02-04,B12 at B12,75 Arizona St. at 102 Utah,"Utah -1.6, 83-82 (56%)",71.58120505604293,1,H,Arizona St.,02/04/2026,116.51231740187242,108.35338015450527,0.6973877590602676,0.444818489056384,81.70430783630506,Utah,119.43113406386668,108.94779034633284,0.7420245927003436,0.555181510943616,83.2941898755307,70.18770034091976,,0,,,,,,,,,,,,,,,,,0.6988422269545007,0.8404615501117291,739651,,,,75,102,,,,Arizona St.,Utah,-1.5898820392256425,164.99849771183577,-2.1,4.0,2.3,4.4,71.2,101.4,20260204,10.799999999999997,118.1,107.3,69.6,4.6000000000000085,116.4,111.8,67.7,,,,,,31,936,31,11.084000000000003,118.047,106.963,69.5532,Utah,936,7.515000000000001,117.898,110.383,67.9459,Arizona St.,70.9964289576983,11.766891770398168,10.739862765047217,115.98198445935252,105.2421216943053,31,Arizona St.,Arizona St.,69.48774894952696,6.561718135030821,6.731304393372834,115.76111713539098,109.02981274201818,Utah,83.77713237210405,83.8124569141483,167.58958928625236,-0.035324542044250506,66.17865168539325,82.92269349308746,84.87471827522123,167.79741176830868,-1.952024782133762,66.3743647735955,84.00718466362787,85.59630414390688,169.60348880753475,-1.5891194802790096,69.28907347929024,1.4887263917227358,69.28907347929024,-3.4601577514088007,69.28907347929024,Arizona St.,Utah,02/04/2026,Arizona St. vs Utah,2026-02-04 20:00:00-06:00,-1.5,-1.5,-1.5,55.67984968164682,44.36255222195179,-11.317297459695034,2.988726391722736,6.988726391722736,Arizona St.,Arizona St.,1
Michigan St.Minnesota2-4,2026-02-04,B10 at B10,13 Michigan St. at 60 Minnesota,"Michigan St. -5.8, 66-60 (74%)",67.46062589689397,1,H,Michigan St.,02/04/2026,117.42591007328008,92.80756461956346,0.9373629408876518,0.7423879314730575,65.75452086961783,Minnesota,114.47292370365344,99.19574879457254,0.8385253118200635,0.2576120685269425,59.97286195460787,61.55664584042692,Michigan St.,0,,,,,,,,,,,,,,,,,0.5624256894079188,0.4479003270746075,739651,,,,13,60,,,,Michigan St.,Minnesota,5.781658915009963,125.72738282422571,-9.6,-5.9,-2.5,7.1,71.2,101.4,20260204,30.200000000000003,120.4,90.2,65.6,9.799999999999997,112.6,102.8,63.2,,,,,,470,481,470,27.356499999999997,118.973,91.6165,65.5388,Minnesota,481,12.50200000000001,113.004,100.502,63.2405,Michigan St.,67.24033055647051,29.179952535002567,26.098998783691624,117.04232508591365,90.94332630222198,470,Michigan St.,Michigan St.,64.91958726956751,10.425591240975391,11.852780782970804,110.77195937069331,98.91917858772246,Minnesota,69.09973796658782,59.968585772440456,129.06832373902827,9.131152194147369,58.22921348314607,66.73486382964734,61.11098088563472,127.84584471528206,5.623882944012621,58.21216968258426,68.05576389855948,62.62737714599209,130.68314104455158,5.428386752567384,61.30919252240666,9.441544334311203,61.30919252240666,-7.6418229927628545,61.30919252240666,Michigan St.,Minnesota,02/04/2026,Michigan St. vs Minnesota,2026-02-04 18:00:00-06:00,8.5,8.5,8.5,20.910695659274502,18.427448184325513,-2.483247474948989,0.9415443343112031,-4.958455665688797,Michigan St.,Michigan St.,1
