,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,8,100.0,88.15,76.61,64.43,52.06,41.37,30.91,2.2351989647363313
1,Duke,FinalFour,1,100.0,79.63,53.36,39.57,24.17,14.74,7.95,11.578616352201257
2,Gonzaga,EliteEight,16,100.0,71.46,50.38,33.33,21.43,13.99,6.74,13.836795252225519
3,Vanderbilt,FinalFour,9,100.0,71.6,55.0,36.52,22.56,9.35,5.0,19.0
4,Iowa St.,EliteEight,9,100.0,70.6,40.89,27.16,16.65,10.45,4.72,20.186440677966104
5,Alabama,SweetSixteen,3,100.0,85.25,64.46,37.07,14.82,8.69,4.57,20.88183807439825
6,Connecticut,EliteEight,13,100.0,76.52,54.64,36.05,21.25,8.44,4.56,20.92982456140351
7,Arizona,FinalFour,16,100.0,75.57,49.58,32.44,17.75,9.47,4.15,23.096385542168672
8,Louisville,SweetSixteen,2,100.0,72.53,49.46,29.09,15.51,6.84,3.83,25.109660574412533
9,Michigan St.,SweetSixteen,8,100.0,70.83,44.82,24.85,13.7,7.69,3.47,27.81844380403458
10,Purdue,SweetSixteen,4,100.0,73.32,46.83,25.99,16.38,7.98,3.2,30.249999999999996
11,Illinois,SweetSixteen,14,100.0,65.84,40.28,11.9,6.78,3.99,2.06,47.543689320388346
12,Florida,west,9,100.0,60.04,31.37,19.91,10.28,5.51,2.0,49.0
13,Houston,SweetSixteen,15,100.0,73.3,40.2,21.21,11.41,3.8,1.8,54.55555555555556
14,Tennessee,west,7,100.0,66.94,27.54,14.86,7.05,3.53,1.52,64.78947368421053
15,BYU,EliteEight,12,100.0,65.72,34.95,20.06,7.22,3.51,1.43,68.93006993006993
16,Kansas,east,5,100.0,62.52,41.95,21.87,11.03,4.77,1.42,69.42253521126761
17,Georgia,midwest,7,100.0,45.69,27.29,13.88,4.43,2.18,0.94,105.38297872340426
18,St. John's,midwest,10,100.0,54.31,28.91,14.37,4.79,2.34,0.89,111.35955056179775
19,Arkansas,south,5,100.0,56.72,29.16,16.04,6.97,1.9,0.85,116.64705882352942
20,Virginia,midwest,5,100.0,65.37,34.29,9.07,3.88,1.74,0.79,125.58227848101265
21,Clemson,east,7,100.0,53.02,26.67,12.65,6.19,2.88,0.75,132.33333333333334
22,North Carolina,SweetSixteen,9,100.0,62.45,36.35,14.79,5.41,2.37,0.74,134.13513513513513
23,Nebraska,SweetSixteen,13,100.0,58.35,26.87,11.3,5.81,1.92,0.64,155.25
24,Saint Mary's,east,6,100.0,58.92,25.71,11.35,5.16,2.07,0.58,171.41379310344828
25,Miami FL,east,8,100.0,57.13,25.47,14.37,6.16,2.12,0.54,184.18518518518516
26,Texas Tech,west,5,100.0,56.2,29.05,10.51,3.85,1.65,0.44,226.27272727272728
27,Auburn,west,6,100.0,55.8,25.51,10.29,4.36,1.69,0.43,231.5581395348837
28,Iowa,south,11,100.0,54.87,25.91,11.94,4.75,1.47,0.43,231.5581395348837
29,UCLA,east,10,100.0,46.98,21.61,9.74,3.62,1.19,0.32,311.5
30,Saint Louis,east,11,100.0,41.08,19.94,8.73,3.14,0.99,0.27,369.3703703703704
31,Colorado,west,11,100.0,44.2,21.0,6.62,2.45,0.88,0.2,498.99999999999994
32,SMU,south,7,100.0,44.41,15.53,6.59,2.74,0.54,0.2,498.99999999999994
33,Boise St.,west,10,100.0,33.06,10.9,4.95,1.92,0.76,0.18,554.5555555555555
34,California,midwest,9,100.0,46.22,10.58,3.2,1.14,0.42,0.18,554.5555555555555
35,Utah St.,south,8,100.0,50.5,20.43,7.95,3.12,0.63,0.16,624.0
36,UCF,east,9,100.0,42.87,19.08,6.69,2.79,0.83,0.15,665.6666666666666
37,Oklahoma St.,midwest,8,100.0,53.78,9.97,5.3,1.73,0.53,0.15,665.6666666666666
38,Tulsa,south,12,100.0,43.28,19.77,6.13,2.05,0.26,0.12,832.3333333333334
39,Akron,east,12,100.0,37.48,16.13,5.82,2.08,0.44,0.11,908.0909090909091
40,Utah Valley,east,13,100.0,41.65,15.05,6.35,2.25,0.57,0.1,999.0
41,Belmont,west,12,100.0,43.8,17.17,4.27,1.43,0.35,0.08,1249.0
42,USC,south,6,100.0,45.13,13.32,4.5,1.95,0.23,0.08,1249.0
43,Yale,south,10,100.0,55.59,20.15,6.37,2.64,0.46,0.06,1665.6666666666667
44,Butler,south,9,100.0,49.5,16.09,6.59,2.3,0.24,0.06,1665.6666666666667
45,Virginia Tech,west,8,100.0,39.96,11.9,5.69,1.83,0.59,0.05,1999.0
46,UNC Wilmington,south,13,100.0,26.7,10.87,2.74,0.95,0.22,0.04,2499.0
47,High Point,midwest,13,100.0,34.16,15.26,3.85,0.97,0.18,0.03,3332.3333333333335
48,Seton Hall,midwest,6,100.0,49.22,16.24,7.22,0.9,0.16,0.03,3332.3333333333335
49,Siena,south,14,100.0,27.47,11.31,2.89,0.56,0.06,0.02,4999.0
50,UC San Diego,west,13,100.0,37.55,17.43,4.49,0.92,0.24,0.01,9999.0
51,Arizona St.,midwest,11,100.0,50.78,14.72,4.89,0.68,0.23,0.01,9999.0
52,Youngstown St.,west,15,100.0,28.54,11.18,3.2,0.83,0.14,0.01,9999.0
53,Colgate,south,15,100.0,23.48,9.68,2.57,0.9,0.1,0.01,9999.0
54,Lipscomb,west,14,100.0,29.17,8.67,1.9,0.25,0.06,0.01,9999.0
55,McNeese St.,midwest,12,100.0,34.63,10.17,1.21,0.25,0.03,0.01,9999.0
56,Northern Colorado,east,14,100.0,26.68,7.52,2.28,0.4,0.07,0.0,0.0
57,East Tennessee St.,east,15,100.0,29.4,10.83,2.1,0.33,0.06,0.0,0.0
58,Arkansas St.,midwest,14,100.0,14.75,4.58,1.01,0.21,0.04,0.0,0.0
59,Vermont,south,16,100.0,28.4,8.48,2.82,0.34,0.03,0.0,0.0
60,Liberty,midwest,15,100.0,34.28,8.85,1.5,0.11,0.02,0.0,0.0
61,LIU,east,16,100.0,24.43,5.87,1.16,0.26,0.0,0.0,0.0
62,Norfolk St.,west,16,100.0,20.37,3.37,0.77,0.12,0.0,0.0,0.0
63,Southern,midwest,16,100.0,11.85,2.84,1.04,0.03,0.0,0.0,0.0
