,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,88.24,75.29,61.42,47.1,35.08,23.81,3.1999160016799664
1,Duke,FinalFour,1,100.0,85.31,62.12,42.09,29.97,15.12,8.15,11.269938650306747
2,Arizona,FinalFour,9,100.0,73.98,53.28,34.06,21.65,12.71,7.51,12.315579227696405
3,Illinois,EliteEight,13,100.0,76.06,50.63,34.32,20.37,12.11,6.97,13.347202295552368
4,Houston,FinalFour,8,100.0,66.68,46.86,32.77,22.63,12.42,6.68,13.970059880239521
5,Florida,SweetSixteen,14,100.0,69.92,46.77,26.44,16.85,9.4,4.8,19.833333333333336
6,Purdue,SweetSixteen,4,100.0,68.59,48.76,30.46,14.3,8.67,4.48,21.32142857142857
7,Iowa St.,EliteEight,12,100.0,82.05,50.99,28.9,16.04,8.36,4.22,22.696682464454977
8,Connecticut,EliteEight,9,100.0,64.87,46.05,27.83,12.3,7.64,3.85,24.974025974025974
9,Vanderbilt,SweetSixteen,15,100.0,70.46,43.86,23.96,12.99,6.44,2.79,34.842293906810035
10,Louisville,south,6,100.0,61.28,35.41,18.51,10.22,5.63,2.65,36.735849056603776
11,Kansas,SweetSixteen,2,100.0,66.47,40.92,21.38,10.29,4.94,2.28,42.85964912280702
12,Alabama,SweetSixteen,9,100.0,67.6,38.52,20.7,11.24,4.63,2.23,43.84304932735426
13,Gonzaga,SweetSixteen,3,100.0,72.04,41.63,22.4,11.1,5.27,2.18,44.871559633027516
14,Michigan St.,SweetSixteen,8,100.0,69.19,41.75,23.79,10.79,3.75,1.59,61.893081761006286
15,Virginia,SweetSixteen,13,100.0,69.47,44.73,14.48,7.4,3.88,1.46,67.4931506849315
16,Tennessee,midwest,5,100.0,55.19,29.79,13.78,6.65,2.83,1.18,83.7457627118644
17,Texas Tech,west,5,100.0,60.58,33.96,16.6,10.08,3.26,1.17,84.47008547008548
18,Nebraska,EliteEight,16,100.0,70.53,36.09,20.32,8.68,3.0,1.07,92.45794392523365
19,Iowa,midwest,7,100.0,55.92,26.55,13.15,5.77,2.81,1.01,98.009900990099
20,Arkansas,south,5,100.0,57.51,28.77,13.22,6.34,2.86,1.0,99.0
21,Indiana,south,9,100.0,54.47,20.58,11.34,5.19,2.39,0.86,115.27906976744187
22,Saint Louis,midwest,6,100.0,55.06,28.32,13.19,5.42,2.17,0.83,119.48192771084338
23,St. John's,west,6,100.0,55.99,25.55,13.47,6.53,2.01,0.78,127.2051282051282
24,Clemson,east,7,100.0,54.18,23.53,11.58,4.23,1.72,0.73,135.986301369863
25,BYU,west,7,100.0,51.23,32.59,18.11,8.28,2.22,0.69,143.92753623188406
26,North Carolina,east,5,100.0,56.29,28.87,8.65,3.54,1.87,0.51,195.078431372549
27,Auburn,midwest,8,100.0,50.99,25.18,10.63,4.08,1.46,0.46,216.3913043478261
28,SMU,south,10,100.0,53.84,23.33,11.49,4.06,1.72,0.45,221.2222222222222
29,Saint Mary's,midwest,11,100.0,44.94,22.4,11.97,3.98,1.14,0.41,242.90243902439028
30,Villanova,south,8,100.0,45.53,17.93,7.48,2.94,1.2,0.4,248.99999999999997
31,Georgia,midwest,9,100.0,49.01,20.76,9.4,3.72,1.47,0.34,293.1176470588235
32,Utah St.,south,7,100.0,46.16,17.87,6.71,2.42,1.06,0.34,293.1176470588235
33,Kentucky,east,6,100.0,45.74,21.51,10.89,2.63,0.8,0.32,311.5
34,Wisconsin,west,9,100.0,56.74,19.37,6.53,3.54,0.75,0.27,369.3703703703704
35,Texas,east,10,100.0,45.82,19.52,7.1,1.85,0.89,0.26,383.6153846153846
36,Texas A&M,west,8,100.0,43.26,15.68,6.16,2.41,0.63,0.23,433.78260869565213
37,UCLA,west,10,100.0,48.77,24.11,12.13,2.77,0.67,0.22,453.54545454545456
38,N.C. State,east,8,100.0,61.53,13.31,7.43,2.97,1.03,0.21,475.19047619047626
39,Miami FL,midwest,10,100.0,44.08,18.9,7.56,1.74,0.58,0.11,908.0909090909091
40,Belmont,west,12,100.0,39.42,12.92,4.08,1.76,0.68,0.1,999.0
41,Missouri,west,11,100.0,44.01,18.37,7.39,2.02,0.38,0.07,1427.5714285714284
42,Stephen F. Austin,south,13,100.0,29.54,13.22,4.14,1.13,0.29,0.06,1665.6666666666667
43,Miami OH,south,11,100.0,38.72,13.93,3.91,0.88,0.16,0.06,1665.6666666666667
44,California,east,11,100.0,54.26,23.26,8.38,1.37,0.6,0.05,1999.0
45,Tulsa,east,12,100.0,43.71,11.72,1.53,0.58,0.14,0.03,3332.3333333333335
46,UCF,east,9,100.0,38.47,8.14,3.2,0.84,0.18,0.02,4999.0
47,High Point,midwest,13,100.0,30.08,9.95,2.29,0.63,0.08,0.02,4999.0
48,North Dakota St.,south,15,100.0,23.94,8.17,1.69,0.35,0.07,0.02,4999.0
49,Wright St.,east,15,100.0,35.13,10.9,2.77,0.31,0.07,0.02,4999.0
50,Liberty,midwest,12,100.0,44.81,13.49,3.4,0.79,0.17,0.01,9999.0
51,Yale,south,12,100.0,42.49,14.15,3.97,0.66,0.15,0.01,9999.0
52,Utah Valley,west,13,100.0,32.4,14.6,3.4,1.01,0.11,0.01,9999.0
53,UNC Wilmington,midwest,14,100.0,27.96,7.65,1.79,0.42,0.06,0.01,9999.0
54,Hawaii,east,13,100.0,30.53,14.68,2.41,0.53,0.04,0.01,9999.0
55,Troy,west,14,100.0,30.81,14.33,2.65,0.42,0.11,0.0,0.0
56,East Tennessee St.,west,15,100.0,29.47,7.21,2.14,0.41,0.06,0.0,0.0
57,Austin Peay,south,14,100.0,33.53,9.74,1.99,0.3,0.05,0.0,0.0
58,Vermont,east,16,100.0,11.76,3.26,0.88,0.02,0.01,0.0,0.0
59,Merrimack,south,16,100.0,26.02,8.21,1.83,0.21,0.0,0.0,0.0
60,Navy,midwest,15,100.0,17.95,3.56,1.04,0.14,0.0,0.0,0.0
61,Bethune Cookman,west,16,100.0,14.69,2.83,0.44,0.09,0.0,0.0,0.0
62,Tennessee Martin,midwest,16,100.0,33.32,7.2,1.29,0.04,0.0,0.0,0.0
63,Portland St.,east,14,100.0,31.41,6.47,0.99,0.03,0.0,0.0,0.0
