,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Duke,FinalFour,1,100.0,83.52,63.79,52.67,38.89,26.18,18.05,4.54016620498615
1,Michigan,FinalFour,16,100.0,83.52,67.01,52.46,40.25,26.24,16.54,5.045949214026603
2,Florida,FinalFour,8,100.0,86.79,60.55,47.86,34.69,21.16,10.92,8.157509157509157
3,Arizona,FinalFour,9,100.0,86.44,64.48,43.08,25.9,16.37,8.94,10.185682326621924
4,Illinois,EliteEight,13,100.0,82.23,61.0,42.76,28.12,15.66,7.86,11.72264631043257
5,Houston,EliteEight,16,100.0,84.73,63.37,46.01,24.19,13.63,7.62,12.123359580052492
6,Purdue,SweetSixteen,3,100.0,62.55,42.14,29.03,15.02,8.68,4.04,23.75247524752475
7,Iowa St.,SweetSixteen,4,100.0,77.36,54.99,32.5,15.51,6.39,2.91,33.36426116838488
8,Connecticut,EliteEight,12,100.0,71.44,46.02,25.79,13.31,6.43,2.85,34.08771929824562
9,Michigan St.,EliteEight,9,100.0,73.98,47.93,26.87,12.16,4.69,1.9,51.63157894736842
10,Louisville,south,5,100.0,63.67,36.13,19.86,9.81,4.79,1.82,53.94505494505495
11,Texas Tech,SweetSixteen,9,100.0,63.45,40.27,15.16,7.59,3.35,1.66,59.24096385542169
12,Alabama,SweetSixteen,13,100.0,62.26,33.39,14.78,7.59,3.11,1.49,66.11409395973155
13,Virginia,SweetSixteen,2,100.0,62.64,38.15,17.68,8.84,3.71,1.18,83.7457627118644
14,Vanderbilt,midwest,5,100.0,65.36,38.35,13.6,7.97,3.45,1.06,93.33962264150942
15,Nebraska,SweetSixteen,8,100.0,69.99,37.99,16.73,6.36,2.57,1.02,97.03921568627452
16,Gonzaga,SweetSixteen,14,100.0,64.75,34.84,12.47,7.42,3.13,0.95,104.26315789473685
17,Wisconsin,south,6,100.0,52.51,29.57,13.62,7.39,2.59,0.87,113.94252873563218
18,Kansas,SweetSixteen,15,100.0,60.37,31.08,14.99,5.82,2.42,0.8,124.0
19,Arkansas,east,5,100.0,65.43,33.82,11.84,5.44,2.12,0.78,127.2051282051282
20,Tennessee,west,5,100.0,56.36,29.3,11.14,5.13,1.9,0.71,139.84507042253523
21,Ohio St.,midwest,9,100.0,48.98,21.92,11.12,4.94,2.06,0.64,155.25
22,St. John's,west,6,100.0,53.67,30.44,10.64,3.9,1.36,0.5,199.0
23,North Carolina,midwest,6,100.0,55.13,25.79,13.17,4.73,2.19,0.48,207.33333333333334
24,Texas A&M,west,9,100.0,49.1,15.64,7.53,3.04,1.03,0.41,242.90243902439028
25,N.C. State,midwest,10,100.0,46.73,23.84,10.22,3.25,1.18,0.38,262.15789473684214
26,Iowa,west,8,100.0,50.9,15.31,7.2,3.16,0.88,0.34,293.1176470588235
27,BYU,east,6,100.0,59.48,28.99,13.57,3.87,1.16,0.31,321.5806451612903
28,UCLA,west,7,100.0,57.07,20.78,10.73,2.61,0.84,0.31,321.5806451612903
29,Clemson,east,9,100.0,49.87,19.23,10.42,4.03,1.17,0.29,343.82758620689657
30,Saint Mary's,east,7,100.0,49.95,24.79,10.09,3.97,0.82,0.29,343.82758620689657
31,Kentucky,midwest,7,100.0,53.27,24.48,9.64,2.17,0.58,0.26,383.6153846153846
32,Miami FL,midwest,8,100.0,51.02,13.95,6.04,2.2,0.85,0.25,399.0
33,Indiana,south,11,100.0,47.49,17.98,7.81,2.61,0.81,0.23,433.78260869565213
34,Texas,east,10,100.0,50.05,19.99,11.42,2.59,0.64,0.22,453.54545454545456
35,Georgia,south,7,100.0,63.33,20.39,8.46,2.26,0.77,0.16,624.0
36,Villanova,south,9,100.0,59.21,20.92,8.45,2.5,0.76,0.15,665.6666666666666
37,Utah St.,south,10,100.0,36.67,11.82,5.27,1.7,0.52,0.11,908.0909090909091
38,Missouri,midwest,11,100.0,44.87,17.83,7.56,1.86,0.5,0.11,908.0909090909091
39,TCU,east,8,100.0,50.13,11.64,4.08,1.68,0.25,0.09,1110.111111111111
40,South Florida,south,12,100.0,36.33,16.48,4.41,1.99,0.44,0.08,1249.0
41,Northern Iowa,east,13,100.0,37.74,19.06,3.73,1.41,0.46,0.07,1427.5714285714284
42,VCU,west,11,100.0,46.33,20.38,7.55,1.68,0.29,0.07,1427.5714285714284
43,Saint Louis,west,10,100.0,42.93,11.86,6.18,1.47,0.29,0.07,1427.5714285714284
44,High Point,west,12,100.0,43.64,14.05,3.4,0.55,0.21,0.05,1999.0
45,Miami OH,south,8,100.0,40.79,9.38,4.17,1.1,0.15,0.04,2499.0
46,UCF,east,11,100.0,40.52,10.13,3.38,0.88,0.15,0.04,2499.0
47,McNeese St.,midwest,12,100.0,34.64,14.66,4.63,1.52,0.22,0.02,4999.0
48,Utah Valley,midwest,13,100.0,35.25,12.15,3.26,0.57,0.12,0.02,4999.0
49,Troy,west,14,100.0,30.01,11.19,1.48,0.46,0.08,0.02,4999.0
50,Yale,east,12,100.0,34.57,13.73,2.15,0.32,0.04,0.02,4999.0
51,North Dakota St.,south,14,100.0,37.36,14.3,2.81,0.82,0.2,0.0,0.0
52,Hofstra,south,13,100.0,39.63,16.31,3.7,0.83,0.14,0.0,0.0
53,Liberty,west,13,100.0,36.55,16.38,2.06,0.5,0.07,0.0,0.0
54,Merrimack,south,15,100.0,17.77,6.79,1.59,0.22,0.05,0.0,0.0
55,UMBC,east,16,100.0,16.48,2.12,0.54,0.14,0.04,0.0,0.0
56,Queens,south,16,100.0,13.56,5.22,1.34,0.09,0.04,0.0,0.0
57,East Tennessee St.,midwest,15,100.0,28.56,5.66,1.37,0.12,0.03,0.0,0.0
58,Northern Colorado,east,14,100.0,22.64,5.89,1.06,0.11,0.03,0.0,0.0
59,Robert Morris,west,15,100.0,15.27,3.99,0.68,0.23,0.01,0.0,0.0
60,Bethune Cookman,west,16,100.0,16.48,5.26,0.84,0.24,0.0,0.0,0.0
61,UC Irvine,midwest,14,100.0,37.45,14.24,3.22,0.23,0.0,0.0,0.0
62,Tennessee St.,east,15,100.0,26.02,7.29,1.11,0.05,0.0,0.0,0.0
63,Boston University,midwest,16,100.0,13.21,3.58,1.02,0.0,0.0,0.0,0.0
