,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,AWAY,HOME,date_x,match,teams,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,date_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas
0,2024-01-06 11:30:00-06:00,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,Kentucky,Florida,01/06/2024,True,Kentucky vs Florida,KentuckyFlorida1-6,2024-01-06 00:00:00,SEC at SEC,18 Kentucky at 32 Florida,"Florida -2.2, 88-86 (57%)",88.28144454396396,1,H,Kentucky,01/06/2024,118.01992126155452,99.98821163001308,0.8706494312157884,0.4267344013027667,85.67666746948673,Florida,116.14553137022789,95.90655993894204,0.9004200397837038,0.5732655986972333,87.9043237788008,79.05858983529522,Kentucky,0,,,,,,,,,,,,,,,,,0.4246797264601174,0.6433290015218587,738891,,,,18,32,,,,-2.227656309314071,173.58099124828755,-6.1,-4.8,-6.3,-0.2,71.2,101.4,20240106,21.5,119.1,97.6,73.8,16.599999999999994,114.6,98.0,74.7,,,,,,Kentucky,20.869,119.574,98.705,73.4043,17.485200000000006,114.655,97.1698,74.6448,Kentucky,73.25447015597025,9.714026502690373,13.507047313602524,114.85991556220863,101.35286824860617,74.1101420330415,16.202211015319854,16.377752623135258,115.18182467248556,98.80407204935027,86.6464316785899,87.81513236769437,174.46156404628428,-1.168700689104469,77.42780898876404,85.72845715946296,88.31026197364702,174.03871913310996,-2.5818048141840535,76.95574849213483,82.964250611612,90.25883761314792,173.22308822475992,-7.294587001535916,76.24858409851343,-7.358759877564651,76.24858409851343,-6.716737773238037,76.24858409851343,Kentucky Wildcats,Florida Gators,01/06/2024,63.055865981823636,75.82967770498233,12.773811723158694
1,2024-01-06 17:00:00-06:00,-3.0,,-3.0,-3.5,-3.0,-3.0,Iowa St.,Oklahoma,01/06/2024,True,Iowa St. vs Oklahoma,Iowa St.Oklahoma1-6,2024-01-06 00:00:00,B12 at B12,14 Iowa St. at 35 Oklahoma,"Oklahoma -1.0, 72-71 (54%)",84.867148100858,1,H,Iowa St.,01/06/2024,110.51579476737864,92.839680359667,0.8812446281947732,0.4601946009845777,70.80851126977107,Oklahoma,112.15891072797196,92.9217445203828,0.8969539767868143,0.5398053990154223,71.79780662069199,72.01681157884379,Iowa St.,0,,,,,,,,,,,,,,,,,0.4340072581801686,0.620644806415165,738891,,,,14,35,,,,-0.9892953509209121,142.60631789046306,16.1,11.2,7.9,-8.3,71.2,101.4,20240106,21.700000000000003,112.7,91.0,71.8,19.299999999999997,112.6,93.3,69.6,,,,,,Iowa St.,20.322699999999998,111.971,91.6483,71.652,16.574399999999997,110.72,94.1456,69.659,Iowa St.,71.33534860736202,31.23074046640145,25.525464994822514,115.08828755032744,89.56282255550487,69.7604384345039,18.14708628682263,16.18654588734539,110.53407133136155,94.34752544401613,70.75793091444048,72.92415878858426,143.68208970302476,-2.166227874143786,70.18651685393257,70.85116872005997,72.12967989947253,142.9808486195325,-1.2785111794125612,70.10121724719102,72.76315346321621,70.16101921897544,142.92417268219165,2.602134244240773,69.89305048774932,6.7043962363651985,69.89305048774932,9.369582776185723,69.89305048774932,Iowa State Cyclones,Oklahoma Sooners,01/06/2024,63.055865981823636,26.156959547191573,-36.89890643463207
2,2024-01-06 11:00:00-06:00,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,North Carolina,Clemson,01/06/2024,True,North Carolina vs Clemson,North CarolinaClemson1-6,2024-01-06 00:00:00,ACC at ACC,13 North Carolina at 17 Clemson,"Clemson -3.4, 82-78 (62%)",83.87689306415572,1,H,North Carolina,01/06/2024,117.05140371759023,97.79124725602767,0.8876988311093799,0.3804425124618608,78.16753619662909,Clemson,120.78201357328494,96.7183501098152,0.9279166399094364,0.6195574875381392,81.55360596797753,72.11590366706463,North Carolina,0,,,,,,,,,,,,,,,,,0.3414566021508965,0.6056604833220606,738891,,,,13,17,,,,-3.3860697713484456,159.72114216460662,-9.3,-0.5,-3.7,5.6,71.2,101.4,20240106,23.400000000000006,118.4,95.0,73.0,19.599999999999994,117.3,97.7,68.7,,,,,,North Carolina,22.056700000000006,118.593,96.5363,72.8638,21.239800000000002,119.232,97.9922,68.5948,North Carolina,72.36333853821816,19.29916808416721,18.428209447870515,115.26275121925988,96.83454177138938,68.6434596715781,24.478301175731698,20.289777564929178,117.69394316738517,97.40416560245599,78.11991184512573,79.59012301390447,157.7100348590302,-1.4702111687787465,70.43679775280899,78.21489303144516,81.93028218076387,160.14517521220904,-3.7153891493187103,70.19772174494382,75.09657885590767,80.62321935232124,155.7197982082289,-5.526640496413577,69.7650268349569,-5.9942234270025665,69.7650268349569,-8.460125744167883,69.7650268349569,North Carolina Tar Heels,Clemson Tigers,01/06/2024,63.055865981823636,71.59589704783282,8.540031066009185
3,2024-01-06 20:00:00-06:00,-2.0,,-2.0,-1.5,-2.0,-2.0,Colorado St.,Utah St.,01/06/2024,True,Colorado St. vs Utah St.,Colorado St.Utah St.1-6,2024-01-06 00:00:00,MWC at MWC,28 Colorado St. at 48 Utah St.,"Utah St. -1.2, 75-74 (55%)",80.4796614375213,1,H,Colorado St.,01/06/2024,117.23270687279742,100.675733192447,0.8520719988865754,0.4539814758639255,74.22532379811997,Utah St.,113.55384993629151,95.96362231113068,0.873861552127815,0.5460185241360744,75.42639297355555,68.91072313896025,Colorado St.,0,,,,,,,,,,,,,,,,,0.4906928204079609,0.6782214373956769,738891,,,,28,48,,,,-1.2010691754355776,149.65171677167552,-7.3,-7.7,-5.4,1.8,71.2,101.4,20240106,18.80000000000001,118.4,99.6,68.0,14.700000000000003,111.8,97.1,70.2,,,,,,Colorado St.,19.393299999999996,118.777,99.3837,68.2699,14.869399999999999,112.097,97.2276,69.9567,Colorado St.,67.73163813015084,25.358749398851106,19.823903618092842,119.91683665732175,100.09293303922892,68.82247635255085,20.116391006074597,14.94880853901666,113.54357240650441,98.59476386748774,73.9014293638859,75.70161211307864,149.60304147696453,-1.800182749192743,67.04494382022472,74.27050556867529,75.77495619652609,150.04546176520137,-1.504450627850801,67.0777656366573,74.21501347404222,75.4476654141271,149.66267888816932,-1.232651940084878,65.46993066758199,1.1821947458873723,65.46993066758199,-6.513996221701738,65.46993066758199,Colorado St Rams,Utah St Aggies,01/06/2024,55.67984968164682,45.517781633376195,-10.162068048270626
4,2024-01-06 13:15:00-06:00,-4.0,-4.5,-4.0,-4.5,-4.0,-4.5,Miami FL,Wake Forest,01/06/2024,True,Miami FL vs Wake Forest,Miami FLWake Forest1-6,2024-01-06 00:00:00,ACC at ACC,39 Miami FL at 61 Wake Forest,"Wake Forest -0.9, 80-79 (53%)",79.83092234084157,1,H,Miami FL,01/06/2024,115.3511122025146,101.247710996266,0.8175328718458921,0.46922424478821,79.19492892000937,Wake Forest,115.96855604526714,100.70449112050096,0.8352056862610813,0.53077575521179,80.04831803235517,71.20604755794228,Miami FL,0,,,,,,,,,,,,,,,,,0.5684006783447221,0.7304357486717912,738891,,,,39,61,,,,-0.8533891123457948,159.24324695236453,4.3,6.2,9.5,5.1,71.2,101.4,20240106,14.299999999999997,116.5,102.2,71.6,15.299999999999997,115.5,100.2,68.9,,,,,,Miami FL,16.921599999999998,116.87,99.9484,71.7145,12.448999999999998,114.48,102.031,68.8148,Miami FL,71.08375235569062,19.601213539326302,18.74734741020467,114.41793379296472,95.67058638275998,68.98355334389596,14.172194310920199,10.98906294335652,113.28050219529082,102.29143925193429,77.54642345306222,82.93218075839326,160.4786042114555,-5.38575730533104,69.28707865168539,79.24281506959568,80.41781245554132,159.660627525137,-1.1749973859456446,69.31206425,77.28321448042303,75.68459114717528,152.9678056275983,1.598623333247744,68.87092447349823,1.4849890322119421,68.87092447349823,0.9611626219521554,68.87092447349823,Miami Hurricanes,Wake Forest Demon Deacons,01/06/2024,66.58824291023754,44.376610475733536,-22.211632434504004
5,2024-01-06 11:00:00-06:00,3.0,3.5,2.5,2.5,3.0,3.0,Mississippi St.,South Carolina,01/06/2024,True,Mississippi St. vs South Carolina,Mississippi St.South Carolina1-6,2024-01-06 00:00:00,SEC at SEC,30 Mississippi St. at 66 South Carolina,"Mississippi St. -0.3, 69-68 (51%)",77.60400641966514,1,H,Mississippi St.,01/06/2024,108.77406073413091,94.24526399515756,0.838726319814642,0.5125218151198495,68.40407106631439,South Carolina,114.17977232369104,99.36084905792669,0.8318343645168653,0.4874781848801505,68.10672884190203,66.1045641116842,,0,,,,,,,,,,,,,,,,,0.5743508227715401,0.7000999628706619,738891,,,,30,66,,,,0.29734222441236113,136.51079990821643,4.4,-3.5,5.6,1.2,71.2,101.4,20240106,18.0,110.7,92.7,69.4,12.200000000000003,112.2,100.0,65.9,,,,,,Mississippi St.,17.1712,110.207,93.0358,69.4971,12.043999999999997,112.714,100.67,65.923,Mississippi St.,69.41215960000906,18.06088526352146,17.16032546232859,109.07580684853652,91.91548138620789,65.97185373582296,16.476474128482028,12.78747240649859,112.56553991540629,99.77806750890768,68.17550870125989,67.74471771788428,135.92022641914417,0.4307909833756014,64.23398876404495,68.44611075502148,68.42102335405906,136.86713410908055,0.025087400962419792,64.34631072050561,67.11099038079983,67.47553401185915,134.586524392659,-0.36454363105931975,64.31529270532862,-1.0927887895919781,64.31529270532862,0.9678165246297539,64.31529270532862,Mississippi State Bulldogs,South Carolina Gamecocks,01/06/2024,40.590361400171645,54.14451336278206,13.554151962610412
6,2024-01-06 19:00:00-06:00,-14.0,,-14.0,-13.5,-14.0,-13.5,Utah,Arizona,01/06/2024,True,Utah vs Arizona,UtahArizona1-6,2024-01-06 00:00:00,P12 at P12,26 Utah at 3 Arizona,"Arizona -13.5, 91-78 (86%)",76.35837583199782,1,H,Utah,01/06/2024,115.81963731205816,99.01872353099458,0.8584334789492488,0.1366781739827202,77.76171294308014,Arizona,122.47072379826888,89.19921070973346,0.9745558987769316,0.8633218260172797,91.27928185547512,78.61632506681825,Utah,0,,,,,,,,,,,,,,,,,0.1484020853701199,0.6669041628151556,738891,,,,26,3,,,,-13.517568912394978,169.04099479855526,-0.4,-14.7,0.2,0.6,71.2,101.4,20240106,17.799999999999997,115.6,97.8,72.0,29.39999999999999,120.3,90.9,75.6,,,,,,Utah,19.596999999999994,117.345,97.748,72.1422,30.524900000000002,120.899,90.3741,75.5258,Utah,71.80403133316699,23.018896984424973,19.93937173861655,115.98311977366875,96.0437480350522,75.50103714030772,36.47275705858671,29.559936227409512,117.54159161546488,87.9816553880553,77.02148549247096,91.20459841240447,168.22608390487542,-14.183112919933507,76.44943820224718,77.80888147222298,91.70082998979544,169.5097114620184,-13.891948517572459,76.52524394325843,74.49455701747472,87.1606325664805,161.65518958395523,-12.666075549005782,76.14155669254578,-13.010112283961817,76.14155669254578,-2.4450576685110263,76.14155669254578,Utah Utes,Arizona Wildcats,01/06/2024,90.0728603156669,89.23380481549894,-0.8390555001679587
7,2024-01-06 12:00:00-06:00,-4.5,,-4.5,-4.5,-4.5,-4.5,St. John's,Villanova,01/06/2024,True,St. John's vs Villanova,St. John'sVillanova1-6,2024-01-06 00:00:00,BE at BE,29 St. John's at 24 Villanova,"Villanova -4.1, 72-68 (66%)",73.77300616342873,1,H,St. John's,01/06/2024,114.10634322454048,98.17164685369411,0.8493809698137792,0.3359465654767764,67.93770804408759,Villanova,113.5909280710578,92.10572974002449,0.917674711276692,0.6640534345232236,72.08488006484745,67.51567097564973,St. John's,0,,,,,,,,,,,,,,,,,0.3745242966946279,0.6828285735041378,738891,,,,29,24,,,,-4.147172020759868,140.02258810893505,14.4,10.1,8.0,-6.3,71.2,101.4,20240106,15.299999999999997,114.0,98.7,71.2,19.19999999999999,113.1,93.9,65.9,,,,,,St. John's,18.697199999999995,115.609,96.9118,71.0903,18.814099999999996,112.133,93.3189,65.8212,St. John's,70.81017450925305,20.1493584901761,17.85869883483901,113.78952710067105,95.93082826583199,65.24892587133101,12.795430004472735,14.400722763570155,109.01336322542,94.61264046184981,67.63503717706509,74.59386791219998,142.22890508926508,-6.958830735134896,65.9,67.97876643247464,72.41761297080198,140.39637940327663,-4.43884653832734,65.71978728033707,66.98173121894291,68.81211800360592,135.79384922254883,-1.8303867846630055,64.89168297036888,2.6558228477670554,64.89168297036888,7.447099321045457,64.89168297036888,St Johns Red Storm,Villanova Wildcats,01/06/2024,66.58824291023754,40.015902448758055,-26.572340461479484
8,2024-01-06 15:00:00-06:00,1.0,,0.0,1.5,1.0,-1.0,Virginia Tech,Florida St.,01/06/2024,True,Virginia Tech vs Florida St.,Virginia TechFlorida St.1-6,2024-01-06 00:00:00,ACC at ACC,71 Virginia Tech at 112 Florida St.,"Florida St. -0.2, 72-71 (51%)",72.29045692630503,1,H,Virginia Tech,01/06/2024,106.2066508930463,98.1767388825175,0.7117913936877382,0.4910155882870301,70.97828360113604,Florida St.,106.97492166539428,98.57834968664812,0.7191081112706268,0.5089844117129698,71.200462533267,70.80800653628597,,0,,,,,,,,,,,,,,,,,0.7227746931885403,0.8309612576565172,738891,,,,71,112,,,,-0.22217893213095863,142.17874613440304,4.7,-6.6,-1.8,-6.6,71.2,101.4,20240106,11.599999999999994,109.5,97.9,68.7,6.3999999999999915,106.1,99.7,71.7,,,,,,Virginia Tech,10.6892,107.606,96.9168,68.6661,5.725300000000004,105.602,99.8767,71.468,Virginia Tech,68.63165911288014,10.348624035239643,11.08292392076962,107.23948731108574,96.15656339031611,71.0992865629704,8.00099343301073,8.189314074481425,105.25732959428942,97.068015519808,72.41375219046898,72.86717452657498,145.28092671704397,-0.45342233610600147,69.18244382022472,71.0216183062292,71.52916928076675,142.55078758699597,-0.5075509745375513,68.92456228651686,68.40006301089515,70.33621322637082,138.73627623726597,-1.9361502154756636,68.53457863144332,-0.48609112279288524,68.53457863144332,1.4512882370994475,68.53457863144332,Virginia Tech Hokies,Florida State Seminoles,01/06/2024,44.32015031835318,51.84621957305098,7.526069254697802
9,2024-01-06 13:00:00-06:00,-9.0,-9.5,-9.0,-8.5,-9.0,-9.0,TCU,Kansas,01/06/2024,True,TCU vs Kansas,TCUKansas1-6,2024-01-06 00:00:00,B12 at B12,40 TCU at 16 Kansas,"Kansas -7.2, 80-72 (75%)",72.22073085685423,1,H,TCU,01/06/2024,110.56680165451492,97.37821308489,0.8116396903264455,0.2506480735484957,72.49022917418566,Kansas,113.47202512568796,90.8588994518325,0.9279661239164428,0.7493519264515043,79.7329550840543,75.36633317314684,TCU,0,,,,,,,,,,,,,,,,,0.341290212103326,0.7380495761280295,738891,,,,40,16,,,,-7.242725909868639,152.22318425823994,5.1,8.5,3.6,-1.5,71.2,101.4,20240106,17.0,112.6,95.6,73.2,22.400000000000006,113.4,91.0,71.1,,,,,,TCU,15.894499999999994,112.023,96.1285,73.3687,19.960400000000007,112.016,92.0556,71.1932,TCU,72.58136588753543,11.71792708057778,13.116061105174628,112.60942547100454,99.49336436582988,70.9908263751147,14.391945804152051,18.39098225390543,111.31580613744146,92.92482388353599,71.81188816497665,80.35438656434155,152.16627472931822,-8.542498399364902,73.09719101123595,72.53416757621734,80.10129277765715,152.6354603538745,-7.567125201439808,73.36169287696629,72.605536535667,81.27112702368763,153.87666355935463,-8.665590488020626,72.36813404200421,-4.225978396664473,72.36813404200421,1.6431908515577476,72.36813404200421,texas christian horned frogs,Kansas Jayhawks,01/06/2024,79.08930434072549,65.63324392820233,-13.456060412523158
