,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,88.99,75.33,63.1,48.35,37.09,25.51,2.920031360250882
1,Gonzaga,EliteEight,16,100.0,75.1,48.45,35.76,24.13,12.28,6.77,13.771048744460858
2,Vanderbilt,EliteEight,13,100.0,76.69,47.04,33.93,20.57,12.63,6.43,14.552099533437014
3,Iowa St.,FinalFour,8,100.0,73.87,49.43,30.5,20.94,12.42,6.41,14.600624024960998
4,Duke,FinalFour,1,100.0,70.14,48.2,34.6,20.84,10.6,5.87,16.03577512776831
5,Arizona,FinalFour,9,100.0,83.38,56.87,35.12,21.09,11.74,5.64,16.73049645390071
6,Illinois,SweetSixteen,14,100.0,73.63,49.65,29.17,19.28,10.93,5.39,17.55287569573284
7,Connecticut,EliteEight,9,100.0,80.58,59.33,39.31,16.32,9.76,5.37,17.621973929236496
8,Purdue,EliteEight,12,100.0,72.36,47.05,33.51,18.21,9.98,4.94,19.242914979757085
9,Louisville,south,5,100.0,65.88,39.47,23.84,13.67,7.83,3.67,26.247956403269754
10,Houston,SweetSixteen,2,100.0,70.96,43.87,24.88,12.21,5.77,2.54,38.370078740157474
11,Michigan St.,SweetSixteen,8,100.0,62.04,38.55,20.54,11.79,4.55,1.99,49.25125628140704
12,Alabama,SweetSixteen,13,100.0,65.02,40.65,14.85,7.78,3.97,1.86,52.76344086021505
13,Kansas,SweetSixteen,15,100.0,62.54,35.87,17.32,9.64,4.35,1.8,54.55555555555556
14,BYU,SweetSixteen,4,100.0,62.98,43.69,22.9,8.55,3.72,1.62,60.728395061728385
15,Iowa,south,7,100.0,61.39,30.81,15.2,7.83,3.57,1.55,63.516129032258064
16,Tennessee,midwest,5,100.0,61.0,31.04,15.39,8.93,4.31,1.45,67.96551724137932
17,Florida,midwest,7,100.0,56.43,28.78,17.52,7.14,3.24,1.1,89.9090909090909
18,North Carolina,SweetSixteen,9,100.0,60.98,36.04,17.5,7.34,2.11,0.89,111.35955056179775
19,Arkansas,west,6,100.0,62.19,35.25,14.4,6.09,2.26,0.85,116.64705882352942
20,Virginia,east,5,100.0,67.31,36.38,10.7,5.1,2.0,0.82,120.95121951219514
21,Nebraska,SweetSixteen,3,100.0,69.22,41.27,16.41,6.49,2.52,0.72,137.88888888888889
22,Texas Tech,west,5,100.0,67.57,34.83,16.38,5.89,1.74,0.72,137.88888888888889
23,St. John's,west,10,100.0,47.54,20.53,11.22,4.96,1.62,0.69,143.92753623188406
24,Saint Louis,east,11,100.0,57.24,27.64,13.59,4.19,1.54,0.62,160.29032258064515
25,Georgia,midwest,9,100.0,58.96,25.7,10.34,4.5,1.78,0.58,171.41379310344828
26,Kentucky,west,7,100.0,52.46,24.67,11.84,5.47,1.41,0.56,177.57142857142856
27,UCLA,west,9,100.0,52.04,23.36,12.73,5.51,1.6,0.47,211.76595744680853
28,Utah St.,midwest,6,100.0,53.57,29.51,12.91,4.54,1.61,0.4,248.99999999999997
29,Baylor,east,10,100.0,51.72,20.63,9.56,2.46,0.66,0.32,311.5
