,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,82.72,68.73,53.99,41.26,27.12,17.89,4.589714924538848
1,Duke,FinalFour,1,100.0,82.78,65.37,49.35,37.69,25.2,16.39,5.1012812690665035
2,Arizona,FinalFour,9,100.0,81.85,61.42,45.6,31.07,19.25,10.35,8.66183574879227
3,Florida,FinalFour,8,100.0,84.8,62.06,48.14,31.44,18.93,10.26,8.746588693957115
4,Purdue,SweetSixteen,2,100.0,73.07,49.51,30.98,18.74,11.55,5.72,16.482517482517483
5,Houston,EliteEight,16,100.0,74.55,53.02,36.58,18.33,10.29,5.71,16.513134851138354
6,Illinois,EliteEight,13,100.0,74.2,50.65,30.99,18.33,10.94,5.68,16.6056338028169
7,Iowa St.,EliteEight,12,100.0,78.9,52.2,36.75,20.9,10.9,5.15,18.41747572815534
8,Connecticut,EliteEight,9,100.0,75.52,52.18,35.49,16.66,6.66,3.03,32.00330033003301
9,Virginia,SweetSixteen,4,100.0,76.04,42.67,21.58,10.1,4.51,1.67,58.880239520958085
10,Gonzaga,SweetSixteen,3,100.0,79.31,46.6,24.48,9.7,4.03,1.45,67.96551724137932
11,Texas Tech,west,5,100.0,63.53,39.64,16.87,8.77,3.46,1.43,68.93006993006993
12,Michigan St.,SweetSixteen,8,100.0,64.53,44.37,19.93,7.21,3.53,1.37,71.992700729927
13,Tennessee,midwest,5,100.0,61.88,34.47,14.3,7.91,3.3,1.34,73.62686567164178
14,Alabama,SweetSixteen,9,100.0,66.88,37.52,14.74,7.55,3.19,1.3,75.92307692307692
15,Vanderbilt,SweetSixteen,13,100.0,64.76,34.2,13.05,6.97,2.63,1.2,82.33333333333333
16,Wisconsin,east,5,100.0,68.27,36.93,14.21,7.36,3.01,1.07,92.45794392523365
17,Nebraska,SweetSixteen,14,100.0,67.52,39.91,15.72,8.08,3.09,1.05,94.23809523809524
18,Arkansas,south,5,100.0,62.58,34.17,14.33,6.14,2.83,1.05,94.23809523809524
19,Louisville,south,6,100.0,58.9,28.95,12.83,5.32,2.14,0.7,141.85714285714286
