,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,84.56,67.01,51.96,38.42,25.73,17.44,4.73394495412844
1,Duke,FinalFour,1,100.0,86.24,63.16,45.9,33.17,21.65,14.39,5.949270326615705
2,Florida,FinalFour,8,100.0,85.6,58.94,41.56,27.97,17.26,8.53,10.723329425556859
3,Arizona,FinalFour,9,100.0,79.58,60.81,39.56,25.0,15.32,8.31,11.033694344163658
4,Illinois,EliteEight,13,100.0,77.18,51.35,32.74,20.37,12.37,6.69,13.947683109118087
5,Houston,EliteEight,16,100.0,76.92,48.14,29.23,16.98,8.75,4.8,19.833333333333336
6,Connecticut,EliteEight,12,100.0,78.93,57.74,35.59,19.12,9.66,4.58,20.83406113537118
7,Purdue,SweetSixteen,4,100.0,73.9,51.77,32.88,16.88,8.0,4.34,22.04147465437788
8,Iowa St.,SweetSixteen,2,100.0,66.79,41.09,24.2,13.82,7.21,3.12,31.051282051282048
9,Gonzaga,SweetSixteen,8,100.0,72.79,44.57,30.23,12.6,5.4,2.42,40.32231404958678
10,Michigan St.,EliteEight,9,100.0,72.7,41.86,22.57,10.24,4.6,2.41,40.49377593360996
11,Vanderbilt,midwest,5,100.0,71.51,43.72,19.51,12.07,5.21,2.18,44.871559633027516
12,Tennessee,west,5,100.0,69.01,41.64,17.79,9.24,3.94,1.82,53.94505494505495
13,Alabama,SweetSixteen,14,100.0,67.29,36.41,16.56,9.14,4.67,1.8,54.55555555555556
14,Louisville,south,5,100.0,58.59,36.99,19.39,9.6,4.65,1.73,56.80346820809248
15,Texas Tech,SweetSixteen,9,100.0,55.7,31.57,15.53,7.6,3.33,1.43,68.93006993006993
16,Arkansas,east,5,100.0,71.76,45.11,16.62,7.82,3.12,1.37,71.992700729927
17,Kansas,SweetSixteen,15,100.0,72.64,36.62,17.17,7.46,3.76,1.32,74.75757575757576
18,Virginia,SweetSixteen,13,100.0,63.41,33.99,11.77,6.04,2.71,1.18,83.7457627118644
19,North Carolina,midwest,6,100.0,59.69,37.34,18.98,7.72,3.12,0.99,100.01010101010101
20,Nebraska,SweetSixteen,3,100.0,61.14,31.05,16.06,7.15,2.91,0.98,101.0408163265306
21,Wisconsin,south,6,100.0,60.77,30.9,13.72,6.52,3.03,0.93,106.5268817204301
22,Saint Mary's,east,8,100.0,48.81,16.6,8.83,4.6,1.73,0.67,148.25373134328356
23,St. John's,west,6,100.0,61.65,32.52,16.98,6.29,2.0,0.66,150.5151515151515
24,Iowa,midwest,8,100.0,47.13,18.08,8.5,3.95,1.64,0.59,168.4915254237288
