,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,75.74,57.28,41.16,29.59,21.25,14.31,5.988120195667365
1,Houston,EliteEight,13,100.0,72.66,53.65,38.98,25.15,16.01,9.13,9.952902519167578
2,Illinois,EliteEight,16,100.0,76.16,47.6,31.84,21.4,12.02,7.2,12.888888888888888
3,Duke,FinalFour,1,100.0,78.43,54.4,35.17,20.78,11.44,6.89,13.513788098693759
4,Arizona,FinalFour,9,100.0,71.08,52.0,33.77,20.27,12.32,6.82,13.66275659824047
5,Connecticut,FinalFour,8,100.0,83.69,57.14,35.18,21.33,12.27,6.35,14.748031496062994
6,Florida,SweetSixteen,13,100.0,76.93,46.53,24.88,16.86,9.11,4.97,19.12072434607646
7,Purdue,SweetSixteen,3,100.0,73.93,43.97,28.66,16.53,8.84,4.75,20.05263157894737
8,Iowa St.,EliteEight,9,100.0,65.86,41.85,28.67,14.38,7.73,4.17,22.980815347721823
9,Vanderbilt,SweetSixteen,2,100.0,65.34,40.02,21.92,12.19,7.25,4.0,24.0
10,Kansas,SweetSixteen,15,100.0,70.26,42.18,21.9,11.49,6.85,3.02,32.11258278145696
11,Tennessee,SweetSixteen,14,100.0,67.29,40.58,21.44,12.21,5.49,2.36,41.37288135593221
12,Nebraska,EliteEight,12,100.0,72.09,49.26,27.82,14.24,6.12,2.28,42.85964912280702
13,Alabama,east,5,100.0,63.73,35.49,15.65,8.89,3.94,1.82,53.94505494505495
14,Gonzaga,SweetSixteen,8,100.0,66.29,35.12,20.0,9.72,4.01,1.76,55.81818181818181
15,Louisville,east,7,100.0,55.97,29.7,19.37,7.97,3.53,1.72,57.139534883720934
16,Michigan St.,SweetSixteen,9,100.0,64.73,40.5,19.21,9.3,3.95,1.7,57.8235294117647
17,Virginia,SweetSixteen,4,100.0,67.75,39.8,18.23,6.95,3.48,1.36,72.52941176470588
18,Texas Tech,west,5,100.0,56.57,29.26,15.66,7.54,3.32,1.26,78.36507936507937
19,St. John's,west,7,100.0,61.44,30.61,17.08,7.32,2.59,1.23,80.30081300813008
20,N.C. State,midwest,8,100.0,60.33,27.35,14.6,8.12,3.53,1.14,86.71929824561404
21,Iowa,south,6,100.0,55.35,34.09,15.25,6.29,3.01,1.12,88.28571428571428
22,North Carolina,midwest,5,100.0,58.26,32.29,14.77,7.27,2.89,0.99,100.01010101010101
23,Saint Louis,west,6,100.0,55.78,30.15,10.26,5.19,1.97,0.96,103.16666666666667
24,Texas A&M,west,8,100.0,50.31,20.92,12.32,6.03,2.19,0.79,125.58227848101265
25,Arkansas,south,5,100.0,56.27,29.3,12.15,5.05,2.15,0.78,127.2051282051282
26,Auburn,midwest,7,100.0,49.14,21.1,10.78,4.47,1.97,0.77,128.87012987012986
27,Villanova,south,8,100.0,48.99,23.36,11.65,4.8,1.96,0.73,135.986301369863
28,BYU,east,6,100.0,45.73,23.77,9.05,3.38,1.63,0.71,139.84507042253523
29,Utah St.,south,7,100.0,55.98,23.58,10.12,4.4,1.95,0.63,157.73015873015873
30,Indiana,east,9,100.0,52.26,18.32,7.72,3.4,1.22,0.56,177.57142857142856
31,Clemson,east,8,100.0,47.74,17.11,6.85,2.88,1.1,0.43,231.5581395348837
32,Wisconsin,west,9,100.0,49.69,18.46,7.73,3.51,1.21,0.4,248.99999999999997
33,Miami FL,east,11,100.0,54.27,24.13,9.12,2.51,1.16,0.38,262.15789473684214
34,SMU,south,9,100.0,51.01,17.45,8.24,2.93,1.18,0.36,276.77777777777777
35,Ohio St.,west,11,100.0,44.22,22.65,8.36,3.73,1.18,0.33,302.030303030303
36,Kentucky,midwest,6,100.0,45.33,22.48,9.89,3.74,1.3,0.31,321.5806451612903
37,Saint Mary's,midwest,11,100.0,54.67,24.26,9.25,2.99,1.04,0.25,399.0
38,Texas,east,10,100.0,44.03,20.45,10.92,2.03,0.64,0.24,415.6666666666667
39,Georgia,midwest,10,100.0,50.86,20.76,8.78,3.6,0.98,0.2,498.99999999999994
40,Tulsa,south,12,100.0,43.73,19.91,7.99,2.75,0.57,0.2,498.99999999999994
41,UCLA,west,10,100.0,38.56,15.98,7.7,2.38,0.75,0.17,587.235294117647
42,Liberty,midwest,12,100.0,41.74,15.38,5.59,1.97,0.5,0.17,587.235294117647
43,Miami OH,south,11,100.0,44.65,17.96,5.12,1.34,0.44,0.06,1665.6666666666667
44,UCF,midwest,9,100.0,39.67,12.65,4.93,1.89,0.27,0.06,1665.6666666666667
45,High Point,midwest,13,100.0,32.71,11.75,3.4,0.81,0.28,0.05,1999.0
46,California,south,10,100.0,44.02,13.95,4.33,1.54,0.28,0.04,2499.0
47,Tennessee Martin,west,15,100.0,23.84,5.81,1.83,0.34,0.08,0.02,4999.0
48,Yale,west,13,100.0,35.27,13.94,4.34,0.91,0.18,0.01,9999.0
49,Cal Baptist,south,13,100.0,29.74,8.61,2.57,0.72,0.17,0.01,9999.0
50,Belmont,west,12,100.0,43.43,16.3,4.3,1.24,0.1,0.01,9999.0
51,UC Irvine,midwest,14,100.0,26.07,9.29,2.61,0.44,0.07,0.01,9999.0
52,Stephen F. Austin,east,12,100.0,36.27,11.51,2.47,0.38,0.06,0.01,9999.0
53,Austin Peay,midwest,15,100.0,27.91,8.88,2.21,0.38,0.12,0.0,0.0
54,St. Thomas,south,14,100.0,34.66,7.93,1.43,0.58,0.11,0.0,0.0
55,Troy,west,14,100.0,33.71,12.08,2.93,0.61,0.07,0.0,0.0
56,Wright St.,south,15,100.0,27.34,8.82,2.85,0.28,0.05,0.0,0.0
57,Navy,east,16,100.0,24.26,7.29,1.0,0.28,0.05,0.0,0.0
58,Merrimack,south,16,100.0,28.92,7.19,1.73,0.22,0.03,0.0,0.0
59,East Tennessee St.,east,15,100.0,34.14,8.0,1.59,0.19,0.03,0.0,0.0
60,Portland St.,east,14,100.0,32.25,12.3,3.05,0.31,0.01,0.0,0.0
61,UMBC,midwest,16,100.0,16.31,2.86,0.09,0.01,0.0,0.0,0.0
62,Bethune Cookman,west,16,100.0,21.57,6.22,1.27,0.0,0.0,0.0,0.0
63,UNC Wilmington,east,13,100.0,23.07,6.47,0.27,0.0,0.0,0.0,0.0
