muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Tm_TeamID,Opp_TeamID,TeamID,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,Team_Opp,TeamID_Opp,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,TeamID_y,Team_Standardized_Tm,Tm_y,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Team_Standardized_Opp,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team,home_team,date,commence_time,DraftKings,BetMGM spreads,FanDuel,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas,Pt_Spread_Difference,Total_Diff,Pomeroy_PointDiffSelection,MG_ATS_PointDiffSelection,Both
VMIMissouri11-9,2025-11-09,SC at SEC,285 VMI at 27 Missouri,"Missouri -28.4, 94-66 (97%)",36.62089422391605,0,H,VMI,11/09/2025,99.27850916999522,111.11266404154324,0.2149944007316232,0.0260808121797823,65.78134305890033,Missouri,119.97310145013184,98.01194295786216,0.9109304956011628,0.9739191878202176,94.14045148527605,73.37149862293597,VMI,0,,,,,,,,,,,,,,,,,0.3949048792892855,0.9779389674125032,739564,,,,285,27,,,,VMI,Missouri,-28.359108426375712,159.92179454417638,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-6.799999999999997,100.9,107.7,74.0,17.599999999999994,118.3,100.7,72.4,,,,,,942,497,942,-9.100999999999999,100.586,109.687,72.6273,Missouri,497,19.130100000000013,118.433,99.3029,72.604,VMI,75.08291421815254,0.05677687512702878,-0.2676449858213239,103.9080345405536,104.17567952637485,942,VMI,VMI,74.01042462488533,0.6923239665906333,7.524207243295819,113.47286372950636,105.94865648621045,Missouri,73.30385322317396,97.21397360649436,170.5178268296683,-23.910120383320404,75.24719101123596,70.92442082510199,97.55427314653267,168.47869397163464,-26.629852321430675,74.05944507303371,82.3786141929469,93.551409521158,175.9300237141049,-11.172795328211109,78.0466062269566,-2.6895129791947596,78.0466062269566,-2.1853049743547786,78.0466062269566,VMI,Missouri,11/09/2025,2025-11-09 14:30:44-06:00,23.5,23.5,23.5,1.2607422565682258,60.10802120713744,58.84727895056921,-26.18951297919476,-26.18951297919476,Missouri,Missouri,1
Coppin St.James Madison11-9,2025-11-09,MEAC at SB,360 Coppin St. at 136 James Madison,"James Madison -19.5, 83-64 (94%)",18.718788050367248,0,H,Coppin St.,11/09/2025,93.15323742049976,113.81036938712052,0.0908492374828257,0.0591659724748239,63.60836916747614,James Madison,108.98518883120526,104.6834988861476,0.6137518426329547,0.940834027525176,83.07763650343989,70.05031109886436,,0,,,,,,,,,,,,,,,,,0.8077099662491586,0.9918363367119558,739564,,,,360,136,,,,Coppin St.,James Madison,-19.46926733596375,146.68600567091602,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-22.400000000000006,91.1,113.5,72.1,0.7000000000000028,107.8,107.1,69.5,,,,,,167,349,167,-17.969799999999992,94.3802,112.35,72.1766,James Madison,349,1.5250000000000057,107.587,106.062,69.7505,Coppin St.,72.6505448884856,-15.957477113286147,-13.827136406747062,99.341577984231,113.168714390978,167,Coppin St.,Coppin St.,71.82692229863798,10.419343616305897,9.657373096413757,111.16034664609334,101.50297354967952,James Madison,65.83605484650234,87.31576293046348,153.1518177769658,-21.479708083961143,70.37851123595505,67.86101202213801,86.6631720270527,154.5241840491907,-18.802160004914683,70.70721823455055,70.8552173174154,93.48896887083012,164.34418618824552,-22.633751553414726,73.29023936318772,-21.326936993139526,73.29023936318772,-2.052126702169261,73.29023936318772,Coppin St.,James Madison,11/09/2025,2025-11-09 12:00:00-06:00,21.5,21.5,20.5,2.5446496381253736,97.88794432061124,95.34329468248586,-41.826936993139526,-41.826936993139526,James Madison,James Madison,1
Idaho St.San Diego St.11-9,2025-11-09,BSky at MWC,278 Idaho St. at 44 San Diego St.,"San Diego St. -22.4, 80-58 (96%)",30.97488452731304,0,H,Idaho St.,11/09/2025,98.34081173418996,109.75835600730537,0.2204263058594823,0.037823590198644,57.88272486083593,San Diego St.,112.06579023222316,94.3974300299823,0.8779416608423827,0.962176409801356,80.25714304812445,67.71731416167353,Idaho St.,0,,,,,,,,,,,,,,,,,0.4813156580481021,0.9772402605034484,739564,,,,278,44,,,,Idaho St.,San Diego St.,-22.37441818728852,138.13986790896038,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-7.299999999999997,101.3,108.6,68.4,20.799999999999997,113.1,92.3,71.0,,,,,,314,722,314,-8.713899999999995,99.6361,108.35,69.2024,San Diego St.,722,14.987200000000001,110.628,95.6408,70.3254,Idaho St.,69.58710109127482,12.419247286380994,9.911326801402108,111.50942015829703,101.59809335689485,314,Idaho St.,Idaho St.,72.18587078507248,11.070700395219818,10.768413220298765,104.25031559460568,93.48190237430683,San Diego St.,61.145074442237686,84.9502853431685,146.09535978540617,-23.805210900930817,68.20786516853933,62.449529217683974,83.07786085830944,145.52739007599342,-20.62833164062546,68.35233793483145,70.51084593721647,75.77079466894604,146.2816406061625,-5.2599487317295655,70.5506388719458,-1.2560217554532898,70.5506388719458,-1.9754178884144835,70.5506388719458,Idaho St.,San Diego St.,11/09/2025,2025-11-09 16:00:00-06:00,21.5,21.5,22.5,1.6062285603828275,54.760835557051955,53.15460699666913,-23.75602175545329,-23.75602175545329,San Diego St.,San Diego St.,1
WashingtonBaylor11-9,2025-11-09,B10 at B12,48 Washington at 40 Baylor,"Baylor -5.3, 79-74 (69%)",67.47922830236328,0,H,Washington,11/09/2025,115.60564105607926,103.24505887138488,0.7859044570562551,0.3100714455977172,73.61977211421566,Baylor,117.5853913879836,97.95800613569727,0.8909224372871449,0.6899285544022828,78.92201247134425,68.78180590098533,Washington,0,,,,,,,,,,,,,,,,,0.4496984092817468,0.7678378849968637,739564,,,,48,40,,,,Washington,Baylor,-5.302240357128582,152.54178458555992,0.0,0.0,0.0,0.0,71.2,101.4,20251109,15.799999999999997,115.5,99.7,71.4,22.400000000000006,119.0,96.6,71.0,,,,,,964,59,964,15.207999999999998,117.128,101.92,71.2524,Baylor,59,16.827799999999996,116.076,99.2482,69.3758,Washington,71.2314623768848,13.670339435984939,14.609669547184112,111.79770234580589,97.18803279862173,964,Washington,Washington,74.51461797167282,11.83358804633808,12.370972303313538,114.13614005608541,101.7651677527718,Baylor,76.16431708150155,85.65577355882024,161.82009064032178,-9.491456477318692,71.1994382022472,77.37964792203498,83.28510002382089,160.66474794585588,-5.905452101785912,69.42685747078652,81.31698199825397,83.8508122253142,165.16779422356817,-2.5338302270602355,74.54754503619603,-0.9842539171759057,74.54754503619603,-2.087331261013503,74.54754503619603,Washington,Baylor,11/09/2025,2025-11-09 19:30:00-06:00,6.5,5.5,6.5,26.794249453351902,53.734154424374395,26.939904971022493,-7.484253917175906,-7.484253917175906,Baylor,Baylor,1
DenverMontana St.11-9,2025-11-09,Sum at BSky,313 Denver at 227 Montana St.,"Montana St. -9.0, 83-74 (79%)",32.894625375143825,0,H,Denver,11/09/2025,97.3005283638155,111.24818133952658,0.1764582022515138,0.2098557886043714,73.87297794221008,Montana St.,104.39715210744193,106.36483639260484,0.4465214966746336,0.7901442113956285,82.89988020950898,75.52146396588981,,0,,,,,,,,,,,,,,,,,0.8921645572748019,0.9826572502772812,739564,,,,313,227,,,,Denver,Montana St.,-9.026902267298894,156.77285815171905,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-13.200000000000003,99.8,113.0,72.3,-5.700000000000003,104.5,110.2,70.8,,,,,,191,504,191,-11.238900000000001,98.5821,109.821,76.3029,Montana St.,504,-4.709000000000003,103.057,107.766,71.1316,Denver,73.50858506164377,8.473218258271734,4.522663838596476,110.83670601468505,106.31404217608849,191,Denver,Denver,71.70853961034608,8.223218702963695,6.838494222537568,110.37154986595559,103.53305564341794,Montana St.,75.80879125787266,86.08435905893256,161.89315031680522,-10.275567801059907,71.8938202247191,77.64604363277388,87.48316226267629,165.12920589545018,-9.837118629902406,76.22959777584269,81.45307130471375,88.08757908583547,169.54065039054922,-6.634507781121727,74.03361353361484,-2.0609111329214187,74.03361353361484,-2.072941178941221,74.03361353361484,Denver,Montana St.,11/09/2025,2025-11-09 14:00:00-06:00,7.5,7.5,7.5,23.752526202697656,57.78034168343065,34.027815480733,-9.560911132921419,-9.560911132921419,Montana St.,Montana St.,1
LipscombMercer11-9,2025-11-09,ASun at SC,254 Lipscomb at 260 Mercer,"Mercer -3.7, 80-76 (63%)",46.064073177942944,0,H,Lipscomb,11/09/2025,98.60226722584883,108.05683166772536,0.2586542089501586,0.3671546643982435,76.41090219053208,Mercer,101.3445966088358,105.92663708345746,0.3755376672749279,0.6328453356017565,80.11541183216795,77.40362679026947,,0,,,,,,,,,,,,,,,,,0.917347484236233,0.9720646846249374,739564,,,,254,260,,,,Lipscomb,Mercer,-3.704509641635866,156.52631402270003,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-5.5,102.6,108.1,71.7,-4.8999999999999915,101.4,106.3,74.3,,,,,,392,454,392,-6.7690000000000055,99.901,106.67,74.8306,Mercer,454,-7.278000000000006,100.044,107.322,74.3388,Lipscomb,72.79395580478464,-13.162536192358916,-7.256366462780686,98.05646562514879,105.31283208792941,392,Lipscomb,Lipscomb,72.02692229863797,14.181843616305912,7.794873096413765,107.57284664609334,99.77797354967952,Mercer,78.23921348580573,83.1628912670444,161.40210475285014,-4.923677781238666,74.82176966292135,80.31362858852323,84.54463971747391,164.85826830599714,-4.2310111289506835,78.12945234943821,69.0775577245865,84.59254540929061,153.6701031338771,-15.51498768470411,73.6393904292375,-22.208646104605243,73.6393904292375,-2.061902932018654,73.6393904292375,Lipscomb,Mercer,11/09/2025,2025-11-09 13:00:00-06:00,4.5,4.5,4.5,33.41175708976246,98.27896773434969,64.86721064458723,-26.708646104605243,-26.708646104605243,Mercer,Mercer,1
Florida AtlanticLiberty11-9,2025-11-09,Amer at CUSA,144 Florida Atlantic at 72 Liberty,"Liberty -11.3, 80-69 (84%)",43.997981823951854,0,H,Florida Atlantic,11/09/2025,105.03401934845677,107.0363898366116,0.4459192292003515,0.1597434437101421,69.12425846376989,Liberty,113.8086083079434,100.38802177169492,0.808913468646439,0.8402565562898578,80.44111711990143,69.632112690581,,0,,,,,,,,,,,,,,,,,0.6119088880913579,0.937831870674422,739564,,,,144,72,,,,Florida Atlantic,Liberty,-11.316858656131544,149.5653755836713,0.0,0.0,0.0,0.0,71.2,101.4,20251109,4.299999999999997,110.5,106.2,72.0,8.399999999999991,113.3,104.9,68.6,,,,,,235,387,235,0.7540000000000049,106.417,105.663,72.5429,Liberty,387,10.638000000000005,112.348,101.71,68.984,Florida Atlantic,72.27211207976923,19.20508226268603,14.646503664677297,115.93126282020934,101.28475915553199,235,Florida Atlantic,Florida Atlantic,69.70966654133815,9.840186674978238,9.32379049832821,117.20493153210184,107.88114103377355,Liberty,77.09571838708729,84.63870309276405,161.73442147985133,-7.5429847056767585,69.37078651685393,72.93799710712078,84.60373382412294,157.5417309312437,-11.665736717002162,70.2851041235955,84.84880518130124,85.17491299112447,170.02371817242573,-0.3261078098232275,70.75933754661418,4.357545270044,70.75933754661418,-1.981261451305187,70.75933754661418,Florida Atlantic,Liberty,11/09/2025,2025-11-09 17:00:00-06:00,5.5,6.5,5.5,30.020551430745247,33.90693734669495,3.886385915949706,-1.1424547299560004,-1.1424547299560004,Liberty,Liberty,1
Le MoyneBowling Green11-9,2025-11-09,NEC at MAC,318 Le Moyne at 166 Bowling Green,"Bowling Green -12.6, 84-72 (85%)",28.408623375238488,0,H,Le Moyne,11/09/2025,101.20269914499364,116.1735070335834,0.1698722312193566,0.1466744251032549,71.86665030747922,Bowling Green,105.43198353263904,103.845212659664,0.5434880315595604,0.8533255748967451,84.44158443071125,72.66901711088231,,0,,,,,,,,,,,,,,,,,0.8486325638585747,0.9834240674202344,739564,,,,318,166,,,,Le Moyne,Bowling Green,-12.574934123232026,156.30823473819046,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-12.299999999999997,99.9,112.2,71.4,1.0,104.2,103.2,72.9,,,,,,383,81,383,-12.147000000000006,102.536,114.683,71.9903,Bowling Green,81,-1.1340000000000003,104.079,105.213,72.5452,Le Moyne,71.80192229863798,12.619343616305905,6.23237309641376,110.86034664609335,104.62797354967952,383,Le Moyne,Le Moyne,72.35896792355734,28.605342608094347,16.514929684366752,109.4838543805973,92.96892469623047,Bowling Green,72.26147245850485,86.6651069576427,158.92657941614755,-14.403634499137851,73.10477528089888,75.86899345154158,88.77747384955308,164.64646730109467,-12.908480398011491,73.35043134213483,72.10715429877506,84.75870035216232,156.86585465093737,-12.651546053387264,72.9706880963048,-14.129419850921735,72.9706880963048,-2.0431792666965407,72.9706880963048,Le Moyne,Bowling Green,11/09/2025,2025-11-09 13:00:00-06:00,13.5,13.5,13.5,9.927139684333097,91.07937480772912,81.15223512339603,-27.629419850921735,-27.629419850921735,Bowling Green,Bowling Green,1
Loyola ChicagoNorth Texas11-9,2025-11-09,A10 vs. Amer,117 Loyola Chicago vs. 93 North Texas,"North Texas -2.3, 71-68 (59%)",59.365473772802375,0,N,Loyola Chicago,11/09/2025,108.02984332059044,103.74914968152434,0.6141908413276846,0.4068472422539282,68.47185653253914,North Texas,107.331929631294,99.75436203083356,0.6988814390403205,0.5931527577460718,70.7538285557484,67.22557572906828,,0,,,,,,,,,,,,,,,,,0.7949862130311983,0.8497014905419679,739564,,,,117,93,,,,Loyola Chicago,North Texas,-2.2819720232092635,139.22568508828755,0.0,0.0,0.0,0.0,71.2,101.4,20251109,1.2000000000000028,107.7,106.5,71.2,10.5,109.2,98.7,68.4,,,,,,419,579,419,4.281000000000006,108.03,103.749,70.8196,North Texas,579,7.57759999999999,107.332,99.7544,68.2204,Loyola Chicago,71.21746335477931,-16.532776983084176,-5.306655038424306,110.45758500831955,115.76424004674382,419,Loyola Chicago,Loyola Chicago,67.33516761395983,13.912115053914771,9.425997795821827,113.76040236821338,104.33440457239148,North Texas,71.7052579881657,78.44953846153847,150.15479644970418,-6.744280473372768,68.4,72.1151015167491,74.51829742783566,146.63339894458477,-2.4031959110865557,67.8559190988764,76.54795332111543,87.47340701771569,164.02136033883113,-10.925453696600258,67.35168303420093,-20.505147184864207,67.35168303420093,-0.0,67.35168303420093,Loyola Chicago,North Texas,11/09/2025,,,,,,97.45825681099511,,,,Loyola Chicago,Loyola Chicago,1
IndianaMarquette11-9,2025-11-09,B10 vs. BE,33 Indiana vs. 53 Marquette,"Indiana -2.6, 78-75 (60%)",75.81007810322805,0,N,Indiana,11/09/2025,116.32208224211968,98.41909246014112,0.8723583043982627,0.5983978915730868,77.56009572519305,Marquette,111.5368639450912,97.70031671959605,0.821006137672922,0.4016021084269132,74.91658676025538,72.20682775285258,,0,,,,,,,,,,,,,,,,,0.6624084235664718,0.5683816648314445,739564,,,,33,53,,,,Indiana,Marquette,2.6435089649376664,152.47668248544844,0.0,0.0,0.0,0.0,71.2,101.4,20251109,19.400000000000006,116.7,97.3,70.6,16.299999999999997,112.5,96.2,73.6,,,,,,327,431,327,17.902900000000002,116.322,98.4191,71.3038,Marquette,431,13.836700000000008,111.537,97.7003,72.7778,Indiana,71.92043442460816,27.452580619714368,21.777993468068757,116.84275349163036,95.0647600235615,327,Indiana,Indiana,74.65180185483898,6.15260989816942,9.271141342759385,108.1008623355852,98.82972099282577,Marquette,80.79983889369056,78.78253108170998,159.58236997540052,2.0173078119805865,72.97977528089886,81.68671056611112,78.90272426618625,160.58943483229737,2.7839862999248624,72.88390021966292,85.87445627215527,76.42287341924498,162.29732969140025,9.451582852910292,75.40716320196333,16.061703683965803,75.40716320196333,-0.0,75.40716320196333,Indiana,Marquette,11/09/2025,2025-11-09 12:00:00-06:00,2.5,2.5,2.5,40.590361400171645,6.304722724993727,-34.28563867517792,13.561703683965803,13.561703683965803,Marquette,Indiana,0
MaristDartmouth11-9,2025-11-09,MAAC at Ivy,199 Marist at 216 Dartmouth,"Dartmouth -3.2, 72-69 (63%)",46.56315803371042,0,H,Marist,11/09/2025,99.29504741143536,105.09633572279049,0.3423161195444907,0.3745827680844622,69.12559460148442,Dartmouth,103.30748169187036,104.5763121915067,0.4649616382361166,0.6254172319155378,72.27653418132606,70.43297590267679,,0,,,,,,,,,,,,,,,,,0.8848000512446076,0.9588908028189588,739564,,,,199,216,,,,Marist,Dartmouth,-3.1509395798416335,141.40212878281048,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-3.1000000000000085,98.3,101.4,68.7,-5.400000000000006,102.5,107.9,73.3,,,,,,429,176,429,-3.1450000000000102,100.603,103.748,68.1373,Dartmouth,176,-3.971999999999994,101.982,105.954,74.2891,Marist,71.20192229863797,6.5193436163058855,5.63237309641375,105.81034664609334,100.17797354967952,429,Marist,Marist,69.0,0.0,0.0,100.0,100.0,Dartmouth,71.92362292119441,74.53847333060394,146.46209625179836,-2.6148504094095273,70.72626404494382,72.6564521270082,76.27307169027918,148.92952381728736,-3.616619563270987,71.09352097514045,70.00109409965263,70.09241331805251,140.09350741770515,-0.09131921839987456,69.00186290176994,2.5034378233500547,69.00186290176994,-1.9320521612495725,69.00186290176994,Marist,Dartmouth,11/09/2025,2025-11-09 13:00:00-06:00,1.5,1.5,1.5,44.32015031835318,40.57766509203559,-3.7424852263175907,1.0034378233500547,1.0034378233500547,Dartmouth,Marist,0
New HampshireHarvard11-9,2025-11-09,AE at Ivy,356 New Hampshire at 152 Harvard,"Harvard -17.0, 83-66 (92%)",19.286419237704408,0,H,New Hampshire,11/09/2025,95.50327560593688,115.46681581636936,0.101291131439954,0.0805358841258043,65.5239785536986,Harvard,107.05746365126608,104.73586087141317,0.5627001761958731,0.9194641158741956,82.52346697994884,70.03990950004173,,0,,,,,,,,,,,,,,,,,0.8383742275094861,0.9908018834537704,739564,,,,356,152,,,,New Hampshire,Harvard,-16.999488426250238,148.04744553364742,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-18.299999999999997,95.7,114.0,72.3,-1.2000000000000028,104.5,105.7,70.8,,,,,,538,291,538,-17.223799999999997,96.7612,113.985,72.2316,Harvard,291,-0.4309999999999974,105.684,106.115,69.687,New Hampshire,71.87108495555812,-14.198413812429097,-7.84763527622843,95.73834511593091,103.58598039215927,538,New Hampshire,New Hampshire,69.0,0.0,0.0,100.0,100.0,Harvard,69.72593734484381,86.84616754617974,156.57210489102357,-17.12023020133593,71.8938202247191,69.59738291714056,86.3562770616393,155.95365997877985,-16.75889414449874,70.69667849999999,63.93300078864952,73.15806900797458,137.09106979662408,-9.225068219325053,69.65034918445942,-11.701005148990092,69.65034918445942,-1.950209777164872,69.65034918445942,New Hampshire,Harvard,11/09/2025,2025-11-09 11:00:00-06:00,14.5,14.5,14.5,8.364680132758417,86.74422094996505,78.37954081720663,-26.20100514899009,-26.20100514899009,Harvard,Harvard,1
North Carolina CentralAppalachian St.11-9,2025-11-09,MEAC at SB,339 North Carolina Central at 273 Appalachian St.,"Appalachian St. -7.7, 71-63 (79%)",22.204109551401828,0,H,North Carolina Central,11/09/2025,96.91985728140234,114.41316524696552,0.1291815325814587,0.2095106031647554,63.21545698387376,Appalachian St.,98.77859376853868,103.8912839607153,0.3588550539737974,0.7904893968352447,70.95291490470686,66.42467998757908,,0,,,,,,,,,,,,,,,,,0.9226311892651148,0.9879285887709692,739564,,,,339,273,,,,North Carolina Central,Appalachian St.,-7.737457920833101,134.16837188858062,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-14.0,100.5,114.5,70.6,-7.200000000000003,100.5,107.7,68.3,,,,,,567,22,567,-14.748599999999996,98.1964,112.945,70.8459,Appalachian St.,22,-7.7490999999999985,97.5109,105.26,67.3827,North Carolina Central,71.00865161638946,-4.799303015021307,-5.629676937486365,107.64274881173513,113.27242574922141,567,North Carolina Central,North Carolina Central,70.03965905900601,-21.947232723714933,-12.605198526355096,103.85411170591662,116.45931023227162,Appalachian St.,70.28182836475813,79.0232550083848,149.3050833731429,-8.741426643626667,67.72443820224717,66.44433268089901,74.87576400326323,141.32009668416225,-8.431431322364219,67.04758463384832,83.95569547430834,83.32228035389008,167.2779758281984,0.6334151204182632,69.85142906533221,10.283793666957536,69.85142906533221,-1.9558400138293166,69.85142906533221,North Carolina Central,Appalachian St.,11/09/2025,2025-11-09 12:00:00-06:00,8.5,8.5,8.5,20.910695659274502,16.368898556971235,-4.541797102303267,1.7837936669575356,1.7837936669575356,Appalachian St.,North Carolina Central,0
East Texas A&MHawaii11-9,2025-11-09,Slnd at BW,316 East Texas A&M at 108 Hawaii,"Hawaii -17.5, 81-63 (92%)",27.544600077287427,0,H,East Texas A&M,11/09/2025,95.70594267568524,109.63389356703163,0.1732937812346558,0.0777485983165702,63.38826980423853,Hawaii,109.33531118673773,101.0093189271686,0.7131794372505613,0.9222514016834298,80.90127624565707,70.50076692474575,,0,,,,,,,,,,,,,,,,,0.7285805126208935,0.9830270653751044,739564,,,,316,108,,,,East Texas A&M,Hawaii,-17.51300644141854,144.2895460498956,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-14.0,95.5,109.5,72.4,6.5,104.9,98.4,71.6,,,,,,211,294,211,-11.260500000000008,96.9665,108.227,71.8127,Hawaii,294,5.591999999999999,107.932,102.34,70.5547,East Texas A&M,69.0,0.0,0.0,100.0,100.0,211,East Texas A&M,East Texas A&M,74.53942229863799,10.20684361630589,7.507373096413756,101.52284664609334,94.0154735496795,Hawaii,65.59729632751119,84.80064532995505,150.39794165746622,-19.203349002443858,72.8067415730337,67.70647739217533,84.2890213372607,151.99549872943604,-16.582543945085376,71.16184697598314,65.11339386708686,74.36299301831194,139.4763868853988,-9.249599151225084,72.23623790176995,-9.498877055903009,72.23623790176995,-2.0226146612495484,72.23623790176995,East Texas A&M,Hawaii,11/09/2025,,,,,,81.71758948313851,,,,East Texas A&M,East Texas A&M,1
PennAmerican11-9,2025-11-09,Ivy at Pat,294 Penn at 292 American,"American -4.1, 79-75 (65%)",37.17864916569425,0,H,Penn,11/09/2025,102.396288314666,115.17987972177032,0.2053945322886679,0.3525377487223941,74.96673369815187,American,101.85594439416693,108.67296009455464,0.3219095109556392,0.6474622512776058,79.03616846862306,71.27889301072022,,0,,,,,,,,,,,,,,,,,0.933598020939864,0.9791528114639676,739564,,,,294,292,,,,Penn,American,-4.06943477047119,154.00290216677493,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-8.5,104.7,113.2,73.4,-10.399999999999991,99.9,110.3,69.5,,,,,,637,21,637,-9.956999999999994,103.745,113.702,72.9249,American,21,-9.554999999999993,100.549,110.104,70.2455,Penn,69.0,0.0,0.0,100.0,100.0,637,Penn,Penn,72.82692229863797,5.669343616305888,4.219873096413751,111.01034664609335,106.79047354967952,American,79.33027136389268,82.15816692974157,161.48843829363426,-2.827895565848891,71.64747191011236,78.79533449833754,83.4061685532823,162.20150305161985,-4.61083405494476,71.94727616502807,72.26191077851749,79.44424969712767,151.70616047564516,-7.182338918610185,70.57665222761264,-6.033396451029091,70.57665222761264,-1.9761462623731632,70.57665222761264,Penn,American,11/09/2025,2025-11-09 12:00:00-06:00,1.5,1.5,1.5,44.32015031835318,71.72221809009588,27.4020677717427,-7.533396451029091,-7.533396451029091,American,American,1
LehighWest Virginia11-9,2025-11-09,Pat at B12,281 Lehigh at 58 West Virginia,"West Virginia -20.7, 80-59 (95%)",29.395889590455745,0,H,Lehigh,11/09/2025,99.56686099156784,111.19510055778488,0.2192136500014625,0.049164091659768,59.45697920603213,West Virginia,112.17953129019573,96.8319289170363,0.8444769199498549,0.950835908340232,80.1227328314645,66.77780463119541,Lehigh,0,,,,,,,,,,,,,,,,,0.5514140259744008,0.9773970006409334,739564,,,,281,58,,,,Lehigh,West Virginia,-20.665753625432373,139.57971203749662,0.0,0.0,0.0,0.0,71.2,101.4,20251109,-9.699999999999989,98.9,108.6,72.3,10.299999999999997,110.2,99.9,67.5,,,,,,385,976,385,-8.89,100.878,109.768,71.4227,West Virginia,976,12.6327,110.74,98.1073,67.1938,Lehigh,71.68278314155998,9.713660586957998,3.7736886632511935,107.5312825200889,103.75759385683763,385,Lehigh,Lehigh,70.889772586782,2.7317421209951527,7.879050031198579,105.03527010556846,97.15622007436981,West Virginia,64.92915205115489,83.17857029132021,148.10772234247509,-18.249418240165326,68.54283707865169,63.95862734738199,83.08137931698228,147.04000666436428,-19.122751969600287,67.40396937162922,71.4890883421775,78.86992935068812,150.35901769286562,-7.380841008510629,71.37045218107862,2.860301356363806,71.37045218107862,-1.9983726610701922,71.37045218107862,Lehigh,West Virginia,11/09/2025,2025-11-09 14:00:00-06:00,19.5,19.5,18.5,3.9042694968427716,39.26535256269854,35.361083065855766,-15.639698643636194,-15.639698643636194,West Virginia,West Virginia,1
