,away_team_x,home_team_x,commence_time,DraftKings,BetMGM spreads,Caesars spreads,FanDuel,BetOnline.ag spreads,BetRivers spreads,teams,date,muid,Date,conmatch,matchup,prediction,ttq,Div1,HomeAway,Tm,Date_zero,tm_oe,tm_de,tm_Bart,tm_winpercent,tm_proScore,opp,opp_oe,opp_de,opp_Bart,opp_winpercent,opp_proScore,tpro,tm_qual,gp,result,tempo,possessions,tm_pts,opp_pts,winner,loser,tm_adjt,opp_adjt,tm_adjo,tm_adjd,opp_adjo,opp_adjd,gamevalue,mismatch,blowout,tm_elite,opp_elite,ord_date,tm_ppp,opp_ppp,gameppp,tm_rk,opp_rk,tm_gs,opp_gs,gamestats,AWAY,HOME,VegasSpread,VegasTotal,Reg_dif,Over_dif,Daily_Reg_Tm_net_eff,Daily_Reg_Opp_net_eff,LeagueTempo,LeagueOE,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,tm_ptdiff,tm_offensive_rating,tm_defensive_rating,opp_offensive_rating,opp_defensive_rating,Team,TRank_Tm_AdjEM,TRank_Tm_AdjOE,TRank_Tm_AdjDE,TRank_Tm_AdjT,TRank_Opp_AdjEM,TRank_Opp_AdjOE,TRank_Opp_AdjDE,TRank_Opp_AdjT,Team_y,MG_Tm_AdjT,MG_ATS_Tm_net_eff,MG_Tm_AdjEM,MG_Tm_AdjOE,MG_Tm_AdjDE,MG_Opp_AdjT,MG_ATS_Opp_net_eff,MG_Opp_AdjEM,MG_Opp_AdjOE,MG_Opp_AdjDE,Pomeroy_Tm_Score,Pomeroy_Opp_Score,Pomeroy_OverUnder,Pomeroy_PointDiff,Pomeroy_GameTempo,TRank_Tm_Score,TRank_Opp_Score,TRank_OverUnder,TRank_PointDiff,TRank_GameTempo,MG_Tm_Score,MG_Opp_Score,MG_OverUnder,MG_PointDiff,MG_GameTempo,MG_ATS_PointDiff,MG_ATS_GameTempo,Daily_Reg_PointDiff,Daily_Reg_GameTempo,away_team_y,home_team_y,VegasImpliedWinPercent,MG_ATS_ImpliedWinPercent,Dif_from_Vegas
0,Colorado Buffaloes,Miami Hurricanes,2023-12-10 13:00:00-06:00,-1.5,-1.5,-1.5,-1.5,0.0,1.0,Colorado Buffaloes vs Miami Hurricanes,12/10/2023,ColoradoMiami FL12-10,2023-12-10 00:00:00,P12 vs. ACC,24 Colorado vs. 38 Miami FL,"Colorado -1.4, 78-76 (55%)",82.13802877764584,0,N,Colorado,12/10/2023,113.0220390988068,95.60938757532998,0.8725933810947224,0.5515445024632203,77.58141790620915,Miami FL,114.66098823447098,98.7568198778315,0.8477643298218864,0.4484554975367797,76.19802144168257,72.44151550381348,Colorado,0,,,,,,,,,,,,,,,,,0.6177600769783571,0.5678632632142924,738864,,,,24,38,,,,Colorado,Miami FL,1.3833964645265837,153.77943934789172,-3.1,-5.3,0.4,3.4,71.2,101.4,20231210,17.200000000000003,114.0,96.8,70.6,15.700000000000003,116.0,100.3,70.1,,,,,,Colorado,17.412600000000012,113.022,95.6094,70.8682,15.904200000000003,114.661,98.7568,70.5315,Colorado,70.65043919370189,15.084677894414781,15.40366332192777,113.53402839987044,98.13036507794267,70.03466567715442,17.989317266653792,17.54826758982741,113.79148330912116,96.24321571929374,78.38095573765041,76.97294745473481,155.35390319238522,1.4080082829156026,69.50926966292134,77.27634467697835,75.89844732353758,153.17479200051594,1.3778973534407726,70.20281528511235,74.88695125363577,76.52849107019652,151.41544232383228,-1.6415398165607513,69.49409956285166,-2.018552977285566,69.49409956285166,-2.0848229868855555,69.49409956285166,Colorado Buffaloes,Miami Hurricanes,55.67984968164682,57.6224122655634,1.942562583916576
1,Michigan St Spartans,Nebraska Cornhuskers,2023-12-10 17:30:00-06:00,3.5,3.5,3.5,3.5,3.5,3.5,Michigan St Spartans vs Nebraska Cornhuskers,12/10/2023,Michigan St.Nebraska12-10,2023-12-10 00:00:00,B10 at B10,20 Michigan St. at 42 Nebraska,"Nebraska -1.0, 69-68 (54%)",78.32850641998749,1,H,Michigan St.,12/10/2023,111.10021156239246,95.48139271370748,0.8509744010025074,0.4590556302830803,68.28457597348269,Nebraska,114.694768863851,97.17366328194151,0.8706151792289619,0.5409443697169197,69.26622374142545,65.9203045893709,Michigan St.,0,,,,,,,,,,,,,,,,,0.4979749727256234,0.6801131028843688,738864,,,,20,42,,,,Michigan St.,Nebraska,-0.9816477679427607,137.55079971490812,-4.1,-5.9,-6.4,-2.3,71.2,101.4,20231210,17.799999999999997,110.5,92.7,65.1,11.299999999999997,113.1,101.8,68.5,,,,,,Michigan St.,18.30789999999999,112.564,94.2561,65.8769,14.769400000000005,113.223,98.4536,69.0451,Michigan St.,66.20258343244804,13.927212567117408,15.674830320508043,106.42457600915411,90.74974568864609,68.60619269103329,12.506811113069393,13.62524149865034,113.06486246264042,99.43962096399011,67.54877808752484,66.584303391198,134.13308147872283,0.9644746963268318,62.63132022471909,67.87862194874153,69.1302460408191,137.00886798956063,-1.2516240920775772,63.8831060139045,64.7255167184522,66.36961416050048,131.09513087895266,-1.6440974420482775,63.79083139902721,-1.1161321511209792,63.79083139902721,-4.323870133888867,63.79083139902721,Michigan St Spartans,Nebraska Cornhuskers,36.944134018176364,54.23271598656646,17.288581968390098
2,Michigan Wolverines,Iowa Hawkeyes,2023-12-10 15:30:00-06:00,-4.0,-3.5,-4.0,-3.5,-4.0,-4.0,Michigan Wolverines vs Iowa Hawkeyes,12/10/2023,MichiganIowa12-10,2023-12-10 00:00:00,B10 at B10,55 Michigan at 61 Iowa,"Iowa -3.5, 83-80 (62%)",71.8925153063012,1,H,Michigan,12/10/2023,112.7017569387262,102.54867772721552,0.7475683705881968,0.3786277814051571,79.89942288226027,Iowa,117.12991309077664,102.08441149658348,0.8293548707945315,0.6213722185948429,83.41639411452434,72.37916625379812,Michigan,0,,,,,,,,,,,,,,,,,0.5786531394150201,0.803903168068386,738864,,,,55,61,,,,Michigan,Iowa,-3.516971232264069,163.3158169967846,13.5,12.7,1.6,-11.9,71.2,101.4,20231210,12.799999999999997,115.2,102.4,67.8,13.700000000000003,116.9,103.2,73.1,,,,,,Michigan,12.953000000000003,114.186,101.233,68.1714,12.197999999999993,115.627,103.429,73.2585,Michigan,66.90848470925566,8.614712251958526,10.92751378963531,117.57729286738265,106.64977907774731,72.79682266820839,12.646351136228411,11.472495455669577,114.98224969266573,103.50975423699617,79.34418954847617,84.49276062029664,163.8369501687728,-5.14857107182047,69.60926966292133,79.42391700231096,83.25293658957793,162.6768535918889,-3.82901958726697,70.14233858005618,79.82413738027489,85.06332248862935,164.88745986890424,-5.239185108354462,68.40906034239069,-4.877082878271651,68.40906034239069,7.418415321649526,68.40906034239069,Michigan Wolverines,Iowa Hawkeyes,64.83807083005341,67.88495198617726,3.0468811561238454
3,Memphis Tigers,Texas A&M Aggies,2023-12-10 15:00:00-06:00,-8.0,-7.5,-8.0,-7.5,-7.5,-7.5,Memphis Tigers vs Texas A&M Aggies,12/10/2023,MemphisTexas A&M12-10,2023-12-10 00:00:00,Amer at SEC,44 Memphis at 17 Texas A&M,"Texas A&M -7.1, 78-71 (75%)",67.19839159692816,0,H,Memphis,12/10/2023,110.08842495770064,98.38511186007726,0.7845760871625019,0.2519978117463755,71.25961988059834,Texas A&M,119.9892619813992,97.55344725714264,0.9153298428453256,0.7480021882536245,78.33051613877342,69.15431311362805,Memphis,0,,,,,,,,,,,,,,,,,0.3817298259962711,0.7692391106225237,738864,,,,44,17,,,,Memphis,Texas A&M,-7.0708962581750825,149.59013601937176,6.7,-4.8,-3.8,-10.5,71.2,101.4,20231210,15.299999999999997,112.1,96.8,73.2,20.599999999999994,119.3,98.7,65.3,,,,,,Memphis,14.415499999999994,111.538,97.1225,72.9445,19.610699999999994,118.449,98.8383,65.4144,Memphis,73.63292088941748,5.322087300140049,8.100615197506517,107.87203842187704,99.7714232243705,65.3642940896797,21.58046164497338,19.77532208727526,119.4681788195248,99.69285673224955,71.21687433641951,78.61366155082247,149.83053588724198,-7.396787214402963,67.13426966292134,70.83532896216781,78.17630269432713,149.01163165649496,-7.340973732159327,67.01714467415731,69.69817582052741,81.70130169804635,151.39947751857375,-12.00312587751894,67.59780752384837,-13.1376406723639,67.59780752384837,2.7716453040928286,67.59780752384837,Memphis Tigers,Texas AM Aggies,77.69415761393583,89.45699473202855,11.762837118092719
4,St. John's Red Storm,Boston College Eagles,2023-12-10 15:30:00-06:00,6.0,,6.0,5.5,6.0,5.5,St. John's Red Storm vs Boston College Eagles,12/10/2023,Boston CollegeSt. John's12-10,2023-12-10 00:00:00,ACC vs. BE,90 Boston College vs. 47 St. John's,"St. John's -4.3, 79-75 (66%)",66.98295405905401,0,N,Boston College,12/10/2023,108.55712238232717,100.64101319341265,0.7048999543744608,0.3428806815168962,74.64950741936592,St. John's,113.828809032817,99.72488550767358,0.8207187297393838,0.6571193184831037,78.9936660530902,71.86627368834426,Boston College,0,,,,,,,,,,,,,,,,,0.6628453630104969,0.7902583081951207,738864,,,,90,47,,,,Boston College,St. John's,-4.344158633724277,153.6431734724561,-10.7,-8.9,1.9,12.6,71.2,101.4,20231210,6.699999999999989,108.1,101.4,69.9,12.800000000000011,113.4,100.6,70.6,,,,,,Boston College,7.915999999999997,108.557,100.641,69.9681,14.104099999999988,113.829,99.7249,70.8715,Boston College,69.30905777348084,7.3718358610004255,7.840843148122083,107.81404398681929,99.9732008386972,70.52563957959295,14.258652555276171,14.484049517939507,112.70811767315752,98.22406815521799,74.33401703177978,78.59862303370787,152.93264006548765,-4.264606001928087,69.31095505617978,74.35585969698904,78.68312873313333,153.03898843012237,-4.327269036144287,69.64528369592696,71.698873651379,76.28828879080905,147.98716244218804,-4.589415139430045,68.6526071367092,-4.7279792093464295,68.6526071367092,-7.345828963627866,68.6526071367092,Boston College Eagles,St Johns Red Storm,28.38545830986763,67.37470670182603,38.9892483919584
5,Alcorn St Braves,VCU Rams,2023-12-10 13:00:00-06:00,,-14.5,-15.0,-14.5,-14.5,-14.5,Alcorn St Braves vs VCU Rams,12/10/2023,MississippiUCF12-10,2023-12-10 00:00:00,SEC at B12,70 Mississippi at 71 UCF,"UCF -3.4, 71-67 (64%)",64.89819899222113,0,H,Mississippi,12/10/2023,107.06030022693034,99.52073176004812,0.6984234806243225,0.3600540984281407,67.09144499783999,UCF,106.7649238260112,94.40480277718764,0.8045425577129696,0.6399459015718594,70.53209027110105,69.18383769665932,,0,,,,,,,,,,,,,,,,,0.618545138628426,0.8398017485845396,738864,,,,70,71,,,,Mississippi,UCF,-3.440645273261069,137.62353526894105,-9.7,-12.9,4.8,14.5,71.2,101.4,20231210,7.0,108.4,101.4,65.9,11.0,106.3,95.3,73.1,,,,,,Mississippi,10.226399999999998,108.47,98.2436,66.5439,9.746799999999993,105.395,95.6482,71.737,Mississippi,67.46740520076584,2.0673697608510793,6.019213277934345,106.9167739129535,100.89756063501916,72.51593054282189,18.137696325118995,13.829362774811262,103.07426794833074,89.2449051735195,67.01327697786188,73.94894329068708,140.96222026854895,-6.935666312825205,67.65856741573033,66.6920065305234,70.39368475069662,137.08569128122002,-3.7016782201732212,67.04578306601123,62.86263646929024,72.46300145946766,135.32563792875789,-9.600364990177425,68.71434928993196,-13.16099502310594,68.71434928993196,-8.77495983302289,68.71434928993196,Mississippi Rebels,Central Florida Knights,,89.49750243460235,
6,Princeton Tigers,Saint Joseph's Hawks,2023-12-10 12:00:00-06:00,-1.0,,-1.0,-1.5,-1.0,-1.0,Princeton Tigers vs Saint Joseph's Hawks,12/10/2023,PrincetonSaint Joseph's12-10,2023-12-10 00:00:00,Ivy at A10,77 Princeton at 84 Saint Joseph's,"Saint Joseph's -3.1, 69-66 (63%)",61.44712137254052,0,H,Princeton,12/10/2023,111.50192103780518,104.55995740186728,0.6768281807239624,0.3708685043078361,66.36215233054072,Saint Joseph's,106.88741159508994,95.73069656651477,0.7803532352458413,0.6291314956921639,69.48304654249893,64.79581308275516,,0,,,,,,,,,,,,,,,,,0.652621598307166,0.8528739749138389,738864,,,,77,84,,,,Princeton,Saint Joseph's,-3.120894211958202,135.84519887303964,-22.8,-13.3,-11.4,11.3,71.2,101.4,20231210,13.599999999999994,115.1,101.5,64.9,8.100000000000009,105.9,97.8,67.9,,,,,,Princeton,9.753,112.971,103.218,65.3158,8.5244,105.516,96.9916,68.4503,Princeton,65.5549448817305,15.295996755318015,11.436673938757654,112.37127877504454,100.93460483628687,67.90972672686519,12.11463755559788,10.70141850710868,105.5907832918419,94.88936478473322,66.79816477394066,67.45815125065872,134.25631602459936,-0.6599864767180605,61.89199438202248,65.9675848528421,69.34662456288135,135.31420941572344,-3.379039710039251,62.793344167696624,63.921385997234786,67.57117942677247,131.49256542400727,-3.649793429537688,62.5255392206886,-0.0014941607012275426,62.5255392206886,-15.94313714372651,62.5255392206886,Princeton Tigers,Saint Josephs Hawks,53.79371440662541,50.005676989289725,-3.788037417335687
7,Winthrop Eagles,Arkansas-Little Rock Trojans,2023-12-10 12:00:00-06:00,1.0,1.5,1.0,1.5,1.0,1.0,Winthrop Eagles vs Arkansas-Little Rock Trojans,12/10/2023,WinthropLittle Rock12-10,2023-12-10 00:00:00,BSth at OVC,159 Winthrop at 237 Little Rock,"Winthrop -0.2, 82-81 (51%)",58.51001421902767,0,H,Winthrop,12/10/2023,107.37790919197842,109.77680515584323,0.4368170563024206,0.5073269486280879,81.07365063076276,Little Rock,107.45781951329516,110.13885269847262,0.429620433229277,0.4926730513719121,80.8672824226589,71.44704760270389,,0,,,,,,,,,,,,,,,,,0.8985948859189467,0.939949801867305,738864,,,,159,237,,,,Winthrop,Little Rock,0.2063682081038536,161.94093305342165,-16.3,-6.7,-8.9,7.4,71.2,101.4,20231210,-0.19999999999998863,108.4,108.6,69.0,-4.299999999999997,106.4,110.7,71.5,,,,,,Winthrop,0.4240000000000066,108.792,108.368,69.0206,-5.51100000000001,106.079,111.59,71.4253,Winthrop,68.9415949947853,-1.339269219770338,-0.9166464775511647,110.25420918582574,111.17085566337691,71.2078020003995,1.367908434261761,-1.4580573704913757,108.18814349679131,109.6462008672827,79.72011506399741,81.18663609235956,160.90675115635696,-1.466521028362152,69.29073033707866,80.59144135925807,80.70849336329549,161.29993472255356,-0.11705200403741856,69.23900366825842,79.91596636518202,84.08867036351731,164.00463672869932,-4.172703998335294,68.94914952219669,-3.7974286060591,68.94914952219669,-13.154808237339921,68.94914952219669,Winthrop Eagles,Little Rock Trojans,46.20628559337459,64.11968895030056,17.91340335692597
8,Brown Bears,Providence Friars,2023-12-10 11:00:00-06:00,-15.5,-15.5,-15.5,-14.5,-15.0,-15.5,Brown Bears vs Providence Friars,12/10/2023,Long Beach St.USC12-10,2023-12-10 00:00:00,BW at P12,142 Long Beach St. at 21 USC,"USC -16.5, 89-73 (91%)",51.25844030102901,0,H,Long Beach St.,12/10/2023,105.35113759602226,105.7461739585978,0.4892414018832609,0.0869336589863129,72.7838116920467,USC,116.784003754287,95.54299435244384,0.909588614284147,0.9130663410136872,89.29861876548419,75.36275525431589,Long Beach St.,0,,,,,,,,,,,,,,,,,0.3988369816153683,0.9268714893255144,738864,,,,142,21,,,,Long Beach St.,USC,-16.514807073437495,162.0824304575309,3.9,5.6,-6.6,-10.4,71.2,101.4,20231210,2.200000000000003,106.3,104.1,73.8,16.799999999999997,113.6,96.8,70.3,,,,,,Long Beach St.,2.3500000000000085,106.739,104.389,73.9319,18.483599999999996,115.285,96.8014,70.335,Long Beach St.,73.20698391037806,-4.814021976176319,-1.9554095361097756,103.39942255699748,105.35483209310725,69.61946361351102,6.504528235581717,10.884377734519855,114.32417836060695,103.4398006260871,71.88796501956418,87.37731778821569,159.26528280777987,-15.489352768651514,72.86713483146066,72.35091178402874,89.12280806857534,161.47371985260406,-16.7718962845466,73.03371048455055,73.40486713042269,87.42460865204919,160.8294757824719,-14.0197415216265,71.58189540173386,-10.12326719473505,71.58189540173386,0.8861838650734626,71.58189540173386,Long Beach St Beach,Southern California Trojans,93.00536172447475,83.25072884167139,-9.754632882803364
9,Tulsa Golden Hurricane,Oklahoma St Cowboys,2023-12-10 17:30:00-06:00,-6.0,-5.5,-6.0,-6.5,-6.0,-5.5,Tulsa Golden Hurricane vs Oklahoma St Cowboys,12/10/2023,Oklahoma St.Tulsa12-10,2023-12-10 00:00:00,B12 vs. Amer,87 Oklahoma St. vs. 179 Tulsa,"Oklahoma St. -6.1, 73-67 (73%)",50.51082154686635,0,N,Oklahoma St.,12/10/2023,106.30049068953552,98.27875546575048,0.7114246329400559,0.7325359155377098,72.92910773366756,Tulsa,101.27749457621226,102.20833740181068,0.4737207675187604,0.2674640844622902,66.81160494295133,69.95831759163845,,0,,,,,,,,,,,,,,,,,0.9090787898851808,0.7849773313394228,738864,,,,87,179,,,,Oklahoma St.,Tulsa,6.11750279071623,139.7407126766189,-7.5,-11.0,-4.4,3.1,71.2,101.4,20231210,7.200000000000003,107.5,100.3,66.6,-1.7999999999999972,100.3,102.1,72.5,,,,,,Oklahoma St.,8.021199999999993,106.3,98.2788,67.455,-0.9309999999999974,101.277,102.208,71.5602,Oklahoma St.,67.12768351199627,4.107032300277072,4.653062890712794,107.38591540580093,102.73285251508815,71.6819348346313,6.932775064571135,4.760499270534309,101.30254634155753,96.5420470710232,73.40548178728142,67.28157558922277,140.68705737650419,6.123906198058648,67.81601123595505,72.64168312237928,66.54852238352383,139.19020550590312,6.093160738855445,67.79625408707865,69.09669232366275,69.3622448262115,138.45893714987426,-0.2655525025487435,67.58205386385774,-1.9096949970192725,67.58205386385774,-5.068654039789337,67.58205386385774,Oklahoma State Cowboys,Tulsa Golden Hurricane,71.61454169013237,57.215986798828375,-14.398554891303995
