,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,86.07,74.11,60.54,46.36,33.81,24.18,3.1356492969396195
1,Gonzaga,EliteEight,16,100.0,79.71,53.14,33.54,20.1,10.85,6.5,14.384615384615385
2,Duke,FinalFour,1,100.0,75.79,52.4,33.28,21.62,10.91,6.39,14.64945226917058
3,Arizona,FinalFour,9,100.0,76.84,54.56,32.73,18.04,11.0,5.62,16.793594306049823
4,Louisville,SweetSixteen,2,100.0,78.27,53.18,32.71,18.78,10.78,5.37,17.621973929236496
5,Houston,SweetSixteen,13,100.0,74.73,51.27,20.85,13.8,8.19,4.76,20.008403361344538
6,Connecticut,EliteEight,12,100.0,60.1,37.8,26.04,15.75,8.72,4.23,22.640661938534276
7,Alabama,SweetSixteen,14,100.0,69.68,50.33,27.6,15.26,8.12,3.88,24.77319587628866
8,Vanderbilt,EliteEight,13,100.0,65.85,44.54,26.25,15.52,8.43,3.84,25.041666666666668
9,Purdue,SweetSixteen,4,100.0,71.99,45.48,25.93,11.72,7.0,3.83,25.109660574412533
10,Iowa St.,FinalFour,8,100.0,68.86,39.63,23.61,13.74,8.08,3.6,26.77777777777778
11,Illinois,west,5,100.0,63.67,40.78,24.1,14.79,6.14,3.07,31.573289902280134
12,Kansas,south,5,100.0,79.38,47.42,26.68,14.89,6.78,2.5,39.0
13,Michigan St.,EliteEight,9,100.0,65.43,37.75,23.71,9.17,4.66,2.32,42.10344827586208
14,BYU,SweetSixteen,3,100.0,56.21,34.41,17.12,8.71,4.34,1.92,51.083333333333336
15,St. John's,midwest,10,100.0,52.58,29.7,18.37,9.6,4.81,1.83,53.6448087431694
16,Tennessee,midwest,8,100.0,50.57,27.22,14.82,7.6,4.12,1.45,67.96551724137932
17,Iowa,south,7,100.0,56.74,27.92,14.78,8.31,3.83,1.33,74.18796992481202
18,Florida,midwest,9,100.0,49.43,25.53,13.92,6.79,3.42,1.33,74.18796992481202
19,Arkansas,SweetSixteen,15,100.0,66.92,35.23,18.96,8.13,3.43,1.19,83.03361344537815
20,UCLA,west,11,100.0,55.53,34.0,16.41,7.5,2.54,1.07,92.45794392523365
21,Nebraska,SweetSixteen,8,100.0,69.64,34.55,18.14,7.73,2.44,0.96,103.16666666666667
22,Georgia,midwest,7,100.0,47.42,24.12,11.61,5.86,2.44,0.96,103.16666666666667
23,Virginia,midwest,5,100.0,58.73,25.6,12.12,4.8,2.48,0.86,115.27906976744187
24,North Carolina,SweetSixteen,9,100.0,63.22,33.03,14.4,6.91,2.19,0.76,130.57894736842104
25,Kentucky,east,11,100.0,56.9,31.03,14.68,4.25,1.58,0.7,141.85714285714286
26,Clemson,south,6,100.0,50.8,19.74,10.53,4.44,1.6,0.55,180.8181818181818
27,Ohio St.,west,9,100.0,61.91,27.05,11.69,4.63,1.34,0.5,199.0
28,Auburn,midwest,6,100.0,45.31,22.47,9.37,3.95,1.39,0.48,207.33333333333334
29,Saint Mary's,west,7,100.0,62.09,25.63,11.85,4.5,1.18,0.45,221.2222222222222
30,Miami FL,east,10,100.0,56.41,28.77,11.85,3.1,1.14,0.35,284.7142857142857
31,Texas Tech,west,6,100.0,44.47,21.94,9.79,3.82,0.99,0.33,302.030303030303
32,Saint Louis,midwest,11,100.0,54.69,26.11,10.68,3.69,1.15,0.32,311.5
33,Seton Hall,east,6,100.0,43.1,16.57,8.24,2.47,0.8,0.27,369.3703703703704
34,LSU,east,7,100.0,43.59,22.25,11.1,2.73,0.67,0.27,369.3703703703704
35,Utah St.,south,8,100.0,49.53,21.52,7.82,2.08,0.54,0.25,399.0
36,USC,east,5,100.0,51.58,21.25,3.91,1.66,0.62,0.24,415.6666666666667
37,UCF,south,10,100.0,43.26,20.02,5.81,2.63,1.08,0.23,433.78260869565213
38,SMU,south,9,100.0,50.47,17.93,7.56,3.29,1.07,0.22,453.54545454545456
39,Oklahoma,south,11,100.0,49.2,19.07,7.01,2.59,0.97,0.22,453.54545454545456
40,Boise St.,west,8,100.0,38.09,15.51,8.3,3.3,0.89,0.22,453.54545454545456
41,McNeese St.,east,12,100.0,48.42,17.21,4.16,1.25,0.39,0.14,713.2857142857142
42,Arizona St.,east,8,100.0,46.08,10.52,4.67,1.17,0.34,0.09,1110.111111111111
43,Utah Valley,midwest,13,100.0,30.32,12.15,3.28,0.92,0.33,0.09,1110.111111111111
44,Virginia Tech,west,10,100.0,37.91,17.17,6.51,2.23,0.52,0.08,1249.0
45,Butler,east,9,100.0,53.92,11.19,3.19,1.71,0.36,0.06,1665.6666666666667
46,Yale,midwest,12,100.0,41.27,11.92,3.83,1.45,0.45,0.05,1999.0
47,UC San Diego,west,13,100.0,36.78,13.9,3.64,0.9,0.17,0.05,1999.0
48,Southern,west,16,100.0,24.21,5.04,1.56,0.35,0.04,0.03,3332.3333333333335
49,Liberty,west,15,100.0,20.29,4.06,1.8,0.42,0.11,0.02,4999.0
50,High Point,midwest,14,100.0,43.79,17.01,4.68,1.39,0.36,0.01,9999.0
51,Lipscomb,west,14,100.0,30.36,9.51,1.96,0.39,0.09,0.01,9999.0
52,Miami OH,south,12,100.0,20.62,8.0,2.26,0.44,0.05,0.01,9999.0
53,East Tennessee St.,south,15,100.0,34.15,7.52,1.21,0.2,0.04,0.01,9999.0
54,Youngstown St.,midwest,15,100.0,39.9,8.38,2.13,0.32,0.1,0.0,0.0
55,UNC Wilmington,south,13,100.0,33.08,9.35,2.7,0.37,0.06,0.0,0.0
56,Belmont,west,12,100.0,36.33,12.29,3.03,0.81,0.03,0.0,0.0
57,LIU,midwest,16,100.0,31.14,7.62,0.82,0.17,0.02,0.0,0.0
58,Arkansas St.,east,15,100.0,34.57,11.23,3.11,0.36,0.01,0.0,0.0
59,Vermont,south,16,100.0,23.16,5.99,1.29,0.04,0.01,0.0,0.0
60,North Dakota St.,south,14,100.0,21.73,8.01,1.7,0.25,0.0,0.0,0.0
61,Northern Colorado,east,13,100.0,25.27,10.27,1.68,0.21,0.0,0.0,0.0
62,Lindenwood,east,16,100.0,13.93,4.18,1.0,0.03,0.0,0.0,0.0
63,Siena,east,14,100.0,28.01,6.92,1.38,0.01,0.0,0.0,0.0
