,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,84.0,66.24,48.6,36.83,23.89,16.41,5.0938452163315056
1,Duke,FinalFour,1,100.0,88.47,62.62,45.09,31.79,21.86,14.71,5.798096532970767
2,Arizona,FinalFour,9,100.0,85.52,62.79,43.78,30.2,19.08,9.55,9.471204188481675
3,Houston,EliteEight,16,100.0,73.12,50.48,37.83,20.47,12.21,7.06,13.164305949008499
4,Florida,FinalFour,8,100.0,82.01,55.54,35.44,20.83,12.16,6.35,14.748031496062994
5,Purdue,SweetSixteen,3,100.0,80.07,54.22,33.41,20.78,11.83,5.78,16.301038062283737
6,Illinois,EliteEight,13,100.0,72.9,45.9,29.15,16.57,9.7,5.44,17.38235294117647
7,Connecticut,EliteEight,12,100.0,74.43,50.09,30.76,15.89,7.78,3.49,27.653295128939828
8,Michigan St.,EliteEight,9,100.0,76.27,47.47,26.07,11.91,5.61,2.83,34.3356890459364
9,Iowa St.,SweetSixteen,4,100.0,67.7,42.46,25.65,12.14,5.5,2.78,34.97122302158274
10,Louisville,south,5,100.0,61.58,36.22,19.83,10.08,5.18,2.33,41.918454935622314
11,Vanderbilt,midwest,5,100.0,66.09,41.08,19.29,8.49,4.45,2.04,48.01960784313725
12,Gonzaga,SweetSixteen,14,100.0,71.31,41.7,21.39,10.92,4.54,1.91,51.35602094240838
13,Tennessee,west,5,100.0,66.99,40.81,16.12,8.85,3.69,1.84,53.347826086956516
14,Alabama,SweetSixteen,13,100.0,58.12,35.65,17.29,10.64,4.14,1.83,53.6448087431694
15,Kansas,SweetSixteen,15,100.0,66.03,36.75,17.39,9.33,4.33,1.67,58.880239520958085
16,Texas Tech,SweetSixteen,9,100.0,63.3,33.85,14.69,7.09,3.3,1.53,64.359477124183
17,Arkansas,east,5,100.0,54.55,31.29,14.03,6.76,2.68,1.18,83.7457627118644
18,Nebraska,SweetSixteen,8,100.0,68.96,36.66,15.45,6.38,2.41,0.95,104.26315789473685
19,Ohio St.,midwest,9,100.0,56.98,25.25,13.63,6.85,2.77,0.9,110.1111111111111
20,St. John's,west,6,100.0,61.07,34.15,14.57,5.44,2.21,0.87,113.94252873563218
21,Virginia,SweetSixteen,2,100.0,62.58,33.1,14.98,6.81,2.57,0.83,119.48192771084338
22,UCLA,west,7,100.0,53.3,22.11,11.62,3.83,1.53,0.68,146.05882352941174
23,Wisconsin,south,6,100.0,54.95,31.34,14.77,6.01,2.42,0.62,160.29032258064515
24,Indiana,south,11,100.0,45.05,23.14,10.85,4.86,2.21,0.56,177.57142857142856
25,Villanova,south,9,100.0,54.26,22.1,8.49,4.3,1.67,0.55,180.8181818181818
26,Kentucky,midwest,7,100.0,57.28,28.45,13.08,5.06,1.78,0.53,187.67924528301884
27,Utah St.,south,10,100.0,50.9,25.94,13.75,4.29,1.58,0.49,203.08163265306123
28,Iowa,west,8,100.0,48.45,15.96,9.17,4.36,1.46,0.41,242.90243902439028
29,N.C. State,east,10,100.0,45.94,21.98,9.12,3.18,0.9,0.4,248.99999999999997
30,Clemson,east,9,100.0,55.72,20.27,7.42,3.11,1.12,0.39,255.4102564102564
31,Georgia,east,7,100.0,54.06,23.19,12.72,3.87,1.27,0.38,262.15789473684214
32,BYU,east,6,100.0,52.49,30.11,15.16,5.12,1.53,0.37,269.27027027027026
33,North Carolina,midwest,6,100.0,62.03,25.99,10.75,4.51,1.54,0.35,284.7142857142857
34,Saint Louis,west,10,100.0,46.7,19.54,11.24,4.03,1.14,0.35,284.7142857142857
