,Team,Region,Rank,Make,2nd Round,Sweet 16,Elite 8,Final 4,Championship,Win,Odds
0,Michigan,FinalFour,16,100.0,87.49,68.85,52.51,37.43,26.65,17.89,4.589714924538848
1,Arizona,FinalFour,9,100.0,77.39,50.42,35.55,22.42,13.67,8.5,10.764705882352942
2,Illinois,EliteEight,12,100.0,71.73,48.78,33.87,21.78,12.71,6.78,13.749262536873156
3,Houston,SweetSixteen,3,100.0,74.34,51.63,30.94,20.93,11.82,6.47,14.45595054095827
4,Duke,FinalFour,1,100.0,76.12,47.32,30.78,18.08,9.6,5.73,16.45200698080279
5,Purdue,SweetSixteen,8,100.0,69.87,47.53,30.38,17.69,9.9,5.14,18.45525291828794
6,Iowa St.,EliteEight,9,100.0,75.09,44.88,28.63,15.8,8.67,4.3,22.255813953488374
7,Vanderbilt,SweetSixteen,2,100.0,71.69,44.81,24.67,14.15,7.9,4.05,23.69135802469136
8,Florida,SweetSixteen,14,100.0,59.65,34.53,21.02,11.8,6.68,3.2,30.249999999999996
9,Connecticut,EliteEight,13,100.0,68.69,37.77,23.89,13.4,6.65,3.05,31.786885245901644
10,Gonzaga,EliteEight,16,100.0,71.4,42.73,23.32,13.05,6.11,3.03,32.00330033003301
11,Alabama,midwest,5,100.0,63.35,37.05,24.34,11.29,6.24,2.83,34.3356890459364
12,Michigan St.,SweetSixteen,4,100.0,69.7,36.38,21.06,9.58,5.53,2.54,38.370078740157474
13,Louisville,south,6,100.0,61.33,32.61,17.33,9.12,4.65,2.46,39.650406504065046
14,Nebraska,FinalFour,8,100.0,73.58,40.95,18.47,8.14,4.14,1.85,53.054054054054056
15,Virginia,SweetSixteen,15,100.0,64.1,35.59,18.02,8.32,3.59,1.67,58.880239520958085
16,Kansas,south,5,100.0,56.29,31.58,16.57,8.45,3.69,1.65,59.60606060606061
17,Texas Tech,SweetSixteen,9,100.0,67.23,34.83,19.89,9.83,3.82,1.61,61.11180124223602
18,Tennessee,west,5,100.0,67.73,40.13,21.82,9.3,3.53,1.56,63.1025641025641
19,BYU,SweetSixteen,13,100.0,69.54,43.27,17.26,8.47,3.75,1.53,64.359477124183
20,St. John's,west,6,100.0,50.68,28.16,15.06,8.77,3.73,1.46,67.4931506849315
21,Saint Louis,west,7,100.0,52.5,31.35,13.91,7.82,2.95,1.19,83.03361344537815
22,Iowa,east,7,100.0,51.66,26.09,13.85,5.63,2.79,1.18,83.7457627118644
23,Indiana,south,10,100.0,53.37,28.96,14.91,6.21,2.55,0.95,104.26315789473685
24,Arkansas,east,5,100.0,64.12,33.72,13.29,6.44,2.6,0.93,106.5268817204301
25,Clemson,south,7,100.0,46.63,21.74,9.48,4.85,2.0,0.85,116.64705882352942
26,Georgia,midwest,9,100.0,55.92,30.58,14.44,5.67,2.29,0.74,134.13513513513513
27,North Carolina,east,6,100.0,56.51,31.52,13.32,4.96,2.3,0.71,139.84507042253523
28,Auburn,midwest,6,100.0,59.9,24.99,10.99,5.0,1.94,0.67,148.25373134328356
29,UCLA,west,9,100.0,53.05,25.79,13.24,5.11,1.48,0.62,160.29032258064515
30,Utah St.,south,8,100.0,53.03,23.98,12.57,4.17,1.42,0.59,168.4915254237288
31,N.C. State,midwest,8,100.0,44.08,20.59,9.06,3.57,1.45,0.54,184.18518518518516
32,Saint Mary's,midwest,10,100.0,49.71,19.35,8.04,3.84,1.58,0.48,207.33333333333334
33,Texas A&M,west,8,100.0,46.95,19.37,7.92,3.65,1.02,0.38,262.15789473684214
34,Kentucky,midwest,7,100.0,50.29,20.36,7.02,3.24,1.26,0.37,269.27027027027026
35,Wisconsin,west,10,100.0,47.5,20.13,7.86,2.36,0.94,0.36,276.77777777777777
36,Villanova,south,9,100.0,46.97,19.82,6.59,2.47,0.96,0.34,293.1176470588235
37,SMU,east,8,100.0,48.75,15.07,5.99,2.28,0.95,0.32,311.5
38,Miami FL,east,10,100.0,48.34,22.68,9.85,3.43,1.05,0.28,356.1428571428571
39,Tulsa,south,12,100.0,43.71,20.42,6.29,2.12,0.83,0.21,475.19047619047626
40,TCU,east,11,100.0,43.49,22.78,8.37,1.86,0.53,0.15,665.6666666666666
41,New Mexico,south,11,100.0,38.67,16.22,5.96,2.45,0.67,0.14,713.2857142857142
42,UCF,east,9,100.0,51.25,12.01,4.7,1.3,0.46,0.14,713.2857142857142
43,Ohio St.,midwest,11,100.0,40.1,14.9,5.32,1.48,0.37,0.12,832.3333333333334
44,Stephen F. Austin,east,13,100.0,30.46,11.79,2.78,0.89,0.24,0.08,1249.0
45,Virginia Tech,west,11,100.0,49.32,14.2,5.59,1.85,0.51,0.06,1665.6666666666667
46,UC Irvine,midwest,14,100.0,25.66,8.48,2.27,0.78,0.3,0.05,1999.0
47,Belmont,west,12,100.0,32.27,10.61,2.81,0.87,0.29,0.04,2499.0
48,Yale,midwest,12,100.0,36.65,14.26,6.17,1.21,0.15,0.04,2499.0
49,Liberty,east,12,100.0,35.88,11.22,2.62,0.64,0.15,0.04,2499.0
50,High Point,midwest,13,100.0,40.35,14.16,5.42,0.83,0.15,0.03,3332.3333333333335
51,Utah Valley,west,14,100.0,30.13,10.11,2.5,0.81,0.17,0.02,4999.0
52,Montana,south,15,100.0,31.31,11.53,2.42,0.8,0.09,0.02,4999.0
53,Mercer,west,15,100.0,28.6,5.79,1.38,0.33,0.04,0.02,4999.0
