ATS,EMRating,EMRating3GameEMA,EMRating5GameExpMA,EMRating10GameExpMA,AdjO,AdjO3GameEMA,AdjD,AdjD3GameEMA,Date,HomeAway,Op Rank,Opponent,Result,Pace,PPP,EFG%,TO%,OR%,FTR%,PPP1,EFG%1,TO%1,OR%1,FTR%1,OverUnder,ATSVegas,OverUnderVegas,AdjO3ExpMA,AdjO3ExpMAS,AdjO5ExpMA,AdjO10ExpMA,AdjD3ExpMA,AdjD3ExpMAS,AdjD5ExpMA,AdjD10ExpMA,DateNew,WinorLose,Score,WinnerScore,LoserScore,AdjOECurrent,AdjDECurrent,AdjEMCurrent,AdjOECurrentOpp,AdjDECurrentOpp,AdjEMCurrentOpp,PomAdjOECurrent,PomAdjDECurrent,PomAdjEMCurrent,PomAdjTCurrent,PomSpread,PomTotal,PomTempo,TRankSpread,TRankTotal,B3GSpread,B3GTotal,TRankLast10Spread,TRankLast10Total,MC5Spread,MC5Total,MG_Spread,PomAdjOECurrentOpp,PomAdjDECurrentOpp,PomAdjEMCurrentOpp,PomAdjTCurrentOpp,AdjOELast10,AdjDELast10,AdjEMLast10,AdjOEOppLast10,AdjDEOppLast10,AdjEMOppLast10,MC10Spread,MC10Total,MC10Edge,AdjOE_MG,AdjDE_MG,AdjEM_MG,Adj_Margin_EM_MG,AdjOE_MG_Opp,AdjDE_MG_Opp,AdjEM_MG_Opp,Adj_Margin_EM_MG_Opp,Dates,MG_Total,GameDifRating,DifCumSum,DifCumSumEMA,DifCumSumShifted,DifOverplayingandEMA,PomSpreadWinATS,PomSpreadLossATS,PomTotalWinTotal,PomTotalLossTotal,TRankSpreadWinATS,TRankSpreadLossATS,TRankTotalWinTotal,TRankTotalLossTotal,B3GSpreadWinATS,B3GSpreadLossATS,B3GTotalWinTotal,B3GTotalLossTotal,TRankLast10SpreadWinATS,TRankLast10SpreadLossATS,TRankLast10TotalWinTotal,TRankLast10TotalLossTotal,MC5SpreadWinATS,MC5SpreadLossATS,MC5TotalWinTotal,MC5TotalLossTotal,MG_SpreadWinATS,MG_SpreadLossATS,MG_TotalWinTotal,MG_TotalLossTotal,MG_SpreadWinATSResult,VegasImpliedWinPercent,MGImpliedWinPercent,PlayingOverRating,PlayingOverRating3,PlayingOverRatingShift,RollingMeanDiffEM,RollingMeanDiffEMShift,PlayingOverPomeroyTrue,PlayingOverPomeroyShiftTrue,PlayingOverDailyTrue,RollingMeanDiffEMTrue,RollingMeanDiffEMShiftTrue,SignalSum,SignalSumShift,SignalSumShiftAfterGame
13.5,24,,24.39999999999999,24.39999999999999,111.3,0.0,86.9,0.0,Wed 11-09 11-09,H,358 (Ⅳ),Florida A&M,"W, 91-54",76,120.0,66.3,23.7,34.5,61.5,71.2,35.5,23.7,17.9,40.0,4.0,-23.5,141.0,111.3,0.0,111.3,111.3,86.9,0.0,86.9,86.9,20221109,W, 91-54,91,54,105.1,98.0,7.099999999999994,82.4,107.1,-24.69999999999999,102.174,97.5688,4.60499,73.0362,-22.84449235590595,138.39401825482017,72.74322406258891,-27.687812674857682,144.4609311740159,-34.98050611214627,144.4609311740159,-27.687812674857682,144.4609311740159,-34.98050611214627,131.84291544850473,-6.835275525012619,84.1486,106.022,-21.8739,70.018,105.1,98.0,7.099999999999994,82.4,107.1,-24.69999999999999,-34.98050611214627,131.84291544850473,0,99.42500332,103.8479138,-4.422910479999999,-7.604591855,93.09667709,100.932461,-7.8357839100000035,-9.679608159,2022-11-09,146.63990326459702,19.39501,19.39501,0.0,0.0,19.39501,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,-3,0.9873925774343177,0.7424698563114726,19.79500999999999,,0.0,19.39501,0.0,1,0.0,1,1,1,3,0.0,0.0
-8.5,-4,,14.733333333333324,19.127272727272715,115.6,0.0,120.2,0.0,Fri 11-11 11-11,H,235 (Ⅳ),Portland St.,"W, 98-91",80,123.2,56.3,18.9,36.4,78.6,114.4,50.0,8.8,32.6,16.0,41.0,-15.5,148.0,113.45,111.3,112.73333333333332,112.08181818181816,103.55,86.9,98.0,92.95454545454544,20221111,W, 98-91,98,91,105.5,98.0,7.5,93.0,105.0,-12.0,102.689,97.4507,5.23824,73.8475,-16.28439448293281,150.6991720101778,78.01163762091039,-20.13623702447589,161.22094623005123,-25.861808022028587,161.22094623005123,-20.13623702447589,161.22094623005123,-25.861808022028587,175.25150936369124,-11.16000425522526,91.3871,101.871,-10.484,74.2641,105.5,98.0,7.5,93.0,105.0,-12.0,-25.861808022028587,175.25150936369124,0,99.42500332,103.8479138,-4.422910479999999,-7.604591855,85.21737048,97.87263725,-12.655266769999997,-16.02795313,2022-11-11,148.15251608099865,-9.238240000000001,10.156769999999998,19.39501,19.39501,-9.238240000000001,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,3,0.9300536172447476,0.8560767214329831,9.495093333333323,,19.79500999999999,5.078385,19.39501,1,1.0,-1,1,1,1,3.0,0.0
-6.5,-8,3.933333333333328,7.155555555555552,14.195041322314038,89.6,105.5,97.6,101.56666666666666,Mon 11-14 11-14,A,80 (I),Kent St.,"L, 77-65",77,84.2,51.0,35.0,30.3,49.0,99.7,52.4,18.1,26.5,30.2,-12.0,5.5,154.0,101.525,113.45,105.02222222222224,107.99421487603304,100.575,103.55,97.86666666666667,93.799173553719,20221114,L, 77-65,77,65,106.8,100.6,6.200000000000003,102.6,97.0,5.599999999999994,104.439,99.9736,4.4649,73.943,6.033038183120851,151.4730795931866,73.06925248790897,4.0412282727307485,154.5018465460799,22.367852576115304,154.5018465460799,4.0412282727307485,154.5018465460799,22.367852576115304,170.88991095389144,3.0835045238729464,105.375,98.5074,6.86794,69.4693,106.8,100.6,6.200000000000003,102.6,97.0,5.599999999999994,21.949516129801665,170.4383633600244,0,99.42500332,103.8479138,-4.422910479999999,-7.604591855,94.11676352,99.69527351,-5.578509990000001,-9.471517138,2022-11-14,147.04622284724104,-12.4649,-2.308130000000002,16.315596666666668,10.156769999999998,-18.62372666666667,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,-3,0.30020551430745246,0.38450614931403415,2.6906555555555522,-0.5315666666666723,9.495093333333323,-0.769376666666667,5.078385,1,1.0,-1,-1,1,-1,1.0,3.0
10.5,15,1.0999999999999943,10.070370370370366,14.50503380916603,98.1,101.09999999999998,82.2,100.0,Thu 11-17 11-17,A,135 (Ⅲ),Air Force,"W, 64-51",64,100.3,44.4,15.7,26.5,31.5,79.9,42.2,26.6,16.7,35.6,-18.5,-2.5,133.5,99.8125,101.525,102.71481481481482,106.19526671675428,91.3875,100.575,92.64444444444445,91.69023290758828,20221117,W, 64-51,64,51,105.6,100.6,5.0,95.3,100.8,-5.5,103.692,99.8088,3.88334,74.1807,-3.3567433781832676,139.37197662349166,70.80225978392603,-3.5569572397054543,146.37253636136165,-4.633891309743126,146.37253636136165,-3.5569572397054543,146.37253636136165,-4.633891309743126,138.70940014146763,-7.207903513228246,94.0658,100.485,-6.41956,67.0983,105.6,100.6,5.0,95.3,100.8,-5.5,-4.804843517449439,138.47264698263538,0,101.2986167,95.39276168,5.90585501999999,7.169881633,88.73557669,98.47899819,-9.743421499999997,-13.33080272,2022-11-17,133.3029140024647,11.11666,8.808529999999998,10.107687777777778,-2.308130000000002,-1.299157777777781,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,3,0.5940963859982835,0.7537906668492567,6.1870303703703655,-2.7833400000000057,2.6906555555555522,2.2021325000000003,-0.769376666666667,1,1.0,-1,1,-1,1,-1.0,1.0
-15.5,-15,-2.4000000000000057,1.680246913580242,9.122300389317658,99.8,95.83333333333331,114.9,98.23333333333336,Sat 11-19 11-19,H,159 (Ⅲ),Seattle,"L, 80-68",72,94.3,46.4,16.6,18.2,35.7,110.9,61.3,20.8,29.0,16.1,-2.0,-3.5,150.0,99.80625,99.8125,101.74320987654322,105.03249095007168,103.14375,91.3875,100.06296296296296,95.91019056075405,20221119,L, 80-68,80,68,105.2,100.2,5.0,101.1,96.9,4.199999999999989,103.578,98.7131,4.86469,73.343,-6.732312121272656,151.36249300655945,75.09665929871977,-4.854000125852394,155.9566918276791,0.7486754074055207,155.9566918276791,-4.854000125852394,155.9566918276791,0.7486754074055207,162.3646543904683,-2.745785292919777,100.843,99.3321,1.51089,71.9809,105.2,100.2,5.0,101.1,96.9,4.199999999999989,1.0069204001262393,162.55128497146936,0,101.2986167,95.39276168,5.90585501999999,7.169881633,106.4847769,98.25157648,8.233200420000003,7.201241037,2022-11-19,154.26100889332395,-19.86469,-11.056160000000002,9.674635185185185,8.808529999999998,-20.730795185185187,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,3,0.6305586598182363,0.6031478211041167,-3.1844430864197584,-7.264690000000006,6.1870303703703655,-2.2112319999999994,2.2021325000000003,-1,1.0,-1,-1,1,-3,1.0,-1.0
6.5,10,3.7333333333333294,4.586831275720163,9.35460940944172,124.4,107.43333333333332,114.0,103.7,Thu 11-24 11-24,N,41 (I),North Carolina,"L, 89-81",72,112.9,58.6,16.7,15.6,25.9,124.1,62.9,18.1,40.0,44.8,16.0,14.5,154.0,112.103125,99.80625,109.29547325102882,108.55385623187682,108.571875,103.14375,104.70864197530864,99.19924682243511,20221124,L, 89-81,89,81,105.5,101.3,4.200000000000003,113.3,92.9,20.39999999999999,104.05,100.579,3.47128,71.8531,13.345552596983552,150.2027596473593,71.83858628705548,12.316276192680846,156.33384679369902,11.463894342177149,156.33384679369902,12.316276192680846,156.33384679369902,11.463894342177149,154.13037706541476,1.6940481712359627,113.741,92.0034,21.7379,70.2858,105.5,101.3,4.200000000000003,113.3,92.9,20.39999999999999,10.914211534798849,153.88046918738462,0,103.5925251,96.1580815,7.434443600000009,8.103004084,106.8362721,96.94326838,9.893003719999996,5.718204839,2022-11-24,149.2624533915548,6.52872,-4.527440000000002,2.76437012345679,-11.056160000000002,-7.291810123456792,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.08364680132758417,0.435913628884929,1.115551275720163,0.26205333333332925,-3.1844430864197584,-0.7545733333333335,-2.2112319999999994,1,-1.0,-1,-1,-1,-1,-3.0,1.0
18.5,30,8.466666666666663,13.091220850480108,13.126498607725043,126.0,116.73333333333336,95.9,108.26666666666668,Fri 11-25 11-25,N,64 (Ⅱ),Villanova,"W, 83-71",69,120.4,67.7,20.3,17.4,47.9,103.0,39.9,11.6,35.3,30.4,12.0,6.5,142.0,119.0515625,112.103125,114.86364883401924,111.72588237153558,102.2359375,108.571875,101.77242798353912,98.59938376381056,20221125,W, 83-71,83,71,106.9,102.0,4.900000000000006,110.9,97.4,13.5,105.056,101.304,3.75245,71.6851,8.62414370422779,140.5152432310137,65.6635516,6.0576720315009,146.26005194638572,3.9563784877196695,146.26005194638572,6.0576720315009,146.26005194638572,3.9563784877196695,149.33090058340198,-4.225414219354306,112.662,96.0741,16.588,64.3948,106.9,102.0,4.900000000000006,110.9,97.4,13.5,1.1269131879058147,147.81394520642138,0,103.3318939,95.65454135,7.677352549999995,6.173635685,107.3394805,105.4379721,1.9015083999999973,-4.468743904,2022-11-25,142.48135648136855,26.24755,21.72011,0.3337667489711931,-4.527440000000002,21.386343251028805,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0.26794249453351904,0.6563126711155536,9.338770850480108,4.714216666666664,1.115551275720163,3.1028728571428568,-0.7545733333333335,1,1.0,1,1,-1,3,-1.0,-3.0
5.5,14,18.46666666666667,13.694147233653409,13.448953406320491,129.9,126.76666666666668,115.0,108.3,Sun 11-27 11-27,H,24 (Ⅱ),Michigan St.,"L, 78-77",63,122.3,53.3,7.9,24.2,19.7,123.9,59.3,12.7,35.7,18.6,9.5,6.5,145.5,124.47578125,119.0515625,119.87576588934616,115.03026739489276,108.61796875,102.2359375,106.18161865569274,101.58131398857226,20221127,L, 78-77,78,77,108.1,101.5,6.599999999999994,111.0,93.7,17.299999999999997,106.862,101.228,5.63412,71.4924,5.235835901494809,141.5671751823739,67.02590468278805,3.6997870890504174,146.759462764719,4.749236000309221,146.759462764719,3.6997870890504174,146.759462764719,4.749236000309221,141.12788372941995,2.5526699230823056,111.834,93.0229,18.8113,65.908,108.1,101.5,6.599999999999994,111.0,93.7,17.299999999999997,4.558405700158327,140.62065012974512,0,103.5528689,95.74992525,7.802943650000003,6.697079745,104.1670851,87.58128752,16.58579757999999,15.12551738,2022-11-27,130.6456743280419,8.36588,30.08599,7.462547832647461,21.72011,22.623442167352536,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,3,0.26794249453351904,0.403959541862686,8.060027233653408,12.83254666666667,9.338770850480108,3.7607487499999994,3.1028728571428568,1,1.0,1,1,1,3,3.0,-1.0
6.0,13,19.5,13.629431489102274,13.458234605171311,114.1,123.33333333333331,100.6,103.83333333333331,Sat 12-03 12-03,H,271 (Ⅳ),North Dakota,"W, 90-69",72,125.7,63.3,15.4,30.8,30.0,96.3,48.4,18.2,25.6,19.0,13.5,-15.0,145.5,119.287890625,124.47578125,117.95051059289744,114.8611278685486,104.608984375,108.61796875,104.32107910379516,101.40289326337732,20221203,W, 90-69,90,69,109.7,102.8,6.900000000000006,97.6,108.9,-11.300000000000011,108.205,102.193,6.01183,70.3198,-16.03667815126652,141.3189058527987,65.31279017240398,-16.937733455031648,147.6024374399671,-10.160551463746245,147.6024374399671,-16.937733455031648,147.6024374399671,-10.160551463746245,148.72904766076448,-9.113259836810222,97.018,108.817,-11.7986,65.2944,109.7,102.8,6.900000000000006,97.6,108.9,-11.300000000000011,-14.566366706004462,146.09680876711408,0,104.8340794,98.82439655,6.00968284999999,3.544273028,98.14115993,100.099414,-1.9582540699999953,0.497094351,2022-12-03,135.42121791368177,6.98817,37.07416,15.003695221764975,30.08599,22.070464778235024,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,-3,0.9234362744901652,0.8072835381090393,7.617601489102274,13.48817,8.060027233653408,4.119351111111111,3.7607487499999994,1,1.0,1,1,1,3,3.0,3.0
-18.5,-12,5.233333333333334,4.852954326068183,8.702191949685616,83.3,109.1,96.0,103.86666666666667,Mon 12-05 12-05,H,234 (Ⅳ),North Dakota St.,"L, 67-62",72,86.6,37.7,16.8,30.4,26.2,93.6,50.0,18.2,12.5,30.9,-21.5,-13.5,150.5,101.2939453125,119.287890625,106.40034039526498,109.12274098335794,100.3044921875,104.608984375,101.5473860691968,100.42054903367232,20221205,L, 67-62,67,62,110.5,103.1,7.400000000000006,96.3,107.1,-10.799999999999995,109.027,102.73,6.29631,70.4084,-15.215285977988799,152.80812486986815,70.01459370014226,-18.02700709240615,156.35919023520108,-23.721789729334553,156.35919023520108,-18.02700709240615,156.35919023520108,-23.721789729334553,162.5088993958982,-14.223258737017986,98.8763,107.574,-8.69778,69.9068,110.5,103.1,7.400000000000006,96.3,107.1,-10.799999999999995,-20.342200478538484,152.79029371837058,0,105.1597862,98.72559532,6.434190880000003,4.524642846,97.15215216,104.5980637,-7.445911539999997,-6.225340994,2022-12-05,147.85833490971504,-18.29631,18.77785,22.360516814509985,37.07416,-3.5826668145099845,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,-3,0.900728603156669,0.912226856889259,-1.4433556739318174,-1.0629766666666658,7.617601489102274,1.8777850000000003,4.119351111111111,-1,1.0,-1,1,1,-1,3.0,3.0
