ATS,EMRating,EMRating3GameEMA,EMRating5GameExpMA,EMRating10GameExpMA,AdjO,AdjO3GameEMA,AdjD,AdjD3GameEMA,Date,HomeAway,Op Rank,Opponent,Result,Pace,PPP,EFG%,TO%,OR%,FTR%,PPP1,EFG%1,TO%1,OR%1,FTR%1,OverUnder,ATSVegas,OverUnderVegas,AdjO3ExpMA,AdjO3ExpMAS,AdjO5ExpMA,AdjO10ExpMA,AdjD3ExpMA,AdjD3ExpMAS,AdjD5ExpMA,AdjD10ExpMA,DateNew,WinorLose,Score,WinnerScore,LoserScore,AdjOECurrent,AdjDECurrent,AdjEMCurrent,AdjOECurrentOpp,AdjDECurrentOpp,AdjEMCurrentOpp,PomAdjOECurrent,PomAdjDECurrent,PomAdjEMCurrent,PomAdjTCurrent,PomSpread,PomTotal,PomTempo,TRankSpread,TRankTotal,B3GSpread,B3GTotal,TRankLast10Spread,TRankLast10Total,MC5Spread,MC5Total,MG_Spread,PomAdjOECurrentOpp,PomAdjDECurrentOpp,PomAdjEMCurrentOpp,PomAdjTCurrentOpp,AdjOELast10,AdjDELast10,AdjEMLast10,AdjOEOppLast10,AdjDEOppLast10,AdjEMOppLast10,MC10Spread,MC10Total,MC10Edge,AdjOE_MG,AdjDE_MG,AdjEM_MG,Adj_Margin_EM_MG,AdjOE_MG_Opp,AdjDE_MG_Opp,AdjEM_MG_Opp,Adj_Margin_EM_MG_Opp,Dates,MG_Total,MG_Rank_Score_Dif,MG_Rank_Total,MG_Reg_Score_Dif,MG_Reg_Total,MGRegDifFromRating,MGRegDifFromRatingHome,MGRegDifFromRatingAway,GameDifRating,DifCumSum,DifCumSumEMA,DifCumSumShifted,DifOverplayingandEMA,PomSpreadWinATS,PomSpreadLossATS,PomTotalWinTotal,PomTotalLossTotal,TRankSpreadWinATS,TRankSpreadLossATS,TRankTotalWinTotal,TRankTotalLossTotal,B3GSpreadWinATS,B3GSpreadLossATS,B3GTotalWinTotal,B3GTotalLossTotal,TRankLast10SpreadWinATS,TRankLast10SpreadLossATS,TRankLast10TotalWinTotal,TRankLast10TotalLossTotal,MC5SpreadWinATS,MC5SpreadLossATS,MC5TotalWinTotal,MC5TotalLossTotal,MG_SpreadWinATS,MG_SpreadLossATS,MG_TotalWinTotal,MG_TotalLossTotal,MG_Rank_Score_DifWinATS,MG_Rank_Score_DifLossATS,MG_Rank_TotalWinTotal,MG_Rank_TotalLossTotal,MG_Reg_Score_DifWinATS,MG_Reg_Score_DifLossATS,MG_SpreadWinATSResult,VegasImpliedWinPercent,MGImpliedWinPercent,PlayingOverRating,PlayingOverRating3,PlayingOverRatingShift,RollingMeanDiffEM,RollingMeanDiffEMShift,PlayingOverPomeroyTrue,PlayingOverPomeroyShiftTrue,PlayingOverDailyTrue,RollingMeanDiffEMTrue,RollingMeanDiffEMShiftTrue,SignalSum,SignalSumShift,SignalSumShiftAfterGame
23.5,45,,45.1,45.1,111.6,0.0,66.5,0.0,Mon 11-07 11-07,H,233 (Ⅳ),Northern Colorado,"W, 83-36",64,130.3,52.1,12.6,45.2,13.9,56.5,32.1,36.1,25.0,41.0,-20.5,-23.5,139.5,111.6,0.0,111.6,111.6,66.5,0.0,66.5,66.5,20221107,W, 83-36,83,36,108.1,86.3,21.8,97.8,105.1,-7.3,111.248,85.6859,25.5626,67.9389,-24.06813459271732,139.9593982091354,69.27361429288763,-24.652749949857615,141.0375317678009,-48.02163746781718,141.0375317678009,-24.652749949857615,141.0375317678009,-48.02163746781718,118.07513166205716,-26.905059563135296,100.915,104.02,-3.10566,71.6811,108.1,86.3,21.8,97.8,105.1,-7.3,-48.02163746781718,118.07513166205716,0,114.4547326,84.80251665,29.65221595,34.46041439,102.2111333,103.8437956,-1.632662300000007,-3.903040945,2022-11-07,146.42861150043473,-28.81176803664954,146.42861150043473,-22.238908396445716,146.42861150043473,0.0,0.0,0.0,19.4374,19.4374,0.0,0.0,19.4374,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,3,0.9873925774343177,0.994802223886025,19.5374,,0.0,19.4374,0.0,1,0.0,1,1,1,3,0.0,0.0
3.5,37,,42.46666666666667,43.66363636363636,117.5,0.0,80.3,0.0,Fri 11-11 11-11,N,178 (Ⅲ),Saint Joseph's,"W, 81-55",69,117.9,54.6,13.1,32.4,24.6,80.0,34.3,23.3,34.1,50.0,3.5,-22.5,132.5,114.55,111.6,113.56666666666666,112.67272727272726,73.4,66.5,71.1,69.0090909090909,20221111,W, 81-55,81,55,108.6,86.9,21.69999999999999,97.0,96.9,0.0999999999999943,111.461,85.8989,25.5624,67.9566,-17.958119655953197,136.60836663788072,70.61309406059745,-15.129823232502815,136.93630159369567,-38.283749651820806,136.93630159369567,-15.129823232502815,136.93630159369567,-38.283749651820806,125.28399985943632,-19.439979578425664,98.2951,98.6832,-0.388036,73.0481,108.6,86.9,21.69999999999999,97.0,96.9,0.0999999999999943,-38.283749651820806,125.28399985943632,0,114.4547326,84.80251665,29.65221595,34.46041439,98.94991215,96.82245201,2.1274601399999966,1.480960431,2022-11-11,140.69592168267022,-23.287812844740074,140.69592168267022,-15.252428317089056,140.69592168267022,0.0,0.0,0.0,11.4376,30.875,19.4374,19.4374,11.4376,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,-3,0.9839377143961717,0.967945899278848,16.90426666666667,,19.5374,15.4375,19.4374,1,1.0,1,1,1,3,3.0,0.0
17.5,55,45.866666666666674,46.74444444444445,45.7793388429752,121.9,117.0,66.6,71.13333333333333,Mon 11-14 11-14,H,82 (Ⅱ),Oral Roberts,"W, 83-45",67,123.9,56.9,17.9,46.9,43.1,67.2,29.0,16.4,26.0,24.2,-14.5,-20.5,142.5,118.225,114.55,116.34444444444446,114.35041322314046,70.0,73.4,69.6,68.57107438016527,20221114,W, 83-45,83,45,110.2,87.1,23.10000000000001,109.3,102.4,6.899999999999992,112.444,86.353,26.0908,67.2547,-19.658785160527216,146.30252285027802,69.92221465163584,-16.798468140316402,149.2689550496652,-29.712600366185477,149.2689550496652,-16.798468140316402,149.2689550496652,-29.712600366185477,142.87952720525297,-23.784601542836448,108.411,103.161,5.25018,73.0883,110.2,87.1,23.10000000000001,109.3,102.4,6.899999999999992,-29.66319972720345,142.84715234025265,0,114.4547326,84.80251665,29.65221595,34.46041439,101.7286537,99.50986298,2.218790720000001,6.527729037,2022-11-14,143.826499533944,-21.890211667538964,143.826499533944,-27.310078754206614,143.826499533944,-16.904266666666665,16.904266666666665,0.0,28.9092,59.7842,23.249933333333335,30.875,36.53426666666667,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,3,0.9745535036187463,0.9882497999311113,20.653644444444446,19.775866666666673,16.90426666666667,19.928066666666663,15.4375,1,1.0,1,1,1,3,3.0,3.0
3.0,33,41.833333333333336,42.16296296296297,43.45582268970698,118.7,119.36666666666667,85.7,77.53333333333333,Wed 11-16 11-16,H,292 (Ⅳ),Texas Southern,"W, 83-48",66,126.1,55.8,12.2,34.4,33.3,72.9,39.8,27.4,27.3,30.6,-1.5,-32.0,132.5,118.4625,118.225,117.12962962962963,115.14124718256946,77.85,70.0,74.96666666666667,71.6854244928625,20221116,W, 83-48,83,48,110.9,85.6,25.30000000000001,94.4,100.8,-6.399999999999992,113.027,85.6073,27.4195,66.8425,-26.058801524748425,133.96365183839217,68.72787685988621,-25.602430882904258,136.17671700446988,-36.34916551824036,136.17671700446988,-25.602430882904258,136.17671700446988,-36.34916551824036,123.44852186283993,-23.41639489444615,94.7937,100.676,-5.88281,72.2829,110.9,85.6,25.30000000000001,94.4,100.8,-6.399999999999992,-36.14366898619611,123.33787154337172,0,110.384942,80.01207227,30.37286972999999,38.70072539,99.574054,97.56117455,2.01287945,0.185430332,2022-11-16,132.4373777198424,-28.769283920843122,132.4373777198424,-36.389943584412634,132.4373777198424,-18.81118618518518,19.589892592592584,0.7787064074074062,5.580500000000001,65.3647,35.428022222222225,59.7842,29.936677777777774,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,-3,0.9988466892997167,0.9871306876240283,14.743462962962973,14.413833333333336,20.653644444444446,16.341175,19.928066666666663,1,1.0,1,1,1,3,3.0,3.0
3.5,34,40.76666666666667,39.44197530864199,41.73658220066934,118.9,119.83333333333331,84.9,79.06666666666668,Sun 11-20 11-20,A,37 (I),Oregon,"W, 66-56",60,109.8,52.7,16.6,31.3,17.9,93.1,41.8,26.6,45.5,40.8,-9.0,-6.5,131.0,118.68125,118.4625,117.7197530864198,115.82465678573864,81.375,77.85,78.27777777777779,74.08807458506931,20221120,W, 66-56,66,56,112.0,86.0,26.0,108.8,94.6,14.200000000000005,113.429,85.3012,28.128,66.0002,-4.12313331165943,130.7506072889114,66.31377136273116,-4.62213510019717,135.4124099335558,-16.001546860250645,135.4124099335558,-4.62213510019717,135.4124099335558,-16.001546860250645,117.91456249910321,-4.65616438215411,109.403,92.6791,16.7236,70.634,112.0,86.0,26.0,108.8,94.6,14.200000000000005,-15.889685086818927,118.01789014029065,0,108.1455778,81.21354562,26.932032179999993,34.11156064,105.914646,90.63485377,15.279792229999998,11.96226705,2022-11-20,124.89163181340865,-12.40350021304252,124.89163181340865,-18.357052853025692,124.89163181340865,-20.184234074074087,16.364828518518536,-3.8194055555555515,5.872,71.2367,45.40691481481481,65.3647,25.829785185185187,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,-3,0.732057505466481,0.67127777394933,11.313975308641993,12.638666666666673,14.743462962962973,14.247339999999994,16.341175,1,1.0,1,1,1,3,3.0,3.0
-14.0,7,24.9,28.86131687242799,35.548112709638545,72.3,103.3,64.6,78.4,Sat 11-26 11-26,H,80 (Ⅱ),Kent St.,"W, 49-44",70,70.4,34.0,33.1,41.0,46.0,63.2,28.6,18.7,20.0,17.5,-40.5,-19.0,133.5,95.490625,118.68125,102.57983539094651,107.91108282469526,72.9875,81.375,73.71851851851852,72.3629701150567,20221126,W, 49-44,49,44,112.6,86.0,26.599999999999994,103.8,94.9,8.899999999999991,114.916,86.2113,28.7043,63.6197,-17.451188730391387,131.6992229293711,64.82458291009958,-15.34928003354726,130.76097661310183,-16.418917544028925,130.76097661310183,-15.34928003354726,130.76097661310183,-16.418917544028925,120.97886393844928,-10.90842799816513,105.664,97.8508,7.81349,71.6314,112.6,86.0,26.599999999999994,103.8,94.9,8.899999999999991,-16.42828608551083,120.90959000478732,0,108.3563858,82.97657393,25.379811869999997,34.30667404,99.82853227,87.00778334,12.820748929999993,11.89871305,2022-11-26,118.00219757677493,-16.760289864391353,118.00219757677493,-14.894173913192347,118.00219757677493,1.116187802469108,12.592204973545002,13.70839277601411,-21.7043,49.532399999999996,54.01684320987654,71.2367,-4.484443209876545,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0.9648151676951044,0.8505738894828159,0.15701687242799167,-3.8043000000000013,11.313975308641993,8.255399999999998,14.247339999999994,1,1.0,-1,1,1,1,3.0,3.0
21.5,61,34.56666666666666,39.90754458161866,40.35754676243153,144.7,111.96666666666664,82.7,77.39999999999999,Tue 11-29 11-29,H,221 (Ⅳ),Norfolk St.,"W, 100-52",64,155.1,70.5,14.0,53.3,15.2,80.7,36.0,24.8,36.8,22.8,23.5,-26.5,128.5,120.0953125,95.490625,116.61989026063102,114.59997685656884,77.84375,72.9875,76.71234567901236,74.24243009413729,20221129,W, 100-52,100,52,109.5,83.9,25.599999999999994,102.6,101.3,1.2999999999999972,111.621,84.012,27.609,63.3068,-20.955307666662442,119.5411152510163,60.06716681365577,-18.751761001978238,122.1204496902839,-26.97023532987486,122.1204496902839,-18.751761001978238,122.1204496902839,-26.97023532987486,120.00323258988259,-22.610830939503415,100.976,102.41,-1.4334,66.7025,109.5,83.9,25.599999999999994,102.6,101.3,1.2999999999999972,-28.290079622512117,119.36292811609998,0,104.073845,78.65756881,25.416276190000005,30.12493845,97.90055075,104.175906,-6.275355250000004,-6.892957079,2022-11-29,115.08178516056205,-24.112848831150913,115.08178516056205,-22.30411777395672,115.08178516056205,-4.168029507642583,1.0972138594944312,-3.0708156481481512,33.391,82.92339999999999,52.52202880658436,49.532399999999996,30.401371193415628,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,-3,0.9941954594266154,0.9843568618040793,12.298544581618657,6.957666666666661,0.15701687242799167,11.846199999999996,8.255399999999998,1,1.0,1,1,1,3,1.0,3.0
-5.0,31,33.63333333333333,37.00502972107911,38.69253826017125,110.0,109.0,78.8,75.36666666666666,Sat 12-03 12-03,N,11 (I-A),Saint Mary's,"W, 53-48",56,94.6,39.5,8.9,28.6,15.8,85.7,46.7,30.3,39.3,17.4,-17.5,-10.0,118.5,115.04765625,120.0953125,114.41326017375404,113.76361742810178,78.321875,77.84375,77.4082304526749,75.0710791679305,20221203,W, 53-48,53,48,112.2,83.7,28.5,106.1,87.6,18.5,112.897,83.9318,28.9651,63.4384,-6.124039065567814,109.9419742872344,58.250709048079656,-5.684249729744948,112.16397893394489,-12.539531626426776,112.16397893394489,-5.684249729744948,112.16397893394489,-12.539531626426776,102.96600019113673,-5.056811950429967,106.704,88.6865,18.0172,64.5512,112.2,83.7,28.5,106.1,87.6,18.5,-7.849501301810814,103.00650057024096,0,108.2712796,79.08419632,29.187083279999996,36.26061893,105.7713877,85.04874709,20.72264061,25.39970614,2022-12-03,105.35290225276489,-6.326558709268568,105.35290225276489,-12.900891307453946,105.35290225276489,-13.935654135094808,6.998311597752956,-6.937342537341852,2.0349000000000004,84.95829999999998,62.65581920438957,82.92339999999999,22.302480795610407,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,3,0.8295480920359348,0.6849553412367013,8.039929721079112,4.668233333333333,12.298544581618657,10.619787500000001,11.846199999999996,1,1.0,1,1,1,3,3.0,1.0
2.0,40,44.56666666666666,38.17001981405274,39.02116766741284,111.1,121.93333333333332,70.6,77.36666666666666,Tue 12-06 12-06,H,226 (Ⅳ),North Florida,"W, 76-42",61,125.5,53.7,13.2,48.6,7.5,69.3,42.0,33.0,24.2,22.7,-19.5,-32.0,137.5,113.073828125,115.04765625,113.30884011583602,113.27932335026507,74.4609375,78.321875,75.13882030178327,74.25815568285222,20221206,W, 76-42,76,42,112.4,83.1,29.30000000000001,102.6,107.4,-4.800000000000011,112.741,83.83,28.9111,62.9999,-25.5850305879201,130.63097407526047,62.441055936842105,-26.437721730684203,132.73662813204663,-31.257687017696306,132.73662813204663,-26.437721730684203,132.73662813204663,-31.257687017696306,129.4858195188608,-28.288215655366884,103.727,108.451,-4.72438,69.6764,112.4,83.1,29.30000000000001,102.6,107.4,-4.800000000000011,-34.805297997835545,126.51673696269432,0,110.1614414,77.92647759,32.234963809999996,38.63273099,98.12191546,104.579182,-6.457266540000006,-8.1131085,2022-12-06,123.61862884634098,-31.203740194038623,123.61862884634098,-33.33093166509628,123.61862884634098,-16.913747006281675,7.168308038027746,-9.745438968253929,11.088899999999999,96.04719999999998,70.08997946959305,84.95829999999998,25.95722053040693,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,-3,0.9988466892997167,0.9964712177570783,9.258919814052742,15.655566666666662,8.039929721079112,10.671911111111115,10.619787500000001,1,1.0,1,1,1,3,3.0,3.0
-15.0,20,30.8,32.34667987603517,35.69004627333778,107.9,109.66666666666669,87.2,78.86666666666666,Sat 12-10 12-10,H,1 (I-A),Alabama,"L, 71-65",72,90.5,41.4,13.9,28.9,34.4,98.9,47.2,20.9,31.6,59.3,-3.0,-9.0,139.0,110.4869140625,113.073828125,111.50589341055736,112.3012645593078,80.83046875,74.4609375,79.15921353452218,76.61121828597,20221210,L, 71-65,71,65,113.0,82.7,30.3,109.9,90.9,19.0,112.843,83.119,29.724,62.5307,-8.757767055378444,124.23193015690433,63.68578345689902,-11.27634643324999,126.77910323483502,-14.60634869152986,126.77910323483502,-11.27634643324999,126.77910323483502,-14.60634869152986,123.23295956759402,-11.323038686301857,112.752,90.4401,22.3117,71.5986,113.0,82.7,30.3,109.9,90.9,19.0,-12.735451127529506,117.48247351106431,0,110.0337514,77.16367967,32.87007173000001,38.70587862,107.1644758,86.37130046,20.793175340000005,22.13140573,2022-12-10,116.41098900527201,-12.88121066705179,116.41098900527201,-15.243706008263459,116.41098900527201,-14.106122765850042,8.346023305020914,-5.760099460829128,-9.724,86.32319999999997,78.74238631306203,96.04719999999998,7.580813686937944,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,-3,0.804317030846224,0.8595689298795153,2.6226798760351677,1.0760000000000005,9.258919814052742,8.632319999999996,10.671911111111115,1,1.0,1,1,1,3,3.0,3.0
-4.5,20,27.200000000000003,28.364453250690115,32.910037860003634,98.5,105.83333333333331,78.1,78.63333333333333,Tue 12-13 12-13,H,324 (Ⅳ),North Carolina A&T,"W, 74-46",68,109.5,53.5,25.2,44.1,33.3,68.1,34.6,22.2,17.9,28.8,-10.0,-32.5,130.0,104.49345703125,110.4869140625,107.17059560703824,109.79194373034274,79.465234375,80.83046875,78.80614235634812,76.88190587033908,20221213,W, 74-46,74,46,112.8,82.2,30.599999999999994,97.4,103.3,-5.899999999999992,112.353,83.4564,28.8967,63.2421,-26.549869302410087,124.35830560186682,61.763602256756755,-26.629159669766203,125.39832468321367,-29.973688270664542,125.39832468321367,-26.629159669766203,125.39832468321367,-29.973688270664542,116.98730002425849,-32.66635287170694,98.0768,106.281,-8.20408,68.6565,112.8,82.2,30.599999999999994,97.4,103.3,-5.899999999999992,-32.79359987376986,119.92605892663455,0,110.842428,77.45660609,33.385821910000004,36.86823496,98.5976448,110.3238028,-11.726157999999998,-3.242076084,2022-12-13,126.88038969693304,-26.7937160186669,126.88038969693304,-28.468322294876586,126.88038969693304,-3.1861953421523257,5.061946248677906,1.87575090652558,-8.8967,77.42649999999998,81.26932420870801,86.32319999999997,-3.8428242087080378,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,-3,0.9990167251777576,0.9990679817098133,-0.5322467493098841,-1.6966999999999963,2.6226798760351677,7.038772727272725,8.632319999999996,-1,1.0,-1,1,1,-1,3.0,3.0
5.5,32,24.533333333333346,29.74296883379342,32.835485521821155,129.8,112.06666666666668,97.3,87.53333333333335,Sat 12-17 12-17,A,34 (I-A),Virginia,"W, 69-61",59,116.7,56.9,13.5,25.9,25.5,103.2,47.9,16.9,20.7,35.4,14.5,-2.5,115.5,117.146728515625,104.49345703125,114.71373040469216,113.42977214300768,88.38261718749999,79.465234375,84.97076157089874,80.59428662118651,20221217,W, 69-61,69,61,112.3,81.4,30.89999999999999,111.0,92.0,19.0,111.667,82.7177,28.9489,63.5256,-0.36353364971553503,105.9546569378282,54.5258387880512,-4.24184548912649,108.74616535978429,-6.261918201735492,108.74616535978429,-4.24184548912649,108.74616535978429,-6.261918201735492,100.90223956121436,-8.620212016099977,114.416,90.2532,24.1633,60.3405,112.3,81.4,30.89999999999999,111.0,92.0,19.0,-4.992584622739724,105.02978912630913,0,108.937424,76.6676753,32.269748699999994,34.3959255,106.453015,93.70591802,12.747096979999995,10.47031773,2022-12-17,103.0169790511685,-11.176423099312395,103.0169790511685,-6.886204599634276,103.0169790511685,-12.2822760318235,1.5545356797430543,-10.727740352080446,3.0511000000000017,80.47759999999998,79.98838280580534,77.42649999999998,0.4892171941946373,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,3,0.5940963859982835,0.7941690545130143,0.7940688337934212,-4.415566666666653,-0.5322467493098841,6.7064666666666675,7.038772727272725,1,-1.0,1,1,1,3,-1.0,3.0
