ATS,EMRating,EMRating3GameEMA,EMRating5GameExpMA,EMRating10GameExpMA,AdjO,AdjO3GameEMA,AdjD,AdjD3GameEMA,Date,HomeAway,Op Rank,Opponent,Result,Pace,PPP,EFG%,TO%,OR%,FTR%,PPP1,EFG%1,TO%1,OR%1,FTR%1,OverUnder,ATSVegas,OverUnderVegas,AdjO3ExpMA,AdjO3ExpMAS,AdjO5ExpMA,AdjO10ExpMA,AdjD3ExpMA,AdjD3ExpMAS,AdjD5ExpMA,AdjD10ExpMA,DateNew,WinorLose,Score,WinnerScore,LoserScore,AdjOECurrent,AdjDECurrent,AdjEMCurrent,AdjOECurrentOpp,AdjDECurrentOpp,AdjEMCurrentOpp,PomAdjOECurrent,PomAdjDECurrent,PomAdjEMCurrent,PomAdjTCurrent,PomSpread,PomTotal,PomTempo,TRankSpread,TRankTotal,B3GSpread,B3GTotal,TRankLast10Spread,TRankLast10Total,MC5Spread,MC5Total,MG_Spread,PomAdjOECurrentOpp,PomAdjDECurrentOpp,PomAdjEMCurrentOpp,PomAdjTCurrentOpp,AdjOELast10,AdjDELast10,AdjEMLast10,AdjOEOppLast10,AdjDEOppLast10,AdjEMOppLast10,MC10Spread,MC10Total,MC10Edge,AdjOE_MG,AdjDE_MG,AdjEM_MG,Adj_Margin_EM_MG,AdjOE_MG_Opp,AdjDE_MG_Opp,AdjEM_MG_Opp,Adj_Margin_EM_MG_Opp,Dates,MG_Total,GameDifRating,DifCumSum,DifCumSumEMA,DifCumSumShifted,DifOverplayingandEMA,PomSpreadWinATS,PomSpreadLossATS,PomTotalWinTotal,PomTotalLossTotal,TRankSpreadWinATS,TRankSpreadLossATS,TRankTotalWinTotal,TRankTotalLossTotal,B3GSpreadWinATS,B3GSpreadLossATS,B3GTotalWinTotal,B3GTotalLossTotal,TRankLast10SpreadWinATS,TRankLast10SpreadLossATS,TRankLast10TotalWinTotal,TRankLast10TotalLossTotal,MC5SpreadWinATS,MC5SpreadLossATS,MC5TotalWinTotal,MC5TotalLossTotal,MG_SpreadWinATS,MG_SpreadLossATS,MG_TotalWinTotal,MG_TotalLossTotal,MG_SpreadWinATSResult,VegasImpliedWinPercent,MGImpliedWinPercent,PlayingOverRating,PlayingOverRating3,PlayingOverRatingShift,RollingMeanDiffEM,RollingMeanDiffEMShift,PlayingOverPomeroyTrue,PlayingOverPomeroyShiftTrue,PlayingOverDailyTrue,RollingMeanDiffEMTrue,RollingMeanDiffEMShiftTrue,SignalSum,SignalSumShift,SignalSumShiftAfterGame
-17.5,-34,,-34.10000000000001,-34.10000000000001,76.8,0.0,110.9,0.0,Mon 11-07 11-07,A,125 (Ⅱ),Butler,"L, 89-53",79,66.8,47.1,37.8,20.0,15.7,112.1,59.4,18.9,29.0,32.8,0.0,18.5,142.0,76.8,0.0,76.8,76.8,110.9,0.0,110.9,110.9,20221107,L, 89-53,89,53,91.6,105.2,-13.6,100.6,93.6,7.0,92.1743,105.75,-13.5755,75.544,18.159481355447213,151.93979322907168,77.35608886486486,20.10469909434285,151.7390818336118,43.82720396721228,151.7390818336118,20.10469909434285,151.7390818336118,43.82720396721228,131.18206551878282,6.317173821059782,101.622,96.9773,4.64455,71.9863,91.6,105.2,-13.6,100.6,93.6,7.0,43.82720396721228,131.18206551878282,0,95.36571636,101.6120522,-6.24633584,-2.618254767,94.73588223,98.12628019,-3.3903979600000014,-7.577138429,2022-11-07,149.9903292378106,-20.424500000000002,-20.424500000000002,0.0,0.0,-20.424500000000002,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,-3,0.039042694968427716,0.273708362508734,-20.52450000000001,,0.0,-20.424500000000002,0.0,-1,0.0,-1,-1,1,-3,0.0,0.0
-4.5,-32,,-33.56666666666668,-33.80909090909091,87.5,0.0,120.0,0.0,Thu 11-17 11-17,A,147 (Ⅲ),LSU,"L, 91-62",73,85.0,53.0,31.5,27.3,40.0,124.8,62.1,19.2,37.5,44.8,4.0,24.5,149.0,82.15,76.8,80.36666666666667,78.74545454545454,115.45,110.9,113.93333333333337,112.55454545454546,20221117,L, 91-62,91,62,92.9,106.5,-13.599999999999994,102.1,92.2,9.899999999999991,93.4922,107.021,-13.5293,74.6479,24.558214480537274,148.49900204538142,73.8889973807966,21.543529120729417,147.3037275530495,27.41239318121094,147.3037275530495,21.543529120729417,147.3037275530495,27.41239318121094,127.500277818739,11.803284243877314,106.955,92.7345,14.2203,69.5853,92.9,106.5,-13.599999999999994,102.1,92.2,9.899999999999991,27.358601021370642,127.52003329780288,0,89.26693226,101.5236558,-12.256723539999996,-3.139936934,98.40036273,100.3460749,-1.9457121700000073,-8.763213789,2022-11-17,143.32200575678422,-18.4707,-38.8952,-20.424500000000002,-20.424500000000002,-18.4707,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,-3,0.009815328628645315,0.13048057119059697,-20.037366666666678,,-20.52450000000001,-19.4476,-20.424500000000002,-1,-1.0,-1,-1,-1,-3,-3.0,0.0
-6.0,-22,-29.66666666666667,-29.844444444444456,-31.734710743801656,78.8,81.03333333333333,101.2,110.7,Wed 11-23 11-23,H,336 (Ⅳ),The Citadel,"L, 72-65",77,84.5,37.5,19.5,21.4,41.7,93.6,46.5,23.4,26.3,40.4,-8.5,1.0,145.5,80.475,82.15,79.84444444444446,78.75537190082643,108.325,115.45,109.68888888888893,110.4900826446281,20221123,L, 72-65,72,65,94.1,107.8,-13.700000000000005,94.6,109.7,-15.100000000000009,94.6599,108.238,-13.5778,73.1168,-0.4459496122741342,146.1539964524457,70.72932326600284,-5.062052649996517,148.55719770041412,4.521794668471475,148.55719770041412,-5.062052649996517,148.55719770041412,4.521794668471475,141.9572720863997,3.9728322352784033,98.3754,107.011,-8.63542,68.0045,94.1,107.8,-13.700000000000005,94.6,109.7,-15.100000000000009,4.67590936304239,142.0850603575529,0,84.77163026,103.8944614,-19.122831140000002,-17.36697907,95.07159517,103.8734287,-8.80183353000001,-7.847988771,2022-11-23,135.01298567204333,-8.4222,-47.317400000000006,-26.581400000000002,-38.8952,-20.736000000000004,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,3,0.46206285593374585,0.35257974181410945,-16.266644444444456,-16.08886666666667,-20.037366666666678,-15.772466666666665,-19.4476,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
-7.0,-25,-26.86666666666667,-28.462962962962973,-30.63749060856499,105.3,90.53333333333336,131.0,117.40000000000002,Thu 11-24 11-24,H,360 (Ⅳ),IUPUI,"W, 87-84",71,122.0,61.2,21.0,38.7,37.9,117.8,67.0,22.4,32.0,26.8,35.0,-10.0,136.0,92.8875,80.475,88.32962962962964,83.58166791885797,119.6625,108.325,116.79259259259264,114.219158527423,20221124,W, 87-84,87,84,93.0,107.5,-14.5,88.8,111.5,-22.700000000000003,93.4106,107.754,-14.3435,74.0872,-15.06025173580857,137.9690832886396,71.22014128591749,-10.063546744767038,145.29252179893746,-3.5196973244641705,145.29252179893746,-10.063546744767038,145.29252179893746,-3.5196973244641705,128.95582911131916,4.414544126657702,82.7807,112.418,-29.6369,67.5795,93.0,107.5,-14.5,88.8,111.5,-22.700000000000003,-3.5350368311222176,128.84125822403774,0,87.76245108,111.7293873,-23.966936219999994,-23.95057751,93.02789243,105.267545,-12.239652570000004,-11.38260228,2022-11-24,142.82651257134114,-10.6565,-57.97390000000001,-33.49340000000001,-47.317400000000006,-24.4805,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,3,0.8295480920359348,0.3370846650427022,-14.119462962962972,-12.52316666666667,-16.266644444444456,-14.493475,-15.772466666666665,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
3.0,-18,-22.200000000000003,-25.14197530864198,-28.430674134280444,94.4,92.83333333333331,112.9,115.03333333333336,Fri 11-25 11-25,H,277 (Ⅳ),Denver,"L, 77-76",74,102.7,55.0,24.3,34.4,21.7,104.1,58.2,25.7,28.0,59.2,1.5,4.0,151.5,93.64375,92.8875,90.3530864197531,85.54863738815652,116.28125,119.6625,115.49506172839509,113.979311522437,20221125,L, 77-76,77,76,94.1,109.6,-15.5,101.1,108.2,-7.1000000000000085,94.4217,109.908,-15.4863,73.9927,2.0141459924329297,153.4406894645844,72.84881285405406,2.262408907435173,158.19670518494183,13.114293775373264,158.19670518494183,2.262408907435173,158.19670518494183,13.114293775373264,149.95241272533656,9.697539713869915,100.354,107.589,-7.23546,69.2132,94.1,109.6,-15.5,101.1,108.2,-7.1000000000000085,13.216583787552128,149.96241803410635,0,88.91281167,110.1204245,-21.207612830000002,-20.53782577,98.487656,101.0925345,-2.604878499999998,-4.846905692,2022-11-25,147.35767418392618,-2.5137,-60.48760000000001,-41.65356666666668,-57.97390000000001,-18.83403333333333,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,-3,0.35161929169946593,0.17785376260493913,-9.655675308641982,-6.713700000000003,-14.119462962962972,-12.09752,-14.493475,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
11.5,2,-14.0,-16.027983539094656,-22.86146065532036,104.0,101.23333333333332,101.8,115.23333333333336,Sat 12-03 12-03,H,89 (Ⅲ),Louisiana Lafayette,"L, 78-77",74,104.3,58.2,24.4,28.6,34.5,105.7,45.7,19.0,41.7,60.3,0.5,12.5,154.5,98.821875,93.64375,94.90205761316874,88.90343059030987,109.040625,116.28125,110.9300411522634,111.76489124563024,20221203,L, 78-77,78,77,93.9,109.6,-15.699999999999989,106.8,101.7,5.099999999999994,94.5309,109.921,-15.3896,73.1906,9.921522540279113,152.9315610262761,72.48576306970129,11.568899165981506,157.1146933958821,19.581682456669586,157.1146933958821,11.568899165981506,157.1146933958821,19.581682456669586,154.9759972895235,11.332543720340567,105.644,102.0,3.64403,69.623,93.9,109.6,-15.699999999999989,106.8,101.7,5.099999999999994,19.33757419889943,155.05697408997892,0,88.8420384,108.5526898,-19.71065139999999,-18.21480084,103.4102693,102.7324646,0.6778046999999958,-1.129857771,2022-12-03,150.436453491927,17.3896,-43.098000000000006,-47.93157777777779,-60.48760000000001,4.8335777777777835,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,3,0.11692964134637251,0.14022926184059803,-0.6383835390946562,1.3895999999999997,-9.655675308641982,-7.183,-12.09752,-1,-1.0,1,-1,-1,-1,-3.0,-3.0
-22.0,-32,-16.200000000000003,-21.45198902606311,-24.577558717989387,77.6,92.0,109.9,108.2,Sat 12-10 12-10,A,144 (Ⅲ),Portland,"L, 100-61",82,74.6,38.6,26.9,26.2,19.7,122.3,70.0,15.9,18.2,46.7,4.5,17.0,156.5,88.2109375,98.821875,89.13470507544582,86.8482613920717,109.4703125,109.040625,110.58669410150893,111.42582011006112,20221210,L, 100-61,100,61,94.9,109.8,-14.899999999999991,108.9,103.5,5.400000000000006,95.2519,109.827,-14.5747,73.089,19.203516439213388,157.24288550388064,73.23393039260313,20.55129593732832,163.51904415154334,28.495404262540855,163.51904415154334,20.55129593732832,163.51904415154334,28.495404262540855,167.41544909121646,19.122703732983183,107.214,102.282,4.93229,70.4394,94.9,109.8,-14.899999999999991,108.9,103.5,5.400000000000006,26.388509759755312,158.11770144617216,0,90.27222696,106.7124494,-16.44022244,-13.07499489,102.3223492,98.81769346,3.504655740000004,0.005761364,2022-12-10,148.96625460051024,-17.4253,-60.523300000000006,-46.320385185185195,-43.098000000000006,-14.202914814814811,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.05271850889006269,0.03428747964863743,-6.87728902606311,-1.6253000000000029,-0.6383835390946562,-8.646185714285716,-7.183,-1,-1.0,-1,-1,-1,-3,-1.0,-3.0
-18.0,-25,-18.53333333333333,-22.80132601737541,-24.745275314718587,85.6,89.06666666666666,111.1,107.6,Tue 12-13 12-13,A,40 (I-A),Boise St.,"L, 91-50",72,69.7,34.2,15.3,9.8,20.0,126.8,65.5,16.7,33.3,49.1,-1.5,23.0,142.5,86.90546875,88.2109375,87.95647005029721,86.6213047753314,110.28515625,109.4703125,110.75779606767264,111.36658009005,20221213,L, 91-50,91,50,93.9,109.7,-15.799999999999995,101.8,89.6,12.200000000000005,94.9509,110.271,-15.3196,74.4519,24.56199805095681,143.4706070238094,71.78359897510668,24.248190486930433,144.35045634151163,34.523793986300376,144.35045634151163,24.248190486930433,144.35045634151163,34.523793986300376,145.96296285015532,20.750153400817567,103.745,90.1719,13.573,67.7805,93.9,109.7,-15.799999999999995,101.8,89.6,12.200000000000005,29.409926075160794,136.97873055227097,0,89.69416867,106.4860142,-16.791845530000003,-10.47084969,97.24844277,89.6926279,7.555814869999992,4.776563529,2022-12-13,135.59157410318602,-9.6804,-70.20370000000001,-51.0546901234568,-60.523300000000006,-19.14900987654321,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,-3,0.01424485985536783,0.024065777063654537,-7.48172601737541,-3.213733333333332,-6.87728902606311,-8.7754625,-8.646185714285716,-1,-1.0,-1,-1,-1,-3,-3.0,-1.0
10.0,-4,-20.76666666666667,-16.700884011583607,-21.064316166587933,108.4,90.53333333333336,112.9,111.3,Wed 12-21 12-21,A,7 (I-A),Purdue,"L, 74-53",56,94.1,53.7,28.4,25.0,26.8,131.4,61.1,14.2,40.9,53.3,-21.5,31.0,148.5,97.652734375,86.90546875,94.77098003353149,90.58106754345296,111.592578125,110.28515625,111.4718640451151,111.6453837100409,20221221,L, 74-53,74,53,92.9,109.7,-16.799999999999997,116.5,91.9,24.599999999999994,94.1755,110.366,-16.1909,74.47,33.7325313311465,150.55132947459504,70.2085787197724,34.776967919384916,154.04877136440183,33.619406466081706,154.04877136440183,34.776967919384916,154.04877136440183,33.619406466081706,153.58889408489472,29.722381063842647,116.231,91.3202,24.911,66.2772,92.9,109.7,-16.799999999999997,116.5,91.9,24.599999999999994,39.35430811443827,149.36625645234938,0,88.93306874,108.0541512,-19.12108246000001,-11.15855751,106.4594894,88.95374719,17.505742209999994,16.96392044,2022-12-21,140.24065323680142,12.1909,-58.01280000000001,-57.437693415637874,-70.20370000000001,-0.575106584362139,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0.0015766681763295098,0.002322291661540188,-0.5099840115836081,-4.57576666666667,-7.48172601737541,-6.4458666666666655,-8.7754625,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
-6.0,-20,-16.666666666666668,-17.80058934105574,-20.870804136299217,100.9,98.3,120.9,114.96666666666668,Fri 12-30 12-30,A,349 (Ⅳ),Houston Christian,"L, 101-96 OT",84,113.7,64.8,23.7,29.4,35.9,119.6,63.3,22.5,33.3,35.9,37.5,-1.0,159.5,99.2763671875,97.652734375,96.813986689021,92.45723708100697,116.2462890625,111.592578125,114.61457603007672,113.3280412173062,20221230,L, 101-96 OT,101,96 OT,93.2,109.9,-16.700000000000003,97.2,117.8,-20.599999999999994,94.8143,111.08,-16.2653,72.9477,3.761826122014753,162.45360534008591,74.43197297411096,2.355903928485958,164.70655588316106,-3.029769958677861,164.70655588316106,2.355903928485958,164.70655588316106,-3.029769958677861,166.5875549726538,5.377288943091187,98.2508,116.226,-17.9757,71.7304,93.2,109.9,-16.700000000000003,97.2,117.8,-20.599999999999994,4.374470141190872,159.4860636025265,0,91.97444976,109.2707427,-17.29629294,-11.65739924,94.9695755,111.4208573,-16.45128179999999,-16.66952638,2022-12-30,156.91702559933896,-3.7347,-61.74750000000002,-57.629395610425256,-58.01280000000001,-4.118104389574761,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,3,0.5379371440662541,0.30428254945779365,-1.5352893410557407,-0.401366666666668,-0.5099840115836081,-6.1747499999999995,-6.4458666666666655,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
