ATS,EMRating,EMRating3GameEMA,EMRating5GameExpMA,EMRating10GameExpMA,AdjO,AdjO3GameEMA,AdjD,AdjD3GameEMA,Date,HomeAway,Op Rank,Opponent,Result,Pace,PPP,EFG%,TO%,OR%,FTR%,PPP1,EFG%1,TO%1,OR%1,FTR%1,OverUnder,ATSVegas,OverUnderVegas,AdjO3ExpMA,AdjO3ExpMAS,AdjO5ExpMA,AdjO10ExpMA,AdjD3ExpMA,AdjD3ExpMAS,AdjD5ExpMA,AdjD10ExpMA,DateNew,WinorLose,Score,WinnerScore,LoserScore,AdjOECurrent,AdjDECurrent,AdjEMCurrent,AdjOECurrentOpp,AdjDECurrentOpp,AdjEMCurrentOpp,PomAdjOECurrent,PomAdjDECurrent,PomAdjEMCurrent,PomAdjTCurrent,PomSpread,PomTotal,PomTempo,TRankSpread,TRankTotal,B3GSpread,B3GTotal,TRankLast10Spread,TRankLast10Total,MC5Spread,MC5Total,MG_Spread,PomAdjOECurrentOpp,PomAdjDECurrentOpp,PomAdjEMCurrentOpp,PomAdjTCurrentOpp,AdjOELast10,AdjDELast10,AdjEMLast10,AdjOEOppLast10,AdjDEOppLast10,AdjEMOppLast10,MC10Spread,MC10Total,MC10Edge,AdjOE_MG,AdjDE_MG,AdjEM_MG,Adj_Margin_EM_MG,AdjOE_MG_Opp,AdjDE_MG_Opp,AdjEM_MG_Opp,Adj_Margin_EM_MG_Opp,Dates,MG_Total,GameDifRating,DifCumSum,DifCumSumEMA,DifCumSumShifted,DifOverplayingandEMA,PomSpreadWinATS,PomSpreadLossATS,PomTotalWinTotal,PomTotalLossTotal,TRankSpreadWinATS,TRankSpreadLossATS,TRankTotalWinTotal,TRankTotalLossTotal,B3GSpreadWinATS,B3GSpreadLossATS,B3GTotalWinTotal,B3GTotalLossTotal,TRankLast10SpreadWinATS,TRankLast10SpreadLossATS,TRankLast10TotalWinTotal,TRankLast10TotalLossTotal,MC5SpreadWinATS,MC5SpreadLossATS,MC5TotalWinTotal,MC5TotalLossTotal,MG_SpreadWinATS,MG_SpreadLossATS,MG_TotalWinTotal,MG_TotalLossTotal,MG_SpreadWinATSResult,VegasImpliedWinPercent,MGImpliedWinPercent,PlayingOverRating,PlayingOverRating3,PlayingOverRatingShift,RollingMeanDiffEM,RollingMeanDiffEMShift,PlayingOverPomeroyTrue,PlayingOverPomeroyShiftTrue,PlayingOverDailyTrue,RollingMeanDiffEMTrue,RollingMeanDiffEMShiftTrue,SignalSum,SignalSumShift,SignalSumShiftAfterGame
-17.5,-15,,-15.299999999999995,-15.299999999999995,96.8,0.0,112.1,0.0,Mon 11-07 11-07,A,9 (I-A),Arizona,"L, 117-75",88,85.0,45.1,18.1,22.9,30.6,132.6,82.1,27.2,33.3,75.5,32.0,24.5,160.0,96.8,0.0,96.8,96.8,112.1,0.0,112.1,112.1,20221107,L, 117-75,117,75,99.6,97.7,1.9,110.3,90.0,20.3,95.0792,102.004,-6.92465,75.2665,29.41757892537518,164.9944248081036,82.46692379018492,19.88035280333611,166.3697829275596,45.617546235003246,166.3697829275596,19.88035280333611,166.3697829275596,45.617546235003246,190.64108825557102,24.013975808296777,112.95,89.3722,23.5776,77.0253,99.6,97.7,1.9,110.3,90.0,20.3,45.617546235003246,190.64108825557102,0,100.4373246,101.230573,-0.7932484000000102,-2.243916268,109.7249658,87.70045493,22.02451087,26.5718131,2022-11-07,167.9605798370967,-8.07535,-8.07535,0.0,0.0,-8.07535,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,-3,0.009815328628645315,0.01109658912522149,-8.375349999999996,,0.0,-8.07535,0.0,-1,0.0,-1,-1,1,-3,0.0,0.0
4.0,-11,,-13.899999999999997,-14.536363636363632,87.2,0.0,98.3,0.0,Thu 11-10 11-10,A,146 (Ⅲ),Wyoming,"L, 79-68",78,87.4,47.7,21.9,18.4,7.6,101.6,50.9,25.7,36.8,61.8,-8.0,15.0,155.0,92.0,96.8,93.6,95.05454545454543,105.2,112.1,107.5,109.59090909090908,20221110,L, 79-68,79,68,100.1,98.2,1.8999999999999917,107.8,93.9,13.899999999999991,95.2927,102.217,-6.92464,75.2842,18.725545287516965,151.57758852429185,76.01037661479374,13.55589316647152,155.4191115012973,19.023209790601186,155.4191115012973,13.55589316647152,155.4191115012973,19.023209790601186,151.83836961364096,13.031934795113585,107.124,94.8021,12.322,70.9781,100.1,98.2,1.8999999999999917,107.8,93.9,13.899999999999991,19.023209790601186,151.83836961364096,0,100.4373246,101.230573,-0.7932484000000102,-2.243916268,105.1309567,94.87093996,10.260016739999998,13.08277819,2022-11-10,156.84504459717476,-4.07536,-12.15071,-8.07535,-8.07535,-4.07536,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,3,0.07656372550983481,0.10727763675456181,-6.975359999999997,,-8.375349999999996,-6.075355,-8.07535,-1,-1.0,-1,-1,-1,-3,-3.0,0.0
-1.0,2,-8.033333333333326,-8.499999999999995,-11.475206611570242,105.9,96.63333333333333,103.6,104.66666666666669,Sat 11-19 11-19,A,77 (Ⅱ),BYU,"L, 87-73",77,94.9,45.0,14.3,27.1,27.1,113.1,54.8,27.3,51.4,43.5,3.5,13.0,156.5,98.95,92.0,97.70000000000002,97.02644628099172,104.4,105.2,106.2,108.50165289256196,20221119,L, 87-73,87,73,100.4,99.0,1.4000000000000057,103.1,95.0,8.099999999999994,95.9955,102.546,-6.55053,74.9558,19.28536500740799,153.0029565789312,78.06268059203414,9.73409482928551,157.47651488407118,19.117554607086838,157.47651488407118,9.73409482928551,157.47651488407118,19.117554607086838,143.4157296811473,11.245584361994403,105.185,92.2309,12.9541,73.2139,100.4,99.0,1.4000000000000057,103.1,95.0,8.099999999999994,19.26653409483354,143.70121078391585,0,90.60454039,104.214539,-13.609998610000005,-5.813384842,91.63823491,95.4493186,-3.811083690000004,-7.603240394,2022-11-19,145.20421040610648,8.55053,-3.60018,-9.433803333333334,-12.15071,5.833623333333334,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,-3,0.10784037468050733,0.14208290852614924,-1.9494699999999945,-1.482803333333326,-6.975359999999997,-1.2000600000000006,-6.075355,-1,-1.0,1,-1,-1,-1,-3.0,-3.0
-19.5,-17,-8.833333333333329,-11.566666666666665,-12.60698722764838,83.3,92.13333333333333,101.0,100.96666666666664,Fri 11-25 11-25,N,102 (Ⅱ),UC Irvine,"L, 83-56",76,73.3,31.4,15.7,12.5,37.3,108.6,52.4,23.6,50.0,41.3,-5.0,7.5,144.0,91.125,98.95,92.90000000000002,94.53072877535686,102.7,104.4,104.46666666666668,107.13771600300524,20221125,L, 83-56,83,56,101.1,100.1,1.0,99.9,92.8,7.1000000000000085,97.5396,103.939,-6.39953,73.9283,7.804123598932179,140.9318491208968,71.57742212446657,4.523803473127288,141.89878070009547,19.33176591520336,141.89878070009547,4.523803473127288,141.89878070009547,19.33176591520336,131.7432359973709,19.20453985506903,100.461,95.8181,4.64328,68.0645,101.1,100.1,1.0,99.9,92.8,7.1000000000000085,19.117797134210495,131.72456290085347,0,90.16034072,105.2615754,-15.101234680000005,-6.244330602,98.58195271,85.9993191,12.582633610000002,10.8100886,2022-11-25,132.73674116863066,-10.60047,-14.20065,-7.489262222222223,-3.60018,-6.711387777777777,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,3,0.23752526202697655,0.03369951981188124,-5.167136666666664,-2.433803333333328,-1.9494699999999945,-3.5501625,-1.2000600000000006,-1,-1.0,-1,-1,-1,-3,-1.0,-3.0
8.0,0,-5.299999999999997,-7.877777777777776,-10.4057168226214,98.6,95.93333333333334,99.1,101.23333333333332,Sat 11-26 11-26,N,213 (Ⅳ),San Diego,"W, 72-70",67,106.7,65.2,23.7,23.8,41.3,103.7,41.9,19.3,50.0,37.1,-12.5,6.0,154.5,94.8625,91.125,94.8,95.27059627074652,100.9,102.7,102.6777777777778,105.67631309336792,20221126,W, 72-70,72,70,100.1,100.5,-0.4000000000000057,104.2,102.9,1.2999999999999972,96.5622,104.347,-7.7846,74.8472,6.7830313401153575,153.98390320461647,73.56862243982931,1.2918850767549515,156.19312408784936,6.468339263459215,156.19312408784936,1.2918850767549515,156.19312408784936,6.468339263459215,158.83835525858132,15.047161007144283,105.235,104.123,1.11252,69.0991,100.1,100.5,-0.4000000000000057,104.2,102.9,1.2999999999999972,6.671285782445903,158.59666318406389,0,90.16034072,105.2615754,-15.101234680000005,-6.244330602,109.1896807,105.2827676,3.906913099999997,2.766425716,2022-11-26,157.79787083089116,7.7846,-6.416049999999999,-9.726391481481482,-14.20065,3.3103414814814824,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,-3,0.2838545830986763,0.07591992372998058,-0.09317777777777625,2.484600000000003,-5.167136666666664,-1.2832099999999986,-3.5501625,-1,-1.0,1,-1,-1,-1,-3.0,-1.0
14.5,12,-2.0,-1.1851851851851842,-6.2955864912356905,105.2,95.7,93.0,97.7,Wed 12-07 12-07,A,55 (I),Texas Tech,"L, 78-71",75,94.1,47.6,18.6,19.4,27.4,103.4,58.3,23.9,26.7,109.5,9.0,21.5,140.0,100.03125,94.8625,98.26666666666668,97.07594240333805,96.95,100.9,99.45185185185188,103.37152889457371,20221207,L, 78-71,78,71,99.7,100.5,-0.7999999999999972,106.6,89.2,17.39999999999999,96.9864,104.346,-7.3597,72.6669,21.07786348055876,136.06988979726623,67.47075149914652,16.378506298878946,135.90929176066487,19.324276707244522,135.90929176066487,16.378506298878946,135.90929176066487,19.324276707244522,132.04313615091272,13.723556431409634,109.088,90.8288,18.2596,65.2731,99.7,100.5,-0.7999999999999972,106.6,89.2,17.39999999999999,20.701066859641283,129.48298446042017,0,88.92003712,102.7062784,-13.786241279999999,-4.028521163,99.00712942,97.97886727,1.0282621500000033,1.704236066,2022-12-07,130.82218541247343,19.3597,12.943650000000002,-8.622944320987655,-6.416049999999999,21.566594320987654,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3,0.02029867074389724,0.09560544310413066,6.174514814814816,5.3597,-0.09317777777777625,2.1572750000000003,-1.2832099999999986,1,-1.0,1,1,-1,3,-1.0,-3.0
8.0,12,8.066666666666668,3.376543209876543,-2.878207129192837,112.2,105.33333333333331,99.7,97.26666666666668,Thu 12-15 12-15,H,261 (Ⅳ),Southeastern Louisiana,"W, 88-73",74,118.9,61.8,21.6,33.3,56.4,98.6,50.0,18.9,23.5,47.3,4.0,-7.0,157.0,106.115625,100.03125,102.91111111111113,99.82577105727658,98.325,96.95,99.5345679012346,102.7039781864694,20221215,W, 88-73,88,73,99.9,99.6,0.3000000000000113,98.7,109.2,-10.5,97.6751,103.7,-6.02457,73.9918,-7.462646978731328,156.63802555550882,75.25408116273115,-12.756379889124005,159.68814179957786,-6.026355989275964,159.68814179957786,-12.756379889124005,159.68814179957786,-6.026355989275964,150.35321471110066,8.386740482998235,98.8031,109.108,-10.3049,71.4993,99.9,99.6,0.3000000000000113,98.7,109.2,-10.5,-2.2899302374834414,152.99525441822516,0,90.36356766,101.1476887,-10.784121040000002,-4.863085281,103.6820797,97.992043,5.690036700000007,1.985662221,2022-12-15,148.3601226887825,18.02457,30.968220000000002,-1.4340795473251031,12.943650000000002,32.40229954732511,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,-3,0.7475074624530771,0.21222140905672215,9.401113209876543,14.091236666666667,6.174514814814816,4.424031428571428,2.1572750000000003,1,1.0,1,1,1,3,3.0,-1.0
19.5,11,12.199999999999998,6.217695473251026,-0.1912603784305044,107.1,108.16666666666669,95.2,95.96666666666664,Sat 12-17 12-17,A,61 (I),Mississippi St.,"L, 68-66",71,93.0,46.9,21.1,30.0,14.1,95.8,40.8,25.4,40.6,71.4,-4.5,21.5,138.5,106.6078125,106.115625,104.30740740740742,101.14835813777174,96.7625,98.325,98.0897119341564,101.33961851620224,20221217,L, 68-66,68,66,100.7,100.0,0.7000000000000028,102.5,88.1,14.400000000000006,98.3868,103.697,-5.31066,73.8761,20.22578607561168,132.29646865085908,67.14475777311522,13.168511875952895,131.84984125313787,9.97155480493373,131.84984125313787,13.168511875952895,131.84984125313787,9.97155480493373,129.75794209298064,19.914334448770113,107.057,87.685,19.3717,63.8945,100.7,100.0,0.7000000000000028,102.5,88.1,14.400000000000006,16.93218937078107,124.78265313293258,0,91.49616247,100.3858998,-8.889737330000003,-2.398662785,101.1956068,84.88323354,16.312373259999987,17.45102652,2022-12-17,123.81104982048447,16.31066,47.27888,9.366686968449931,30.968220000000002,37.91219303155007,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0.02029867074389724,0.028940158633457447,11.528355473251025,17.510659999999998,9.401113209876543,5.90986,4.424031428571428,1,1.0,1,1,1,3,3.0,3.0
-8.5,-8,5.23333333333333,1.2451303155006834,-1.7383039459885952,78.5,99.26666666666668,87.2,94.03333333333336,Wed 12-28 12-28,A,17 (I-A),Baylor,"L, 85-56",79,70.8,38.7,25.3,25.6,25.8,107.4,52.6,22.8,36.1,60.3,-7.5,20.5,148.5,92.55390625,106.6078125,95.70493827160496,97.03047483999508,91.98125,96.7625,94.45980795610429,98.76877878598364,20221228,L, 85-56,85,56,100.9,99.0,1.9,112.3,93.6,18.7,98.9979,102.652,-3.65396,74.5699,22.140566238450333,154.62354651307976,73.62308502503556,16.926947018102382,155.10503187641393,10.603455731860068,155.10503187641393,16.926947018102382,155.10503187641393,10.603455731860068,140.33010436463883,19.153509880087185,114.307,93.9512,20.3558,69.4074,100.9,99.0,1.9,112.3,93.6,18.7,16.918154262860938,152.53743964182783,0,94.15146711,99.30905893,-5.1575918200000075,-2.441924623,107.4019542,92.00221973,15.399734470000013,17.60542637,2022-12-28,145.88879655689902,-4.34604,42.93284,22.004084645633288,47.27888,20.92875535436671,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,-3,0.025446496381253736,0.03406516779469071,4.8990903155006835,8.88729333333333,11.528355473251025,4.770315555555555,5.90986,1,1.0,1,1,1,3,3.0,3.0
-0.5,-13,-3.3000000000000065,-3.536579789666213,-3.804066864899761,92.6,92.73333333333332,105.7,96.03333333333336,Thu 1-05 1-05,A,317 (Ⅳ),Texas A&M Commerce,"W, 66-63",64,103.3,54.6,17.2,25.0,24.1,98.6,53.9,23.5,25.0,27.5,-22.0,-3.5,151.0,92.576953125,92.55390625,94.66995884773664,96.22493395999597,98.840625,91.98125,98.20653863740289,100.0290008248957,20230105,W, 66-63,66,63,98.9,98.0,0.9000000000000057,96.5,108.0,-11.5,97.8096,101.804,-3.99451,74.4369,-0.4328460869080999,145.44184830307842,71.59421514324323,-4.837229448229522,147.2460570261943,-13.099768333175918,147.2460570261943,-4.837229448229522,147.2460570261943,-13.099768333175918,149.2761399912641,8.197921036328438,97.2327,107.672,-10.4396,67.6153,98.9,98.0,0.9000000000000057,96.5,108.0,-11.5,-2.742540932691267,144.91993344181813,0,91.92704211,99.95769302,-8.030650909999991,-5.451389922,99.40943508,101.7936289,-2.3841938200000072,-2.163069878,2023-01-05,141.43506821377213,-9.00549,33.92735,28.98033643042219,42.93284,4.9470135695778055,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,3,0.6305586598182363,0.21747348378728804,0.457930210333787,0.6945099999999935,4.8990903155006835,3.392735,4.770315555555555,1,1.0,1,1,1,3,3.0,3.0
