ATS,EMRating,EMRating3GameEMA,EMRating5GameExpMA,EMRating10GameExpMA,AdjO,AdjO3GameEMA,AdjD,AdjD3GameEMA,Date,HomeAway,Op Rank,Opponent,Result,Pace,PPP,EFG%,TO%,OR%,FTR%,PPP1,EFG%1,TO%1,OR%1,FTR%1,OverUnder,ATSVegas,OverUnderVegas,AdjO3ExpMA,AdjO3ExpMAS,AdjO5ExpMA,AdjO10ExpMA,AdjD3ExpMA,AdjD3ExpMAS,AdjD5ExpMA,AdjD10ExpMA,DateNew,AdjOECurrent,AdjDECurrent,AdjEMCurrent,AdjOECurrentOpp,AdjDECurrentOpp,AdjEMCurrentOpp,PomAdjOECurrent,PomAdjDECurrent,PomAdjEMCurrent,PomAdjTCurrent,PomSpread,PomTotal,PomTempo,TRankSpread,TRankTotal,B3GSpread,B3GTotal,TRankLast10Spread,TRankLast10Total,MC5Spread,MC5Total,MG_Spread,PomAdjOECurrentOpp,PomAdjDECurrentOpp,PomAdjEMCurrentOpp,PomAdjTCurrentOpp,AdjOELast10,AdjDELast10,AdjEMLast10,AdjOEOppLast10,AdjDEOppLast10,AdjEMOppLast10,MC10Spread,MC10Total,MC10Edge,AdjOE_MG,AdjDE_MG,AdjEM_MG,Adj_Margin_EM_MG,AdjOE_MG_Opp,AdjDE_MG_Opp,AdjEM_MG_Opp,Adj_Margin_EM_MG_Opp,Dates,MG_Total,GameDifRating,DifCumSum,DifCumSumEMA,DifCumSumShifted,DifOverplayingandEMA,PomSpreadWinATS,PomSpreadLossATS,PomTotalWinTotal,PomTotalLossTotal,TRankSpreadWinATS,TRankSpreadLossATS,TRankTotalWinTotal,TRankTotalLossTotal,B3GSpreadWinATS,B3GSpreadLossATS,B3GTotalWinTotal,B3GTotalLossTotal,TRankLast10SpreadWinATS,TRankLast10SpreadLossATS,TRankLast10TotalWinTotal,TRankLast10TotalLossTotal,MC5SpreadWinATS,MC5SpreadLossATS,MC5TotalWinTotal,MC5TotalLossTotal,MG_SpreadWinATS,MG_SpreadLossATS,MG_TotalWinTotal,MG_TotalLossTotal,MG_SpreadWinATSResult,VegasImpliedWinPercent,MGImpliedWinPercent,PlayingOverRating,PlayingOverRating3,PlayingOverRatingShift,RollingMeanDiffEM,RollingMeanDiffEMShift,PlayingOverPomeroyTrue,PlayingOverPomeroyShiftTrue,PlayingOverDailyTrue,RollingMeanDiffEMTrue,RollingMeanDiffEMShiftTrue,SignalSum,SignalSumShift,SignalSumShiftAfterGame
2.5,9,,9.0,9.0,111.2,0.0,102.2,0.0,Mon 11-07 11-07,A,108 (Ⅱ),Akron,"L, 81-80 OT",75,106.8,55.9,17.4,17.9,28.8,108.2,51.4,12.0,22.5,17.4,15.5,3.5,145.5,111.2,0.0,111.2,111.2,102.2,0.0,102.2,102.2,20221107,104.3,99.3,5.0,101.7,97.5,4.2,105.773,102.148,3.62489,72.2818,5.596048561568082,143.38133667323154,69.89331320910385,3.555692143422874,145.00316299966192,-5.017167482260589,145.00316299966192,3.555692143422874,145.00316299966192,-5.017167482260589,160.23831316242416,0.33855539277365665,101.98,96.3329,5.64685,67.977,104.3,99.3,5.0,101.7,97.5,4.2,-5.017167482260589,160.23831316242416,0,107.4507695,104.017891,3.432878500000001,7.516759938,98.26171388,100.1485618,-1.886847919999994,0.80206582,2022-11-07,150.01743003818174,5.375109999999999,5.375109999999999,0.0,0.0,5.375109999999999,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,3,0.36944134018176367,0.487138984647809,5.375109999999999,,0.0,5.375109999999999,0.0,1,0.0,1,1,1,3,0.0,0.0
8.5,23,,13.966666666666663,11.709090909090907,107.3,0.0,83.4,0.0,Wed 11-09 11-09,A,30 (I-A),Boise St.,"W, 68-66",73,93.5,55.4,26.1,3.7,50.0,90.7,50.0,19.2,17.2,29.6,-11.5,6.5,145.5,109.25,111.2,109.9,110.4909090909091,92.8,102.2,95.93333333333334,98.78181818181818,20221109,104.6,99.5,5.099999999999994,103.0,92.3,10.700000000000005,105.773,102.148,3.62489,72.2818,8.257940881956387,146.0092841846107,72.04654998805123,8.48273333643806,146.7934965527668,-9.497885757936388,146.7934965527668,8.48273333643806,146.7934965527668,-9.497885757936388,141.62852075658955,9.548194694497326,102.445,93.4308,9.01399,70.0712,104.6,99.5,5.099999999999994,103.0,92.3,10.700000000000005,-9.497885757936388,141.62852075658955,0,107.4507695,104.017891,3.432878500000001,7.516759938,99.17284957,89.12880297,10.044046600000001,7.215141776,2022-11-09,146.7469578111748,19.37511,24.75022,5.375109999999999,5.375109999999999,19.37511,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,-3,0.26794249453351904,0.1815822079249083,10.341776666666663,,5.375109999999999,12.37511,5.375109999999999,1,1.0,1,1,1,3,3.0,0.0
-3.0,3,11.966666666666663,10.311111111111112,10.125619834710742,85.9,101.46666666666664,82.9,89.5,Tue 11-15 11-15,N,182 (Ⅲ),St. Bonaventure,"W, 66-62",78,84.6,46.6,32.0,18.5,68.2,79.5,44.4,23.1,17.9,12.7,-14.0,-7.0,142.0,97.575,109.25,101.9,106.0198347107438,87.85000000000001,92.8,91.5888888888889,95.89421487603306,20221115,105.7,99.6,6.1000000000000085,100.7,101.9,-1.2000000000000028,106.451,101.934,4.5175,72.0074,-0.45625266844459134,143.76265353559577,68.70028346543386,-5.213600704384859,146.32883395392338,-14.28324719411573,146.32883395392338,-5.213600704384859,146.32883395392338,-14.28324719411573,146.7866292193998,-6.043379372435936,102.831,99.0946,3.73678,67.0713,105.7,99.6,6.1000000000000085,100.7,101.9,-1.2000000000000028,-14.435256155143442,146.80095318748727,0,107.4507695,104.017891,3.432878500000001,7.516759938,99.77269815,104.5800621,-4.80736395000001,-4.459248097,2022-11-15,152.06085970282373,-1.5175,23.23272,11.83348,24.75022,11.39924,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,3,0.7475074624530771,0.7175436675802166,5.793611111111112,7.449166666666663,10.341776666666663,7.74424,12.37511,1,1.0,1,1,1,3,3.0,3.0
0.0,-4,7.533333333333331,5.440740740740743,7.502779864763333,79.2,90.8,83.5,83.26666666666667,Wed 11-16 11-16,A,20 (I-A),Arkansas,"L, 71-56",79,70.6,34.8,25.2,15.4,35.7,89.5,51.6,25.2,25.7,24.6,-25.5,15.0,152.5,88.3875,97.575,94.33333333333334,101.1435011269722,85.67500000000001,87.85000000000001,88.8925925925926,93.64072126220888,20221116,104.1,98.2,5.899999999999992,104.6,86.4,18.19999999999999,104.984,100.347,4.63624,73.7916,18.48672319253484,153.11419941362797,76.29893989928875,14.15751776548774,150.40802191111882,11.833705834811115,150.40802191111882,14.15751776548774,150.40802191111882,11.833705834811115,128.19495490976163,12.39432556925253,109.536,86.8709,22.6648,72.6887,104.1,98.2,5.899999999999992,104.6,86.4,18.19999999999999,12.021229969681938,128.3338780636487,0,92.80218046,92.28059996,0.5215804999999989,0.521067176,96.95442023,84.33004846,12.624371769999996,11.87267886,2022-11-16,130.94776995101438,-8.63624,14.59648,15.633226666666667,23.23272,-1.0367466666666676,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0.07656372550983481,0.11891820391914687,0.8045007407407434,2.8970933333333315,5.793611111111112,3.64912,7.74424,1,1.0,-1,1,1,1,3.0,3.0
-18.5,-11,-4.099999999999999,-0.0395061728395038,4.138638071169999,113.2,92.76666666666668,124.2,96.86666666666667,Sat 11-19 11-19,H,132 (Ⅲ),Stephen F. Austin,"L, 93-82",75,109.9,69.8,26.8,4.3,39.6,124.6,60.9,18.8,42.3,58.2,26.0,-7.5,149.0,100.79375,88.3875,100.62222222222223,103.33559183115908,104.9375,85.67500000000001,100.66172839506174,99.19695375998909,20221119,102.9,97.6,5.300000000000011,100.2,97.7,2.5,104.055,99.1376,4.91743,74.5427,-8.25352685425706,153.80207786665846,76.03206950810811,-6.438099692854777,154.07959262917097,-12.250332930312844,154.07959262917097,-6.438099692854777,154.07959262917097,-12.250332930312844,146.43498720498516,-4.287445107995211,99.8056,100.107,-0.301475,71.7046,102.9,97.6,5.300000000000011,100.2,97.7,2.5,-12.505795533639315,146.21915127328353,0,92.80218046,92.28059996,0.5215804999999989,0.521067176,104.0856111,103.6505753,0.4350357999999943,1.218403067,2022-11-19,149.29545579503625,-15.91743,-1.3209499999999998,15.287644444444446,14.59648,-16.608594444444446,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,3,0.7624747379730235,0.658483596055808,-4.956936172839504,-9.01743,0.8045007407407434,-0.26419000000000015,3.64912,-1,1.0,-1,-1,1,-3,1.0,3.0
1.0,3,-3.966666666666669,1.1069958847736612,4.00434024004818,89.3,93.9,85.9,97.86666666666667,Fri 11-25 11-25,N,285 (Ⅳ),Valparaiso,"W, 61-50",65,94.5,47.1,21.7,25.0,29.4,77.4,41.7,20.1,21.6,0.0,-38.5,-10.0,149.5,95.046875,100.79375,96.84814814814816,100.7836660436756,95.41875,104.9375,95.74115226337452,96.77932580362742,20221125,104.1,99.7,4.399999999999992,97.8,105.1,-7.299999999999997,105.424,101.874,3.55004,73.0639,-9.019479662124496,149.134104658119,71.42230071052633,-8.695611285642173,151.16643529481644,-17.219696407927053,151.16643529481644,-8.695611285642173,151.16643529481644,-17.219696407927053,138.13695185656903,-8.420085282363566,96.7659,105.546,-8.7801,68.7205,104.1,99.7,4.399999999999992,97.8,105.1,-7.299999999999997,-17.350161534759927,138.0349218593504,0,94.15231019,95.35621801,-1.203907820000012,-7.59248473,90.6617586,104.0622218,-13.400463200000004,-6.595019724,2022-11-25,134.7380384689787,-0.5500400000000001,-1.87099,9.751446296296299,-1.3209499999999998,-11.6224362962963,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,-3,0.8295480920359348,0.7886983236344108,-2.443044115226339,-7.5167066666666695,-4.956936172839504,-0.31183166666666606,-0.26419000000000015,-1,-1.0,-1,-1,-1,-3,-3.0,1.0
-14.5,-19,-8.866666666666669,-5.595336076817559,-0.1782670763242171,89.7,97.40000000000002,108.7,106.26666666666668,Sat 11-26 11-26,N,109 (Ⅱ),James Madison,"L, 79-60",71,84.3,50.0,29.5,28.1,21.2,111.0,56.5,22.5,34.3,24.2,-16.5,4.5,155.5,92.3734375,95.046875,94.46543209876546,98.76845403573458,102.059375,95.41875,100.06076817558302,98.9467211120588,20221126,103.2,98.8,4.400000000000006,106.5,99.3,7.200000000000003,104.775,100.893,3.88272,72.1764,3.922634962719499,158.9903121413417,75.88491172745377,2.1268393208440273,160.96184091370603,12.709525907355621,160.96184091370603,2.1268393208440273,160.96184091370603,12.709525907355621,140.9600878048712,14.175245023838684,106.924,98.0041,8.92027,73.9121,103.2,98.8,4.400000000000006,106.5,99.3,7.200000000000003,12.460311385315203,144.29987020753654,0,94.15231019,95.35621801,-1.203907820000012,-7.59248473,105.474131,87.39551431,18.078616690000004,15.90949172,2022-11-26,141.71259507493312,-22.88272,-24.753709999999998,5.877300864197534,-1.87099,-30.63101086419753,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,3,0.3341175708976246,0.08850424885458974,-9.478056076817559,-12.74938666666667,-2.443044115226339,-3.536244285714286,-0.31183166666666606,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
-7.0,-16,-10.833333333333336,-9.36355738454504,-3.2185821533561785,105.1,94.7,122.0,105.53333333333336,Fri 12-02 12-02,A,85 (I),Kent St.,"L, 83-68",68,100.3,47.3,17.7,28.6,41.8,122.4,58.1,14.7,33.3,19.4,5.0,8.0,146.0,98.73671875,92.3734375,98.01028806584364,99.91964421105556,112.0296875,102.059375,107.3738454503887,103.13822636441174,20221202,101.4,98.9,2.5,102.0,92.0,10.0,103.465,100.966,2.49859,70.4877,9.147561741771227,145.3147388594235,71.84120421379802,9.572270888739311,142.8453147317639,19.23694053690481,142.8453147317639,9.572270888739311,142.8453147317639,19.23694053690481,121.25037187972298,14.107728147984439,104.072,94.6864,9.3852,71.6499,101.4,98.9,2.5,102.0,92.0,10.0,16.582366620458004,127.98836954538461,0,93.62928559,94.27220502,-0.6429194300000063,-7.198712149,97.64353977,82.88306941,14.76047036,11.33684152,2022-12-02,124.9726282459724,-18.49859,-43.2523,-4.333036090534976,-24.753709999999998,-38.91926390946502,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3,0.22305842386064167,0.08953999177318184,-11.86214738454504,-13.331923333333336,-9.478056076817559,-5.406537500000001,-3.536244285714286,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
6.0,9,-8.666666666666666,-2.942371589696693,-0.8333853982005084,109.2,101.33333333333331,99.3,110.0,Sat 12-03 12-03,A,2 (I-A),Alabama,"L, 78-65",70,93.3,47.5,15.8,21.1,18.0,111.9,49.3,14.4,34.1,22.1,-11.5,19.0,154.5,103.968359375,98.73671875,101.74019204389576,101.60698162722728,105.66484375,112.0296875,104.68256363359248,102.44036702542778,20221203,101.4,98.9,2.5,109.4,90.3,19.10000000000001,103.674,101.787,1.88616,69.7334,19.304717420805005,148.59481806922201,71.6312792918919,16.286039156131878,146.72454494887023,26.587910394555546,146.72454494887023,16.286039156131878,146.72454494887023,26.587910394555546,146.76180294968742,19.016049672373143,112.542,89.986,22.5556,72.2133,101.4,98.9,2.5,109.4,90.3,19.10000000000001,22.455415735754347,140.96112478564908,0,93.29275992,94.11192687,-0.8191669500000103,-7.583989223,106.2014185,84.68813446,21.513284040000002,22.33592264,2022-12-03,131.5673760210217,7.11384,-36.138459999999995,-17.306124060356648,-43.2523,-18.832335939643347,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,-3,0.03518483230489555,0.03506637427957304,-4.828531589696693,-10.552826666666666,-11.86214738454504,-4.015384444444445,-5.406537500000001,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
-25.0,-35,-14.066666666666668,-13.69491439313113,-7.08186078034587,84.0,99.43333333333334,119.2,113.5,Tue 12-06 12-06,A,156 (Ⅲ),Montana,"L, 81-56",66,85.3,35.4,18.3,18.2,52.1,123.3,64.2,15.2,29.2,37.7,-1.0,0.0,138.0,93.9841796875,103.968359375,95.82679469593052,98.40571224045868,112.432421875,105.66484375,109.52170908906166,105.48757302080452,20221206,101.9,100.8,1.1000000000000083,99.8,104.5,-4.700000000000003,104.002,101.78,2.22159,69.3895,-0.9656406558490858,131.7662142336968,63.019780791607396,-0.05816499541865028,133.89523435409706,7.889077942248072,133.89523435409706,-0.05816499541865028,133.89523435409706,7.889077942248072,131.79652965854007,-0.7637720916970423,99.6622,104.674,-5.01217,63.8467,101.9,100.8,1.1000000000000083,99.8,104.5,-4.700000000000003,0.3393323846360237,128.44572782802297,0,93.95073105,94.30383075,-0.35309970000000135,-7.086403883,95.74300017,102.9310079,-7.188007729999995,-0.25629702,2022-12-06,120.88553903463318,-37.22159,-73.36005,-23.5835693735711,-36.138459999999995,-49.776480626428906,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,-3,0.5,0.5289935705408199,-15.916504393131131,-16.28825666666667,-4.828531589696693,-7.336005,-4.015384444444445,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
