ATS,EMRating,EMRating3GameEMA,EMRating5GameExpMA,EMRating10GameExpMA,AdjO,AdjO3GameEMA,AdjD,AdjD3GameEMA,Date,HomeAway,Op Rank,Opponent,Result,Pace,PPP,EFG%,TO%,OR%,FTR%,PPP1,EFG%1,TO%1,OR%1,FTR%1,OverUnder,ATSVegas,OverUnderVegas,AdjO3ExpMA,AdjO3ExpMAS,AdjO5ExpMA,AdjO10ExpMA,AdjD3ExpMA,AdjD3ExpMAS,AdjD5ExpMA,AdjD10ExpMA,DateNew,AdjOECurrent,AdjDECurrent,AdjEMCurrent,AdjOECurrentOpp,AdjDECurrentOpp,AdjEMCurrentOpp,PomAdjOECurrent,PomAdjDECurrent,PomAdjEMCurrent,PomAdjTCurrent,PomSpread,PomTotal,PomTempo,TRankSpread,TRankTotal,B3GSpread,B3GTotal,TRankLast10Spread,TRankLast10Total,MC5Spread,MC5Total,MG_Spread,PomAdjOECurrentOpp,PomAdjDECurrentOpp,PomAdjEMCurrentOpp,PomAdjTCurrentOpp,AdjOELast10,AdjDELast10,AdjEMLast10,AdjOEOppLast10,AdjDEOppLast10,AdjEMOppLast10,MC10Spread,MC10Total,MC10Edge,AdjOE_MG,AdjDE_MG,AdjEM_MG,Adj_Margin_EM_MG,AdjOE_MG_Opp,AdjDE_MG_Opp,AdjEM_MG_Opp,Adj_Margin_EM_MG_Opp,Dates,MG_Total,GameDifRating,DifCumSum,DifCumSumEMA,DifCumSumShifted,DifOverplayingandEMA,PomSpreadWinATS,PomSpreadLossATS,PomTotalWinTotal,PomTotalLossTotal,TRankSpreadWinATS,TRankSpreadLossATS,TRankTotalWinTotal,TRankTotalLossTotal,B3GSpreadWinATS,B3GSpreadLossATS,B3GTotalWinTotal,B3GTotalLossTotal,TRankLast10SpreadWinATS,TRankLast10SpreadLossATS,TRankLast10TotalWinTotal,TRankLast10TotalLossTotal,MC5SpreadWinATS,MC5SpreadLossATS,MC5TotalWinTotal,MC5TotalLossTotal,MG_SpreadWinATS,MG_SpreadLossATS,MG_TotalWinTotal,MG_TotalLossTotal,MG_SpreadWinATSResult,VegasImpliedWinPercent,MGImpliedWinPercent,PlayingOverRating,PlayingOverRating3,PlayingOverRatingShift,RollingMeanDiffEM,RollingMeanDiffEMShift,PlayingOverPomeroyTrue,PlayingOverPomeroyShiftTrue,PlayingOverDailyTrue,RollingMeanDiffEMTrue,RollingMeanDiffEMShiftTrue,SignalSum,SignalSumShift,SignalSumShiftAfterGame
-2.5,-25,,-25.39999999999999,-25.39999999999999,94.4,0.0,119.8,0.0,Fri 11-11 11-11,A,178 (Ⅲ),Minnesota,"L, 72-54",59,91.3,44.7,18.6,32.4,12.3,121.7,60.2,20.3,44.0,38.8,-8.5,15.5,134.5,94.4,0.0,94.4,94.4,119.8,0.0,119.8,119.8,20221111,91.3,106.4,-15.1,99,98.2,0.8,92.0431,108.98,-16.937,71.8041,19.26965133501985,141.80720790101887,70.50049298961595,15.2519871163341,141.01154120843992,22.728324591974513,141.01154120843992,15.2519871163341,141.01154120843992,22.728324591974513,140.93026151269993,16.563293832332725,102.46,97.6041,4.85594,69.0237,91.3,106.4,-15.1,99,98.2,0.8,22.728324591974513,140.93026151269993,0,93.82018965,101.631973,-7.811783349999999,-16.96064525,103.4084648,93.29881658,10.109648220000011,9.334305744,2022-11-11,139.34429352021976,-8.062999999999999,-8.062999999999999,0.0,0.0,-8.062999999999999,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,3,0.06994638275525245,0.057345255504357096,-8.46299999999999,,0.0,-8.062999999999999,0.0,-1,0.0,-1,-1,1,-3,0.0,0.0
-28.5,-40,,-30.46666666666666,-28.16363636363636,74.4,0.0,115.0,0.0,Sun 11-13 11-13,A,199 (Ⅲ),St. Thomas,"L, 84-48",65,73.4,32.2,18.4,29.3,23.7,128.5,63.6,9.2,24.1,25.4,-13.0,7.5,145.0,84.4,94.4,87.73333333333335,90.76363636363637,117.4,119.8,118.2,118.92727272727272,20221113,92.4,108.0,-15.599999999999994,103,108.9,-5.900000000000006,92.9402,110.091,-17.1513,69.2575,11.217031992057684,143.87657323647497,67.51561969061166,11.448054710593368,146.77990304429463,28.55224971032023,146.77990304429463,11.448054710593368,146.77990304429463,28.55224971032023,148.58941772950837,17.507334873947727,101.976,109.273,-7.29722,68.5319,92.4,108.0,-15.599999999999994,103,108.9,-5.900000000000006,28.706499258135707,148.7469226292308,0,93.82018965,101.631973,-7.811783349999999,-16.96064525,114.040082,102.9018767,11.138205299999996,12.62997805,2022-11-13,147.35070053501198,-22.8487,-30.9117,-8.062999999999999,-8.062999999999999,-22.8487,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3,0.23752526202697655,0.04772090202284629,-13.315366666666662,,-8.46299999999999,-15.455849999999998,-8.062999999999999,-1,-1.0,-1,-1,-1,-3,-3.0,0.0
6.5,-6,-24.23333333333333,-22.544444444444444,-24.26115702479338,89.5,86.10000000000001,96.2,110.33333333333331,Sat 11-19 11-19,H,239 (Ⅳ),Saint Peter's,"W, 61-58",68,90.2,46.8,22.2,25.0,53.2,85.8,33.6,25.1,43.5,39.3,-13.0,3.5,132.0,86.95,84.4,88.32222222222224,90.53388429752069,106.8,117.4,110.86666666666667,114.79504132231403,20221119,91.4,109.3,-17.89999999999999,93,97.5,-4.5,91.8967,111.218,-19.3215,68.9955,6.127772474558093,133.28806695094855,67.32743809672832,4.963337314382244,131.37752172330318,15.758917310870208,131.37752172330318,4.963337314382244,131.37752172330318,15.758917310870208,137.25142763117083,0.32027298494617185,96.2337,100.443,-4.20957,68.6004,91.4,109.3,-17.89999999999999,93,97.5,-4.5,15.679946176658952,136.9818278408939,0,95.32489548,110.8949644,-15.570068920000011,-3.7229746,98.88818273,108.3009822,-9.41279947000001,-0.242014965,2022-11-19,146.76836865020928,13.3215,-17.5902,-15.679233333333332,-30.9117,-1.910966666666667,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,3,0.36944134018176367,0.48783327379569197,-3.222944444444444,-4.91183333333333,-13.315366666666662,-5.863399999999999,-15.455849999999998,-1,-1.0,-1,-1,-1,-3,-3.0,-3.0
