Team,AdjEM,AdjOE,AdjDE
Abilene Christian,-1.6,107.1,108.7
Air Force,2.6,107,104.4
Akron,5.8,109.4,103.6
Alabama,25.7,117.2,91.5
Alabama A&M,-11.7,96.5,108.2
Alabama St.,-18.2,93.5,111.7
Albany,-18,98.9,116.9
Alcorn St.,-6.9,102.6,109.5
American,-9.4,101.7,111.1
Appalachian St.,1.4,102.7,101.3
Arizona,23,121.1,98.1
Arizona St.,10.6,107.4,96.8
Arkansas,18.2,112.6,94.4
Arkansas Pine Bluff,-12.1,95.7,107.8
Arkansas St.,-9.7,100.4,110.1
Army,-4.8,104.1,108.9
Auburn,18.1,113.6,95.5
Austin Peay,-14.8,97,111.8
BYU,10.5,109.5,99
Ball St.,1.2,109.3,108.1
Baylor,21.8,122.8,101
Bellarmine,-7,103.2,110.2
Belmont,4.7,111.8,107.1
Bethune Cookman,-17.2,97.4,114.6
Binghamton,-10.3,99.3,109.6
Boise St.,15.4,110.7,95.3
Boston College,0.4,103,102.6
Boston University,-10.3,97.6,107.9
Bowling Green,-8.5,104.5,113
Bradley,9.6,108.1,98.5
Brown,0.6,101.8,101.2
Bryant,-3.5,104.5,108
Bucknell,-10.2,99.7,109.9
Buffalo,-0.5,104.7,105.2
Butler,2.9,101.4,98.5
Cal Baptist,1.3,105.4,104.1
Cal Poly,-11.4,93.8,105.2
Cal St. Bakersfield,-9.4,96.9,106.3
Cal St. Fullerton,5.4,105,99.6
Cal St. Northridge,-13.6,96.6,110.2
California,-7.8,97.9,105.7
Campbell,-4.4,105.7,110.1
Canisius,-6.5,103,109.5
Central Arkansas,-14.2,99.4,113.6
Central Connecticut,-17,97.7,114.7
Central Michigan,-15.8,93.5,109.3
Charleston Southern,-10.9,105.7,116.6
Charlotte,4.4,107.6,103.2
Chattanooga,0.1,108.9,108.8
Chicago St.,-11.2,102.9,114.1
Cincinnati,14.4,113.9,99.5
Clemson,12.8,111.9,99.1
Cleveland St.,0.5,105.6,105.1
Coastal Carolina,-10.5,104.8,115.3
Colgate,6.2,113.5,107.3
College of Charleston,11.9,111.7,99.8
Colorado,10.5,105.1,94.6
Colorado St.,5.8,112.6,106.8
Columbia,-16.1,95.5,111.6
Connecticut,24.9,119.9,95
Coppin St.,-17.5,99.1,116.6
Cornell,1.2,112.6,111.4
Creighton,20.9,115.5,94.6
Dartmouth,-7.1,101,108.1
Davidson,3.4,108.9,105.5
Dayton,12.1,110.5,98.4
DePaul,0.1,106,105.9
Delaware,-4.9,103.1,108
Delaware St.,-19.1,92.6,111.7
Denver,-8.8,101.5,110.3
Detroit,-4.1,110.7,114.8
Drake,14.1,111.7,97.6
Drexel,-1.2,101.5,102.7
Duke,15.9,111.7,95.8
Duquesne,6.5,109.2,102.7
East Carolina,-2.6,103.4,106
East Tennessee St.,-6.3,101.6,107.9
Eastern Illinois,-17.6,94.7,112.3
Eastern Kentucky,2,104.6,102.6
Eastern Michigan,-12.7,102,114.7
Eastern Washington,3.3,111.8,108.5
Elon,-11.9,99.3,111.2
Evansville,-17.4,92.5,109.9
FIU,-2.4,104,106.4
Fairfield,-6.9,99.7,106.6
Fairleigh Dickinson,-12.1,107,119.1
Florida,10.4,107.7,97.3
Florida A&M,-18.8,91,109.8
Florida Atlantic,15.1,114.2,99.1
Florida Gulf Coast,-2.8,104.6,107.4
Florida St.,-3.5,105.3,108.8
Fordham,1.2,102.3,101.1
Fort Wayne,-6,101.2,107.2
Fresno St.,3.4,104.9,101.5
Furman,9,114.9,105.9
Gardner Webb,-2.2,100,102.2
George Mason,1.4,102.8,101.4
George Washington,-1.8,109.8,111.6
Georgetown,-2.2,105.1,107.3
Georgia,1.2,104.9,103.7
Georgia Southern,-1.1,101.5,102.6
Georgia St.,-10.2,98.3,108.5
Georgia Tech,1.2,104.5,103.3
Gonzaga,23.5,125.3,101.8
Grambling St.,0.3,100.3,100
Grand Canyon,3.5,110.1,106.6
Green Bay,-23.6,92.3,115.9
Hampton,-18.4,98.3,116.7
Hartford,-27.7,91.6,119.3
Harvard,-1.1,100.6,101.7
Hawaii,2.7,102.4,99.7
High Point,-11.2,100.8,112
Hofstra,9.8,110.4,100.6
Holy Cross,-15.7,95.3,111
Houston,28.8,121.2,92.4
Houston Christian,-18.7,102.3,121
Howard,-4.8,104.4,109.2
IUPUI,-22,97.2,119.2
Idaho,-11.7,102.5,114.2
Idaho St.,-6.1,103.1,109.2
Illinois,13.4,110.4,97
Illinois Chicago,-8.9,99.5,108.4
Illinois St.,-9.5,100.8,110.3
Incarnate Word,-14.4,98,112.4
Indiana,15.8,114.4,98.6
Indiana St.,9.1,111.4,102.3
Iona,11.6,110.9,99.3
Iowa,15.5,121.5,106
Iowa St.,17.9,109.9,92
Jackson St.,-11.6,99.4,111
Jacksonville,-4.6,101.4,106
Jacksonville St.,-4.9,102.5,107.4
James Madison,5.1,106.5,101.4
Kansas,20.4,114.6,94.2
Kansas St.,17.9,112.4,94.5
Kennesaw St.,5,107.4,102.4
Kent St.,9.2,107.6,98.4
Kentucky,17.5,117.8,100.3
LIU Brooklyn,-29.9,88.1,118
LSU,0.9,106.6,105.7
La Salle,-4.3,104.7,109
Lafayette,-7.2,96,103.2
Lamar,-19.5,95.9,115.4
Lehigh,-8.9,98.5,107.4
Liberty,14.2,112.6,98.4
Lindenwood,-16.5,96.8,113.3
Lipscomb,0,104.6,104.6
Little Rock,-13.7,102.5,116.2
Long Beach St.,2.7,106.5,103.8
Longwood,0.6,104.7,104.1
Louisiana Lafayette,9.6,113.4,103.8
Louisiana Monroe,-7.6,98.7,106.3
Louisiana Tech,-0.4,106.2,106.6
Louisville,-8.7,102.1,110.8
Loyola Chicago,-4.6,103.5,108.1
Loyola MD,-13,100.1,113.1
Loyola Marymount,4.1,109.3,105.2
Maine,-9.5,99.4,108.9
Manhattan,-11.2,98.7,109.9
Marist,-11.2,98.1,109.3
Marquette,20.7,120.9,100.2
Marshall,9.1,111.2,102.1
Maryland,16.3,114,97.7
Maryland Eastern Shore,-8.2,94,102.2
Massachusetts,-2,102.9,104.9
McNeese St.,-13.6,100.4,114
Memphis,17.5,115.1,97.6
Mercer,-3.9,99.7,103.6
