Team,AdjEM,AdjOE,AdjDE
Abilene Christian,-1.5999999999999943,107.0,108.6
Air Force,2.700000000000003,107.0,104.3
Akron,5.799999999999997,109.3,103.5
Alabama,25.700000000000003,117.2,91.5
Alabama A&M,-11.699999999999989,96.4,108.1
Alabama St.,-18.299999999999997,93.4,111.7
Albany,-18.0,98.8,116.8
Alcorn St.,-7.0,102.5,109.5
American,-9.5,101.6,111.1
Appalachian St.,1.3999999999999915,102.6,101.2
Arizona,23.0,121.0,98.0
Arizona St.,10.700000000000003,107.4,96.7
Arkansas,18.299999999999997,112.6,94.3
Arkansas Pine Bluff,-12.200000000000003,95.6,107.8
Arkansas St.,-9.799999999999997,100.3,110.1
Army,-4.799999999999997,104.0,108.8
Auburn,18.099999999999994,113.5,95.4
Austin Peay,-14.899999999999991,96.9,111.8
BYU,10.700000000000003,108.9,98.2
Ball St.,1.2000000000000028,109.2,108.0
Baylor,21.700000000000003,122.7,101.0
Bellarmine,-7.1000000000000085,103.1,110.2
Belmont,4.700000000000003,111.7,107.0
Bethune Cookman,-17.19999999999999,97.4,114.6
Binghamton,-10.299999999999997,99.3,109.6
Boise St.,15.399999999999991,110.6,95.2
Boston College,0.5,103.0,102.5
Boston University,-10.300000000000011,97.6,107.9
Bowling Green,-8.5,104.5,113.0
Bradley,9.5,108.0,98.5
Brown,0.5999999999999943,101.8,101.2
Bryant,-3.5,104.5,108.0
Bucknell,-10.300000000000011,99.6,109.9
Buffalo,-0.5,104.6,105.1
Butler,2.799999999999997,101.3,98.5
Cal Baptist,1.2999999999999972,105.3,104.0
Cal Poly,-11.400000000000006,93.8,105.2
Cal St. Bakersfield,-9.399999999999991,96.9,106.3
Cal St. Fullerton,5.5,105.0,99.5
Cal St. Northridge,-13.700000000000003,96.5,110.2
California,-7.699999999999989,97.9,105.6
Campbell,-4.5,105.6,110.1
Canisius,-6.5,103.0,109.5
Central Arkansas,-14.200000000000003,99.3,113.5
Central Connecticut,-17.0,97.6,114.6
Central Michigan,-15.700000000000003,93.5,109.2
Charleston Southern,-10.899999999999991,105.7,116.6
Charlotte,4.400000000000006,107.5,103.1
Chattanooga,0.30000000000001137,108.9,108.6
Chicago St.,-11.200000000000003,102.8,114.0
Cincinnati,14.299999999999997,113.8,99.5
Clemson,12.900000000000006,111.9,99.0
Cleveland St.,-0.29999999999999716,104.9,105.2
Coastal Carolina,-10.5,104.8,115.3
Colgate,6.200000000000003,113.4,107.2
College of Charleston,11.899999999999991,111.8,99.9
Colorado,10.5,105.0,94.5
Colorado St.,5.799999999999997,112.5,106.7
Columbia,-16.099999999999994,95.4,111.5
Connecticut,24.799999999999997,119.8,95.0
Coppin St.,-17.5,99.0,116.5
Cornell,1.2999999999999972,112.6,111.3
Creighton,20.900000000000006,115.5,94.6
Dartmouth,-7.0,101.0,108.0
Davidson,3.299999999999997,108.8,105.5
Dayton,12.100000000000009,110.4,98.3
DePaul,0.10000000000000853,105.9,105.8
Delaware,-5.0,103.0,108.0
Delaware St.,-19.10000000000001,92.6,111.7
Denver,-8.799999999999997,101.4,110.2
Detroit,-4.099999999999994,110.7,114.8
Drake,14.099999999999994,111.6,97.5
Drexel,-1.2999999999999972,101.4,102.7
Duke,16.0,111.7,95.7
Duquesne,6.3999999999999915,109.1,102.7
East Carolina,-2.700000000000003,103.3,106.0
East Tennessee St.,-6.299999999999997,101.5,107.8
Eastern Illinois,-17.60000000000001,94.6,112.2
Eastern Kentucky,1.9000000000000057,104.5,102.6
Eastern Michigan,-12.799999999999997,101.9,114.7
Eastern Washington,3.4000000000000057,111.9,108.5
Elon,-11.899999999999991,99.2,111.1
Evansville,-17.5,92.4,109.9
FIU,-2.299999999999997,104.0,106.3
Fairfield,-6.900000000000006,99.6,106.5
Fairleigh Dickinson,-12.099999999999994,106.9,119.0
Florida,10.399999999999991,107.6,97.2
Florida A&M,-18.700000000000003,91.0,109.7
Florida Atlantic,15.100000000000009,114.2,99.1
Florida Gulf Coast,-2.9000000000000057,104.5,107.4
Florida St.,-3.5,105.2,108.7
Fordham,1.2999999999999972,102.3,101.0
Fort Wayne,-6.0,101.2,107.2
Fresno St.,3.3999999999999915,104.8,101.4
Furman,8.899999999999991,114.8,105.9
Gardner Webb,-2.1999999999999886,99.9,102.1
George Mason,1.5,102.8,101.3
George Washington,-1.7000000000000028,109.8,111.5
Georgetown,-2.200000000000003,105.0,107.2
Georgia,1.2000000000000028,104.8,103.6
Georgia Southern,-1.0999999999999943,101.5,102.6
Georgia St.,-10.100000000000009,98.3,108.4
Georgia Tech,1.2000000000000028,104.5,103.3
Gonzaga,23.299999999999997,125.0,101.7
Grambling St.,0.20000000000000284,100.2,100.0
Grand Canyon,3.4000000000000057,110.0,106.6
Green Bay,-23.700000000000003,92.2,115.9
Hampton,-18.299999999999997,98.3,116.6
Hartford,-27.60000000000001,91.6,119.2
Harvard,-1.0,100.6,101.6
Hawaii,2.8000000000000114,102.4,99.6
High Point,-11.299999999999997,100.7,112.0
Hofstra,10.299999999999997,110.5,100.2
Holy Cross,-15.700000000000003,95.2,110.9
Houston,28.900000000000006,121.2,92.3
Houston Christian,-18.799999999999997,102.2,121.0
Howard,-4.799999999999997,104.4,109.2
IUPUI,-22.0,97.2,119.2
Idaho,-11.700000000000003,102.5,114.2
Idaho St.,-6.0,102.5,108.5
Illinois,13.399999999999991,110.3,96.9
Illinois Chicago,-9.0,99.4,108.4
Illinois St.,-9.5,100.7,110.2
Incarnate Word,-14.5,97.9,112.4
Indiana,15.799999999999997,114.3,98.5
Indiana St.,9.099999999999994,111.3,102.2
Iona,11.5,110.8,99.3
Iowa,15.400000000000006,121.4,106.0
Iowa St.,17.799999999999997,109.8,92.0
Jackson St.,-11.600000000000009,99.3,110.9
Jacksonville,-4.700000000000003,101.3,106.0
Jacksonville St.,-5.0,102.4,107.4
James Madison,5.1000000000000085,106.4,101.3
Kansas,20.299999999999997,114.5,94.2
Kansas St.,18.0,112.4,94.4
Kennesaw St.,5.0,107.3,102.3
Kent St.,9.099999999999994,107.5,98.4
Kentucky,17.400000000000006,117.7,100.3
LIU Brooklyn,-30.0,88.0,118.0
LSU,0.9000000000000057,106.5,105.6
La Salle,-4.300000000000011,104.6,108.9
Lafayette,-7.200000000000003,96.0,103.2
Lamar,-19.60000000000001,95.8,115.4
Lehigh,-8.799999999999997,98.5,107.3
Liberty,14.200000000000003,112.5,98.3
Lindenwood,-16.400000000000006,96.8,113.2
Lipscomb,0.0,104.5,104.5
Little Rock,-13.699999999999989,102.4,116.1
Long Beach St.,2.799999999999997,106.5,103.7
Longwood,0.5999999999999943,104.6,104.0
Louisiana Lafayette,9.5,113.3,103.8
Louisiana Monroe,-7.5,98.7,106.2
Louisiana Tech,-0.4000000000000057,106.1,106.5
Louisville,-8.700000000000003,102.0,110.7
Loyola Chicago,-4.699999999999989,103.4,108.1
Loyola MD,-12.900000000000006,100.1,113.0
Loyola Marymount,4.099999999999994,109.3,105.2
Maine,-9.399999999999991,99.4,108.8
Manhattan,-11.200000000000003,98.6,109.8
Marist,-11.200000000000003,98.1,109.3
