Season,Team,Tempo,RankTempo,AdjT,RankAdjTempo,OE,RankOE,AdjO,RankAdjOE,DE,RankDE,AdjD,RankAdjDE,AdjEM,RankAdjEM
2023,Abilene Christian,71.7312,77,69.9149,89,95.1493,267,99.6184,211,103.834,226,100.071,142,-0.452291,176
2023,Air Force,63.2746,352,62.3977,357,102.773,143,96.0879,296,96.0545,105,101.468,171,-5.3802,232
2023,Akron,63.284,351,62.3183,358,100.025,194,104.422,113,102.89,208,99.4666,129,4.95543,118
2023,Alabama,72.4613,63,72.3604,26,109.939,51,112.44,18,88.9058,37,89.7188,16,22.7216,13
2023,Alabama A&M,76.3425,7,72.0725,31,98.2253,223,91.8606,348,111.193,302,106.675,288,-14.8139,335
2023,Alabama St.,70.0047,150,67.9716,169,86.6865,344,91.0969,350,114.467,336,108.747,320,-17.6498,347
2023,Albany,67.5563,254,67.1988,222,94.9842,269,94.7067,315,111.36,305,107.064,296,-12.3572,315
2023,Alcorn St.,67.7646,240,67.9073,173,89.5657,327,94.6449,317,100.138,164,103.314,220,-8.66921,277
2023,American,64.9646,329,65.7668,284,101.001,171,97.2097,265,99.4583,151,104.625,245,-7.41496,259
2023,Appalachian St.,68.2528,220,66.6349,250,100.6,179,98.565,233,98.671,138,102.475,198,-3.90981,214
2023,Arizona,79.9833,1,75.9053,1,121.681,5,117.926,3,98.8205,140,93.5716,44,24.3547,10
2023,Arizona St.,70.0996,146,68.176,162,104.602,113,105.047,104,83.8034,14,91.3623,23,13.6851,52
2023,Arkansas,73.4442,41,71.6711,44,103.568,130,109.794,39,84.0555,15,87.4021,6,22.3917,14
2023,Arkansas Pine Bluff,71.4479,85,70.858,59,84.2206,353,92.2146,345,107.994,279,111.26,350,-19.0456,354
2023,Arkansas St.,67.125,263,65.0266,309,89.6032,326,94.821,314,99.3754,149,104.55,243,-9.72881,288
2023,Army,71.3326,92,70.5028,72,103.068,140,98.1497,242,111.587,311,108.869,322,-10.7196,299
2023,Auburn,69.4357,167,69.4316,107,100.895,174,107.9,56,81.8424,8,87.0671,4,20.8332,17
2023,Austin Peay,64.9646,330,65.3411,301,90.1046,324,97.6108,257,106.074,251,103.912,229,-6.30133,242
2023,Ball St.,67.9275,236,68.6182,148,102.338,149,101.244,167,104.174,229,104.994,256,-3.74963,210
2023,Baylor,71.8146,74,70.6925,67,126.583,1,118.571,2,95.5163,102,93.5103,43,25.061,8
2023,Bellarmine,62.8604,357,62.8513,353,96.7252,243,102.006,156,116.453,346,108.008,306,-6.00235,238
2023,Belmont,70.7804,119,70.5333,71,106.706,82,106.093,84,105.662,250,102.872,207,3.22035,133
2023,Bethune Cookman,67.5419,255,66.7626,239,88.5536,334,94.8798,313,116.367,344,108.322,314,-13.442,325
2023,Binghamton,69.035,182,67.3328,220,96.5209,245,96.7932,279,107.307,269,106.288,284,-9.49431,285
2023,Boise St.,68.2104,221,67.7664,187,98.4189,220,103.42,126,86.5635,24,92.008,32,11.4121,66
2023,Boston College,68.5071,210,67.8479,177,93.7549,292,99.8614,206,90.7088,49,94.1546,52,5.70676,109
2023,Boston University,68.3982,214,66.0211,275,94.6501,273,95.8211,300,98.9502,141,103.813,227,-7.99217,265
2023,Bowling Green,70.8104,118,70.0449,85,96.8134,242,98.1043,244,106.532,259,107.121,297,-9.01662,283
