Season,Team,Tempo,RankTempo,AdjT,RankAdjTempo,OE,RankOE,AdjO,RankAdjOE,DE,RankDE,AdjD,RankAdjDE,AdjEM,RankAdjEM
2023,Abilene Christian,69.8823,92,69.4876,99,103.633,164,107.808,123,107.181,277,108.735,251,-0.926605,184
2023,Air Force,63.6256,346,63.575,345,104.511,142,106.612,145,104.382,222,104.921,161,1.69077,146
2023,Akron,66.3612,265,64.8617,316,107.937,72,108.313,113,99.7375,100,102.119,108,6.19378,105
2023,Alabama,73.083,9,73.4064,3,111.968,21,117.049,16,91.7054,8,90.1435,6,26.9055,3
2023,Alabama A&M,70.8384,54,69.9216,69,97.08,307,96.5251,330,101.792,144,108.782,253,-12.2573,315
2023,Alabama St.,68.3331,167,66.9634,216,93.2319,347,94.616,346,106.664,267,111.314,305,-16.6979,347
2023,Albany,67.6737,198,67.5263,185,96.9968,310,98.1216,313,112.609,349,116.07,354,-17.9482,351
2023,Alcorn St.,67.6177,203,67.3111,199,98.2854,284,102.567,231,103.391,192,108.649,249,-6.08191,243
2023,American,63.1756,352,63.3401,350,102.765,179,100.575,274,103.322,191,109.795,269,-9.21956,285
2023,Appalachian St.,65.6632,298,65.4241,298,99.321,266,101.48,254,99.6792,98,101.965,106,-0.485632,176
2023,Arizona,73.0607,11,72.7807,11,113.63,12,119.53,5,96.8137,52,97.2129,41,22.3175,10
2023,Arizona St.,68.8987,136,68.6849,137,101.669,214,107.79,124,95.3839,30,95.8321,33,11.9578,64
2023,Arkansas,69.8968,89,69.8035,78,106.852,92,112.613,51,93.4541,13,92.8423,12,19.7711,15
2023,Arkansas Pine Bluff,70.3449,68,69.7746,83,91.4575,351,95.881,336,103.148,180,108.726,250,-12.8454,319
2023,Arkansas St.,64.352,340,63.9881,340,97.5597,300,98.9377,298,106.096,255,109.898,274,-10.9608,299
2023,Army,67.7494,193,68.9786,123,104.267,150,103.182,216,103.214,186,110.054,277,-6.87224,255
2023,Auburn,68.9295,135,68.3318,156,105.442,130,111.495,65,94.5078,26,93.4365,14,18.0585,23
2023,Austin Peay,65.8231,289,65.2318,304,96.216,320,96.812,327,110.408,327,110.765,294,-13.9528,328
2023,Ball St.,67.9323,190,67.7193,175,109.799,45,108.835,103,103.652,202,106.7,210,2.13551,143
2023,Baylor,68.0849,178,66.8151,229,113.911,9,121.913,2,102.715,168,101.056,95,20.857,14
2023,Bellarmine,62.501,360,62.4364,357,100.393,245,101.82,247,109.724,320,110.153,281,-8.33316,267
2023,Belmont,68.8377,141,68.6605,138,108.87,50,110.485,81,103.113,179,106.737,212,3.7487,127
2023,Bethune Cookman,70.2263,74,69.6769,85,95.3017,328,96.1251,335,110.073,324,114.493,344,-18.3683,352
2023,Binghamton,66.9213,241,66.6015,241,100.788,238,100.351,277,107.674,292,111.7,314,-11.3489,303
2023,Boise St.,67.4682,209,67.4498,189,105.854,117,110.184,84,92.9202,11,92.5691,10,17.6144,26
2023,Boston College,66.9567,233,67.3699,195,98.2459,285,101.911,243,103.773,205,101.99,107,-0.0782586,171
2023,Boston University,65.9689,282,66.1716,269,99.3003,267,98.9351,299,101.805,145,107.747,236,-8.81152,273
2023,Bowling Green,71.1269,40,70.0981,59,105.132,134,104.16,195,111.129,334,113.265,330,-9.10558,283
2023,Bradley,65.9194,285,65.854,282,106.655,99,107.427,133,92.6518,9,97.1631,40,10.2642,80
